DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	Databases
tri_0077	ACTRT1	GLI1	139741	2735	Current
tri_0175	AGT	EPO	183	2056	Current
tri_0259	AHR	CBR1	196	873	Current
tri_0245	AHR	EREG	196	2069	Current
tri_0247	AHR	FLG	196	2312	Current
tri_0243	AHR	Mt1	196	17748	Current
tri_0244	AHR	Mt2	196	17750	Current
tri_0256	AHR	NCF1	196	653361	Current
tri_0252	AHR	NFE2L2	196	4780	Current
tri_0258	AHR	SLC7A5	196	8140	Current
tri_0246	AHR	Sult1a1	196	20887	Current
tri_0569	APOE	HMGXB4	348	10042	Current
tri_0581	AR	Lcn5	367	13863	Current
tri_0606	ARNT	PRDX2	405	7001	Current
tri_0607	ARNTL	EGR1	406	1958	Current
tri_0608	ARNTL	NOCT	406	25819	Current
tri_1027	ARNTL2	BHLHE40	56938	8553	Current
tri_0704	ASCL1	AXIN2	429	8313	Current
tri_0701	ASCL1	BCL2	429	596	Current
tri_0703	ASCL1	BTG2	429	7832	Current
tri_0700	ASCL1	CENPJ	429	55835	Current
tri_0688	ASCL1	DLL1	429	28514	Current
tri_0683	ASCL1	DLX5	429	1749	Current
tri_0686	ASCL1	GAD1	429	2571	Current
tri_0687	ASCL1	GNRHR	429	2798	Current
tri_0689	ASCL1	HES1	429	3280	Current
tri_0699	ASCL1	HES6	429	55502	Current
tri_0690	ASCL1	INSM1	429	3642	Current
tri_0691	ASCL1	JAG2	429	3714	Current
tri_0695	ASCL1	MGMT	429	4255	Current
tri_0696	ASCL1	MMP7	429	4316	Current
tri_0702	ASCL1	RET	429	5979	Current
tri_0757	ATF4	SNCG	468	6623	Current
tri_0032	BATF	IL4	10538	3565	Current
tri_0033	BATF	IRF4	10538	3662	Current
tri_0973	BCL11A	HBB	53335	3043	Current
tri_0974	BCL11A	HBE1	53335	3046	Current
tri_0975	BCL11A	HBG1	53335	3047	Current
tri_0976	BCL11A	HBG2	53335	3048	Current
tri_0977	BCL11A	ID3	53335	3399	Current
tri_0978	BCL11A	TCF4	53335	6925	Current
tri_1086	BCL11B	EGFR	64919	1956	Current
tri_1087	BCL11B	KRT8	64919	3856	Current
tri_1090	BCL11B	SNAI1	64919	6615	Current
tri_1089	BCL11B	SNAI2	64919	6591	Current
tri_1091	BCL11B	TGFA	64919	7039	Current
tri_1092	BCL11B	TGFB1	64919	7040	Current
tri_1093	BCL11B	TGFB2	64919	7042	Current
tri_1096	BMP2	LEF1	650	51176	Current
tri_1097	BMP2	RUNX2	650	860	Current
tri_1099	BMP7	NEUROG2	655	63973	Current
tri_0356	CBX5	MEF2C	23468	4208	Current
tri_0001	CDH5	CLDN5	1003	7122	Current
tri_0023	CDX2	TAL1	1045	6886	Current
tri_0028	CEBPA	COPS5	1050	10987	Current
tri_0030	CEBPB	COPS5	1051	10987	Current
tri_0037	CHD4	BCL11A	1108	53335	Current
tri_1488	CLOCK	ATF4	9575	468	Current
tri_1487	CLOCK	NOCT	9575	25819	Current
tri_0060	CREB1	ASCL1	1385	429	Current
tri_0058	CREB1	CCN1	1385	3491	Current
tri_0073	CREB1	CCNC	1385	892	Current
tri_0050	CREB1	FOSB	1385	2354	Current
tri_0051	CREB1	HBG2	1385	3048	Current
tri_0041	CREB1	PNPLA6	1385	10908	Current
tri_0068	CREB1	RFC3	1385	5983	Current
tri_0071	CREB1	THBS1	1385	7057	Current
tri_0056	CREB1	TMEM173	1385	340061	Current
tri_0072	CREB1	TP53	1385	7157	Current
tri_0048	CREB1	USP22	1385	23326	Current
tri_0076	CREBBP	LHB	1387	3972	Current
tri_0078	CSF1R	RUNX1	1436	861	Current
tri_0086	CTNNB1	AKT2	1499	208	Current
tri_0092	CTNNB1	ASCL1	1499	429	Current
tri_0087	CTNNB1	BACE1	1499	23621	Current
tri_0107	CTNNB1	BCL2L2	1499	599	Current
tri_0083	CTNNB1	CCN2	1499	1490	Current
tri_0081	CTNNB1	COPS5	1499	10987	Current
tri_0085	CTNNB1	EDN1	1499	1906	Current
tri_0102	CTNNB1	ENAH	1499	55740	Current
tri_0080	CTNNB1	ENAM	1499	10117	Current
tri_0089	CTNNB1	HES1	1499	3280	Current
tri_0115	CTNNB1	HES7	1499	84667	Current
tri_0088	CTNNB1	HMGA1	1499	3159	Current
tri_0103	CTNNB1	MESP1	1499	55897	Current
tri_0091	CTNNB1	MIR30E	1499	407034	Current
tri_0095	CTNNB1	MYOD1	1499	4654	Current
tri_0109	CTNNB1	NEUROG2	1499	63973	Current
tri_0082	CTNNB1	NOTUM	1499	147111	Current
tri_0118	CTNNB1	NR1I2	1499	8856	Current
tri_0101	CTNNB1	POU5F1	1499	5460	Current
tri_0108	CTNNB1	SCN5A	1499	6331	Current
tri_0119	CTNNB1	SQSTM1	1499	8878	Current
tri_0111	CTNNB1	STAT3	1499	6774	Current
tri_0112	CTNNB1	ZEB1	1499	6935	Current
tri_0157	CUX1	ARHGAP32	1523	9743	Current
tri_0136	CUX1	ARHGDIB	1523	397	Current
tri_0153	CUX1	CCN5	1523	8839	Current
tri_0158	CUX1	CDH1	1523	999	Current
tri_0121	CUX1	CDH2	1523	1000	Current
tri_0125	CUX1	CEBPE	1523	1053	Current
tri_0128	CUX1	DEFA1	1523	1667	Current
tri_0132	CUX1	FLNA	1523	2316	Current
tri_0152	CUX1	HIST2H4A	1523	8370	Current
tri_0134	CUX1	ITGB2	1523	3689	Current
tri_0135	CUX1	KISS1	1523	3814	Current
tri_0141	CUX1	LIMA1	1523	51474	Current
tri_0129	CUX1	Marcks	1523	17118	Current
tri_0137	CUX1	MARCKS	1523	4082	Current
tri_0140	CUX1	NEU1	1523	4758	Current
tri_0122	CUX1	OCLN	1523	100506658	Current
tri_0146	CUX1	PCDH10	1523	57575	Current
tri_0142	CUX1	PNN	1523	5411	Current
tri_0145	CUX1	PTK2	1523	5747	Current
tri_0154	CUX1	PTTG1	1523	9232	Current
tri_0156	CUX1	RAB36	1523	9609	Current
tri_0144	CUX1	RASIP1	1523	54922	Current
tri_0131	CUX1	RHOBTB3	1523	22836	Current
tri_0149	CUX1	SNAI1	1523	6615	Current
tri_0148	CUX1	SNAI2	1523	6591	Current
tri_0150	CUX1	THBS1	1523	7057	Current
tri_0151	CUX1	VIM	1523	7431	Current
tri_0160	DLX1	GAD1	1745	2571	Current
tri_0161	DLX1	GAD2	1745	2572	Current
tri_0162	DLX2	GAD1	1746	2571	Current
tri_0163	DLX2	GAD2	1746	2572	Current
tri_0166	DLX5	BMPER	1749	168667	Current
tri_0171	DLX5	POU3F3	1749	5455	Current
tri_0165	DLX5	TMEM30B	1749	161291	Current
tri_0203	E2F1	CASP8	1869	841	Current
tri_0176	E2F1	CDKN2B-AS1	1869	100048912	Current
tri_0187	E2F1	STMN1	1869	3925	Current
tri_0208	E2F3	ATM	1871	472	Current
tri_0214	EGR1	CSPG4	1958	1464	Current
tri_0218	EGR1	GNAQ	1958	2776	Current
tri_0221	EGR1	ID2	1958	3398	Current
tri_0223	EGR1	MST1R	1958	4486	Current
tri_0213	EGR1	NCAN	1958	1463	Current
tri_0224	EGR1	PER1	1958	5187	Current
tri_0212	EGR1	VCAN	1958	1462	Current
tri_0261	EGR4	DLX5	1961	1749	Current
tri_0264	EGR4	PTHLH	1961	5744	Current
tri_0262	EGR4	RAB15	1961	376267	Current
tri_0263	EGR4	SAMD5	1961	389432	Current
tri_0260	EGR4	SYNPO	1961	11346	Current
tri_0266	ELK1	ZC3H12A	2002	80149	Current
tri_1392	EOMES	PAX6	8320	5080	Current
tri_0268	EP300	RHOA	2033	387	Current
tri_0269	EP300	SKP2	2033	6502	Current
tri_0267	EP300	SP7	2033	121340	Current
tri_0271	EPAS1	PRDX2	2034	7001	Current
tri_0270	EPAS1	PROX1	2034	5629	Current
tri_0272	ERG	LEF1	2078	51176	Current
tri_0274	ERG	WNT1	2078	7471	Current
tri_0275	ERG	WNT2	2078	7472	Current
tri_0276	ERG	WNT3	2078	7473	Current
tri_0281	ETS1	NR1I2	2113	8856	Current
tri_0282	ETV1	HES5	2115	388585	Current
tri_0283	ETV4	GLI3	2118	2737	Current
tri_0284	ETV4	WNT8B	2118	7479	Current
tri_0285	EWSR1	POU5F1	2130	5460	Current
tri_0286	EYA1	GLI1	2138	2735	Current
tri_0288	EYA1	NRP1	2138	8829	Current
tri_0287	EYA1	NRP2	2138	8828	Current
tri_0591	FEZF1	HES5	389549	388585	Current
tri_0597	FEZF1	NANOG	389549	79923	Current
tri_0595	FEZF1	NEUROG2	389549	63973	Current
tri_0592	FEZF1	OTX2	389549	5015	Current
tri_0593	FEZF1	PAX6	389549	5080	Current
tri_0594	FEZF1	POU5F1	389549	5460	Current
tri_0596	FEZF1	SOX2	389549	6657	Current
tri_1023	FEZF2	HES5	55079	388585	Current
tri_1494	FGF19	ASCL1	9965	429	Current
tri_1495	FGF19	NEUROG2	9965	63973	Current
tri_0351	FMR1	ASCL1	2332	429	Current
tri_0349	FMR1	FGF5	2332	2250	Current
tri_0350	FMR1	FGF8	2332	2253	Current
tri_0352	FMR1	NTRK2	2332	4915	Current
tri_0357	FOSB	MYC	2354	4609	Current
tri_0510	FOXA2	ABCB1	3170	5243	Current
tri_0516	FOXA2	ABCC8	3170	6833	Current
tri_0495	FOXA2	ADORA2B	3170	136	Current
tri_0511	FOXA2	ANO2	3170	57101	Current
tri_0513	FOXA2	BAX	3170	581	Current
tri_0499	FOXA2	CADM1	3170	23705	Current
tri_0492	FOXA2	CDKN1A	3170	1026	Current
tri_0493	FOXA2	CITED2	3170	10370	Current
tri_0497	FOXA2	CYP2A13	3170	1553	Current
tri_0520	FOXA2	FTO	3170	79068	Current
tri_0507	FOXA2	KCNJ11	3170	3767	Current
tri_0517	FOXA2	MUC5B	3170	727897	Current
tri_0521	FOXA2	NR0B2	3170	8431	Current
tri_0515	FOXA2	SLC12A2	3170	6558	Current
tri_0522	FOXA2	SLC4A4	3170	8671	Current
tri_0518	FOXA2	UGT2B17	3170	7367	Current
tri_0524	FOXA3	CDH15	3171	1013	Current
tri_0526	FOXA3	CIDEA	3171	1149	Current
tri_0528	FOXA3	COX4I2	3171	84701	Current
tri_0525	FOXA3	PPARGC1A	3171	10891	Current
tri_0527	FOXA3	UCP1	3171	7350	Current
tri_0292	FOXG1	RELN	2290	5649	Current
tri_0293	FOXG1	ROBO1	2290	6091	Current
tri_0294	FOXG1	SLIT3	2290	6586	Current
tri_0039	FOXN4	ASCL1	121643	429	Current
tri_0306	FOXO1	APOC3	2308	345	Current
tri_0298	FOXO1	CTSL	2308	1514	Current
tri_0299	FOXO1	CTSV	2308	1515	Current
tri_0301	FOXO1	DDX5	2308	1655	Current
tri_0303	FOXO1	FOXO3	2308	2309	Current
tri_0323	FOXO1	GALNT14	2308	79623	Current
tri_0305	FOXO1	GCDH	2308	2639	Current
tri_0307	FOXO1	IL9	2308	3578	Current
tri_0308	FOXO1	IRF4	2308	3662	Current
tri_0326	FOXO1	MCM3AP	2308	8888	Current
tri_0324	FOXO1	NDNF	2308	79625	Current
tri_0325	FOXO1	NR0B2	2308	8431	Current
tri_0314	FOXO1	PLTP	2308	5360	Current
tri_0315	FOXO1	PPA1	2308	5464	Current
tri_0318	FOXO1	RAG2	2308	5897	Current
tri_0310	FOXO1	SERPINB2	2308	5055	Current
tri_0371	GATA1	CLDN11	2623	5010	Current
tri_0374	GATA2	CYP2C19	2624	1557	Current
tri_0375	GATA2	CYP2C9	2624	1559	Current
tri_0376	GATA2	DIO2	2624	1734	Current
tri_0382	GATA2	KIT	2624	3815	Current
tri_0373	GATA2	MICA	2624	100507436	Current
tri_0383	GATA2	MICB	2624	4277	Current
tri_0385	GATA2	PDE9A	2624	5152	Current
tri_0387	GATA2	TP53	2624	7157	Current
tri_0397	GATA4	ACTA2	2626	59	Current
tri_0396	GATA4	CLDN11	2626	5010	Current
tri_0391	GATA4	CYP2C9	2626	1559	Current
tri_0395	GATA4	MUC2	2626	4583	Current
tri_0398	GATA4	SGCA	2626	6442	Current
tri_0400	GATA6	CLDN11	2627	5010	Current
tri_0409	GLI1	AQP1	2735	358	Current
tri_0408	GLI1	BIRC3	2735	330	Current
tri_0405	GLI1	GLI1	2735	2735	Current
tri_0410	GLI1	NEK2	2735	4751	Current
tri_0418	GLI1	REG4	2735	83998	Current
tri_0417	GLI1	TERT	2735	7015	Current
tri_0421	GLI2	GAST	2736	2520	Current
tri_0423	GLI2	HIP1	2736	3092	Current
tri_0426	GLI2	NEK2	2736	4751	Current
tri_0427	GLI2	NKX2-2	2736	4821	Current
tri_0429	GLI2	TERT	2736	7015	Current
tri_0443	GLI3	CCND1	2737	595	Current
tri_0431	GLI3	CDK6	2737	1021	Current
tri_0432	GLI3	CDKN2C	2737	1031	Current
tri_0434	GLI3	CTNNB1	2737	1499	Current
tri_0435	GLI3	Cxcl9	2737	17329	Current
tri_0451	GLI3	GNA14	2737	9630	Current
tri_0439	GLI3	GNAT3	2737	346562	Current
tri_0450	GLI3	HAND2	2737	9464	Current
tri_0438	GLI3	HIP1	2737	3092	Current
tri_0440	GLI3	NOS2	2737	4843	Current
tri_0441	GLI3	PTCH1	2737	5727	Current
tri_0442	GLI3	RBP1	2737	5947	Current
tri_0448	GLI3	TAS1R3	2737	83756	Current
tri_0437	GLI3	TRPM5	2737	29850	Current
tri_0446	GLI3	WNT7B	2737	7477	Current
tri_0447	GLI3	WNT8B	2737	7479	Current
tri_1389	GRHL2	NKX2-1	79977	7080	Current
tri_0452	H19	CDX2	283120	1045	Current
tri_0453	H19	IGF2	283120	3481	Current
tri_0454	H3F3A	GLI1	3020	2735	Current
tri_0455	H3F3B	GLI1	3021	2735	Current
tri_1485	HAND2	GLI3	9464	2737	Current
tri_0539	HES1	ADAMTS5	3280	11096	Current
tri_0557	HES1	ATOH1	3280	474	Current
tri_0548	HES1	BBC3	3280	27113	Current
tri_0560	HES1	BNIP3	3280	664	Current
tri_0543	HES1	CBLN4	3280	140689	Current
tri_0561	HES1	CCNE1	3280	898	Current
tri_0541	HES1	COL1A1	3280	1277	Current
tri_0542	HES1	COL1A2	3280	1278	Current
tri_0549	HES1	CXCL2	3280	2920	Current
tri_0544	HES1	DTX1	3280	1840	Current
tri_0546	HES1	FLT3	3280	2322	Current
tri_0547	HES1	GAA	3280	2548	Current
tri_0540	HES1	GPR146	3280	115330	Current
tri_0550	HES1	HES1	3280	3280	Current
tri_0562	HES1	IL1RL1	3280	9173	Current
tri_0552	HES1	IL6	3280	3569	Current
tri_0553	HES1	MIR199B	3280	406978	Current
tri_0556	HES1	MMP13	3280	4322	Current
tri_0558	HES1	NPAT	3280	4863	Current
tri_1038	HES4	ASCL1	57801	429	Current
tri_1037	HES4	CDKN1A	57801	1026	Current
tri_0589	HES5	ASCL1	388585	429	Current
tri_0590	HES5	ATOH1	388585	474	Current
tri_0355	HEY1	CDKN1C	23462	1028	Current
tri_0464	HIF1A	ATP13A2	3091	23400	Current
tri_0488	HIF1A	ATRIP	3091	84126	Current
tri_0468	HIF1A	CD274	3091	29126	Current
tri_0472	HIF1A	CXCR1	3091	3577	Current
tri_0473	HIF1A	CXCR2	3091	3579	Current
tri_0461	HIF1A	CYP19A1	3091	1588	Current
tri_0466	HIF1A	GATA1	3091	2623	Current
tri_0470	HIF1A	HES1	3091	3280	Current
tri_0471	HIF1A	HSD3B2	3091	3284	Current
tri_0475	HIF1A	NOS1	3091	4842	Current
tri_0476	HIF1A	NTRK2	3091	4915	Current
tri_0484	HIF1A	PRDX2	3091	7001	Current
tri_0478	HIF1A	PROX1	3091	5629	Current
tri_0481	HIF1A	S100A8	3091	6279	Current
tri_0482	HIF1A	S100A9	3091	6280	Current
tri_0458	HIF1A	SEMA4D	3091	10507	Current
tri_0457	HIF1A	SPRY2	3091	10253	Current
tri_0004	HMGXB4	ACTA2	10042	59	Current
tri_0002	HMGXB4	CNN1	10042	1264	Current
tri_0003	HMGXB4	MYH11	10042	4629	Current
tri_0005	HMGXB4	TAGLN	10042	6876	Current
tri_0531	HOXB1	HOXB1	3211	3211	Current
tri_0534	HOXD13	BARX1	3239	56033	Current
tri_0532	HOXD13	DACH1	3239	1602	Current
tri_0533	HOXD13	FBN1	3239	2200	Current
tri_0535	HOXD13	HAND2	3239	9464	Current
tri_0565	HSF2	ZNF804A	3298	91752	Current
tri_0566	ID2	HES1	3398	3280	Current
tri_0575	INSM1	PAX6	3642	5080	Current
tri_1081	IRF2BPL	KISS1	64207	3814	Current
tri_0579	IRF3	GPR146	3661	115330	Current
tri_0584	JUN	HBG2	3725	3048	Current
tri_0588	JUND	MYC	3727	4609	Current
tri_0705	KMT2A	DLX2	4297	1746	Current
tri_0601	LCN2	SLC22A17	3934	51310	Current
tri_0957	LEF1	BGLAP	51176	632	Current
tri_0959	LEF1	BMP4	51176	652	Current
tri_0930	LEF1	CDKN1A	51176	1026	Current
tri_0956	LEF1	CELA2A	51176	63036	Current
tri_0932	LEF1	COL1A1	51176	1277	Current
tri_0961	LEF1	CXCR4	51176	7852	Current
tri_0929	LEF1	ENAM	51176	10117	Current
tri_0938	LEF1	FGF3	51176	2248	Current
tri_0939	LEF1	FGF4	51176	2249	Current
tri_0935	LEF1	MESP2	51176	145873	Current
tri_0948	LEF1	NOTCH1	51176	4851	Current
tri_0963	LEF1	NR1I2	51176	8856	Current
tri_0958	LEF1	SHH	51176	6469	Current
tri_0960	LEF1	TYR	51176	7299	Current
tri_1025	LGR4	AR	55366	367	Current
tri_1024	LGR4	ESR1	55366	2099	Current
tri_0602	LHX1	HESX1	3975	8820	Current
tri_1468	LHX2	BTBD3	9355	22903	Current
tri_1474	LHX2	MSX1	9355	4487	Current
tri_1475	LHX2	MSX2	9355	4488	Current
tri_1476	LHX2	MYF5	9355	4617	Current
tri_1470	LHX2	Olfr1348	9355	258915	Current
tri_1471	LHX2	Olfr476	9355	258926	Current
tri_1472	LHX2	Olfr686	9355	259072	Current
tri_1469	LHX2	Olfr697	9355	258592	Current
tri_1466	LHX2	OR10J5	9355	127385	Current
tri_1467	LHX2	OR52I2	9355	143502	Current
tri_1479	LHX2	OR6A2	9355	8590	Current
tri_1477	LHX2	PAX6	9355	5080	Current
tri_1390	LHX3	HESX1	8022	8820	Current
tri_0605	LMX1B	HESX1	4010	8820	Current
tri_0610	LYL1	MEF2C	4066	4208	Current
tri_0621	MAF	ANPEP	4094	290	Current
tri_0618	MAF	CCR1	4094	1230	Current
tri_0629	MAF	G6PC2	4094	57818	Current
tri_0624	MAF	INS	4094	3630	Current
tri_0626	MAF	IRF4	4094	3662	Current
tri_1493	MAML1	HES1	9794	3280	Current
tri_0632	MECP2	EHMT2	4204	10919	Current
tri_0635	MECP2	PCDH7	4204	5099	Current
tri_0634	MECP2	PCDHB1	4204	29930	Current
tri_0633	MECP2	SLC25A4	4204	291	Current
tri_0660	MEF2C	BCO1	4208	53630	Current
tri_0645	MEF2C	COL2A1	4208	1280	Current
tri_0639	MEF2C	HCN4	4208	10021	Current
tri_0652	MEF2C	IBSP	4208	3381	Current
tri_0653	MEF2C	JCHAIN	4208	3512	Current
tri_0658	MEF2C	LEF1	4208	51176	Current
tri_0673	MEF2C	MMP20	4208	9313	Current
tri_0640	MEF2C	OLFM4	4208	10562	Current
tri_0662	MEF2C	OPN1LW	4208	5956	Current
tri_0641	MEF2C	PPARGC1A	4208	10891	Current
tri_0661	MEF2C	PTH1R	4208	5745	Current
tri_0642	MEF2C	PTP4A3	4208	11156	Current
tri_0667	MEF2C	SGCA	4208	6442	Current
tri_0668	MEF2C	SLC2A4	4208	6517	Current
tri_0646	MEF2C	SMYD1	4208	150572	Current
tri_0657	MEF2C	TNNI3K	4208	51086	Current
tri_0674	MEF2D	PPARGC1A	4209	10891	Current
tri_1035	MRTFA	ANK1	57591	286	Current
tri_1036	MRTFA	CCN1	57591	3491	Current
tri_0710	MYB	RUNX1	4602	861	Current
tri_0716	MYC	ADSL	4609	158	Current
tri_0724	MYC	ATIC	4609	471	Current
tri_0711	MYC	CCAT1	4609	100507056	Current
tri_0715	MYC	CTPS1	4609	1503	Current
tri_0717	MYC	DHODH	4609	1723	Current
tri_0718	MYC	GART	4609	2618	Current
tri_0720	MYC	IMPDH1	4609	3614	Current
tri_0721	MYC	IMPDH2	4609	3615	Current
tri_0726	MYC	NOP16	4609	51491	Current
tri_0714	MYC	PDCD10	4609	11235	Current
tri_0727	MYC	PFAS	4609	5198	Current
tri_0731	MYC	RAD51	4609	5888	Current
tri_0728	MYC	SERPINI1	4609	5274	Current
tri_0734	MYC	TBX3	4609	6926	Current
tri_0719	MYC	TMEM173	4609	340061	Current
tri_0740	MYCN	ASCL1	4613	429	Current
tri_0741	MYCN	CAV1	4613	857	Current
tri_0739	MYCN	MEF2C	4613	4208	Current
tri_1480	MYOCD	CNN1	93649	1264	Current
tri_1483	MYOCD	SGCA	93649	6442	Current
tri_0749	MYOD1	ANK1	4654	286	Current
tri_0748	MYOD1	H19	4654	283120	Current
tri_0753	MYOG	SGCA	4656	6442	Current
tri_0363	NELFB	LEF1	25920	51176	Current
tri_0760	NEUROD1	GNRHR	4760	2798	Current
tri_0764	NEUROD1	MAFA	4760	389692	Current
tri_0766	NEUROD1	REG3A	4760	5068	Current
tri_0769	NEUROD1	THRB	4760	7068	Current
tri_0772	NEUROG1	DLL1	4762	28514	Current
tri_1074	NEUROG2	ASCL1	63973	429	Current
tri_1077	NEUROG2	BTG2	63973	7832	Current
tri_1080	NEUROG2	DLK1	63973	8788	Current
tri_1071	NEUROG2	DLL1	63973	28514	Current
tri_1069	NEUROG2	ELAVL4	63973	1996	Current
tri_1070	NEUROG2	ETV1	63973	2115	Current
tri_1072	NEUROG2	JAG2	63973	3714	Current
tri_1068	NEUROG2	Meg3	63973	17263	Current
tri_1065	NEUROG2	Mirg	63973	100040724	Current
tri_1076	NEUROG2	Rian	63973	75745	Current
tri_1073	NEUROG2	RTL1	63973	388015	Current
tri_1066	NEUROG2	ZBTB18	63973	10472	Current
tri_0783	NFE2L2	ATF4	4780	468	Current
tri_1491	NFE2L3	ACTA2	9603	59	Current
tri_1492	NFE2L3	TAGLN	9603	6876	Current
tri_0773	NFIA	HES1	4774	3280	Current
tri_0784	NFIX	SOX9	4784	6662	Current
tri_0790	NFKB1	MYOZ1	4790	58529	Current
tri_0797	NFYB	HSPA1B	4801	3304	Current
tri_0799	NFYC	HSPA1B	4802	3304	Current
tri_1338	NKX2-1	BMP4	7080	652	Current
tri_1344	NKX2-1	CCNB1	7080	891	Current
tri_1345	NKX2-1	CCNB2	7080	9133	Current
tri_1334	NKX2-1	E2F3	7080	1871	Current
tri_1335	NKX2-1	MET	7080	4233	Current
tri_1343	NKX2-1	NRP2	7080	8828	Current
tri_1346	NKX2-1	PTTG1	7080	9232	Current
tri_0800	NKX2-2	INS	4821	3630	Current
tri_0079	NKX2-5	SGCA	1482	6442	Current
tri_0801	NKX6-1	OLIG2	4825	10215	Current
tri_0809	NOTCH1	BGLAP	4851	632	Current
tri_0803	NOTCH1	COL1A1	4851	1277	Current
tri_0804	NOTCH1	COL1A2	4851	1278	Current
tri_0810	NOTCH1	HES7	4851	84667	Current
tri_0812	NOTCH2	SOX9	4853	6662	Current
tri_1486	NR1D1	CLOCK	9572	9575	Current
tri_1350	NR2E1	FABP7	7101	2173	Current
tri_1349	NR2E1	GADD45G	7101	10912	Current
tri_1352	NR2E1	NR2E1	7101	7101	Current
tri_1329	NR2F2	IRX4	7026	50805	Current
tri_1328	NR2F2	MYL2	7026	4633	Current
tri_1331	NR2F2	NRP2	7026	8828	Current
tri_1330	NR2F2	TBX5	7026	6910	Current
tri_0362	NR5A1	VNN1	2516	8876	Current
tri_0010	OLIG2	ARHGAP8	10215	23779	Current
tri_0015	OLIG2	AURKA	10215	6790	Current
tri_0016	OLIG2	CCNB1	10215	891	Current
tri_0017	OLIG2	CDC20	10215	991	Current
tri_0018	OLIG2	CDC25C	10215	995	Current
tri_0013	OLIG2	CDCA8	10215	55143	Current
tri_0006	OLIG2	CDKN1B	10215	1027	Current
tri_0008	OLIG2	EPHA3	10215	2042	Current
tri_0009	OLIG2	EPHA5	10215	2044	Current
tri_0007	OLIG2	OLIG1	10215	116448	Current
tri_0012	OLIG2	PIM1	10215	5292	Current
tri_0011	OLIG2	SIGLEC8	10215	27181	Current
tri_0823	PAX5	FDPS	5079	2224	Current
tri_0828	PAX5	NR1I2	5079	8856	Current
tri_0834	PAX6	ANGPTL7	5080	10218	Current
tri_0873	PAX6	ASCL1	5080	429	Current
tri_0835	PAX6	CDKN1A	5080	1026	Current
tri_0838	PAX6	CDKN1C	5080	1028	Current
tri_0839	PAX6	CDKN2A	5080	1029	Current
tri_0840	PAX6	CDKN2D	5080	1032	Current
tri_0845	PAX6	CLU	5080	1191	Current
tri_0885	PAX6	DMRTA1	5080	63951	Current
tri_0851	PAX6	EMX2	5080	2018	Current
tri_0852	PAX6	EPHB1	5080	2047	Current
tri_0880	PAX6	FEZF2	5080	55079	Current
tri_0856	PAX6	FLG	5080	2312	Current
tri_0843	PAX6	FMNL2	5080	114793	Current
tri_0850	PAX6	GSX2	5080	170825	Current
tri_0862	PAX6	INS	5080	3630	Current
tri_0864	PAX6	ITGA4	5080	3676	Current
tri_0865	PAX6	IVL	5080	3713	Current
tri_0866	PAX6	KRT1	5080	3848	Current
tri_0868	PAX6	KRT10	5080	3858	Current
tri_0867	PAX6	KRT3	5080	3850	Current
tri_0888	PAX6	SLC1A2	5080	6506	Current
tri_0842	PAX6	SPAG5	5080	10615	Current
tri_0890	PAX6	TCF7L2	5080	6934	Current
tri_0855	PAX6	TFEC	5080	22797	Current
tri_0892	PAX6	TKT	5080	7086	Current
tri_0893	PAX6	TRPM3	5080	80036	Current
tri_0849	PAX6	VCAN	5080	1462	Current
tri_0902	PBX1	ALPL	5087	249	Current
tri_0919	PBX1	BGLAP	5087	632	Current
tri_0926	PBX1	CD44	5087	960	Current
tri_0927	PBX1	FGF19	5087	9965	Current
tri_0904	PBX1	GLI3	5087	2737	Current
tri_0907	PBX1	HOXB7	5087	3217	Current
tri_0908	PBX1	IBSP	5087	3381	Current
tri_0909	PBX1	IGF1R	5087	3480	Current
tri_0910	PBX1	IGFBP2	5087	3485	Current
tri_0912	PBX1	INPPL1	5087	3636	Current
tri_0898	PBX1	NKX2-5	5087	1482	Current
tri_0917	PBX1	PDGFRB	5087	5159	Current
tri_0918	PBX1	RNF6	5087	6049	Current
tri_0920	PBX1	SNAI1	5087	6615	Current
tri_0897	PBX1	SP7	5087	121340	Current
tri_0905	PBX1	TLX1	5087	3195	Current
tri_0923	PBX1	VIM	5087	7431	Current
tri_0577	PDX1	G6PC2	3651	57818	Current
tri_0604	PHOX2A	RET	401	5979	Current
tri_1456	PHOX2B	RET	8929	5979	Current
tri_0968	PKNOX1	FASN	5316	2194	Current
tri_0970	PKNOX1	INPPL1	5316	3636	Current
tri_0969	PKNOX1	NR5A1	5316	2516	Current
tri_0971	PKNOX1	RNF6	5316	6049	Current
tri_0979	PLK1	STAT3	5347	6774	Current
tri_0980	POLR2H	STAT3	5437	6774	Current
tri_0986	POU2F1	ISL1	5451	3670	Current
tri_0982	POU2F1	ZFP42	5451	132625	Current
tri_0987	POU3F2	DLL1	5454	28514	Current
tri_0994	POU5F1	AFP	5460	174	Current
tri_0989	POU5F1	BACE1-AS	5460	100379571	Current
tri_1002	POU5F1	BIRC5	5460	332	Current
tri_1013	POU5F1	CCND1	5460	595	Current
tri_0995	POU5F1	DNMT1	5460	1786	Current
tri_0996	POU5F1	E2F3	5460	1871	Current
tri_0998	POU5F1	FBXO15	5460	201456	Current
tri_1006	POU5F1	IGF2-AS	5460	51214	Current
