DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID_Human	Target_Entrez_ID_Human	Databases
etri_03842	HNF4A	ONECUT1	3172	3175	TFe, TRRUST
etri_03845	HNF4A	PKLR	3172	5313	TFe, TRRUST
etri_14004	HNF4A	SERPINC1	3172	462	TFe, TRRUST
etri_03849	HNF4A	SHBG	3172	6462	TFe, TRRUST
etri_03852	HNF4A	SLC27A5	3172	10998	TFe, TRRUST
etri_03924	HSF1	Hspa1b	3297	15511	TFe, TRRUST
etri_04443	JUN	NPY	3725	4852	TFe, TRRUST
etri_01072	Klf16	DRD1	118445	1812	TFe, TRRUST
etri_01073	Klf16	DRD2	118445	1813	TFe, TRRUST
etri_01299	KLF5	NANOG	688	79923	TFe, TRRUST
etri_04776	LHX3	CGA	8022	1081	TFe, TRRUST
etri_04777	LHX3	FSHB	8022	2488	TFe, TRRUST
etri_22609	LHX4	POU1F1	89884	5449	TFe, TRRUST
etri_15028	MAFA	PDX1	389692	3651	TFe, TRRUST
etri_05077	MAZ	HTR1A	4150	3350	TFe, TRRUST
etri_05111	MEF2A	JUN	4205	3725	TFe, TRRUST
etri_05249	MSX1	CGA	4487	1081	TFe, TRRUST
etri_05262	MSX2	BGLAP	4488	632	TFe, TRRUST
etri_05265	MSX2	DLX2	4488	1746	TFe, TRRUST
etri_05280	MTF1	Mt1	4520	17748	TFe, TRRUST
etri_05353	MYBL2	SFTPA1	4605	653509	TFe, TRRUST
etri_05446	MYOD1	ACTC1	4654	70	TFe, TRRUST
etri_21183	NANOG	POU5F1	79923	5460	TFe, TRRUST
etri_05593	NFATC1	OSCAR	4772	126014	TFe, TRRUST
etri_05618	NFATC2	ICOS	4773	29851	TFe, TRRUST
etri_05654	NFE2L2	ABCC2	4780	1244	TFe, TRRUST
etri_05646	NFE2L2	AKR1B1	4780	231	TFe, TRRUST
etri_05665	NFE2L2	GSTA5	4780	221357	TFe, TRRUST
etri_05691	NFE2L2	TXNRD1	4780	7296	TFe, TRRUST
etri_16404	NFIA	CDKN1A	4774	1026	TFe, TRRUST
etri_05704	NFIA	GFAP	4774	2670	TFe, TRRUST
etri_05705	NFIA	HGF	4774	3082	TFe, TRRUST
etri_05712	NFIA	SLC2A4	4774	6517	TFe, TRRUST
etri_16475	NFIC	CYP17A1	4782	1586	TFe, TRRUST
etri_05722	NFIC	Mt1	4782	17748	TFe, TRRUST
etri_03286	NKX2-5	MEF2C	1482	4208	TFe, TRRUST
etri_08381	NR1H4	FABP6	9971	2172	TFe, TRRUST
etri_08388	NR1H4	NR0B2	9971	8431	TFe, TRRUST
etri_21167	NR2C2	OXT	7182	5020	TFe, TRRUST
etri_01043	NR2F2	BGLAP	7026	632	TFe, TRRUST
etri_01044	NR2F2	CYP7A1	7026	1581	TFe, TRRUST
etri_01049	NR2F2	OXT	7026	5020	TFe, TRRUST
etri_01050	NR2F2	POU5F1	7026	5460	TFe, TRRUST
etri_01054	NR2F2	SLC2A4	7026	6517	TFe, TRRUST
etri_03267	NR3C1	CRH	2908	1392	TFe, TRRUST
etri_13334	NR3C1	MAOA	2908	4128	TFe, TRRUST
etri_06208	NR4A2	SLC6A3	4929	6531	TFe, TRRUST
etri_12970	NR5A2	POU5F1	2494	5460	TFe, TRRUST
etri_06197	NRL	RHO	4901	6010	TFe, TRRUST
etri_03860	ONECUT1	FOXA2	3175	3170	TFe, TRRUST
etri_17032	PAX6	MMP2	5080	4313	TFe, TRRUST
etri_06357	PAX8	TG	7849	7038	TFe, TRRUST
etri_06360	PAX8	WT1	7849	7490	TFe, TRRUST
etri_00015	PBX1	SOX3	100131938	6658	TFe, TRRUST
etri_00016	PBX1	VCP	100131938	7415	TFe, TRRUST
etri_06419	PDX1	FAM3B	3651	54097	TFe, TRRUST
etri_06410	PDX1	NR5A2	3651	2494	TFe, TRRUST
etri_01074	PHOX2A	DBH	401	1621	TFe, TRRUST
etri_06736	POU1F1	CSHL1	5449	1444	TFe, TRRUST
etri_06944	POU3F2	Nes	5454	18008	TFe, TRRUST
etri_07041	PPARA	Acot1	5465	26897	TFe, TRRUST
etri_07010	PPARA	FABP1	5465	2168	TFe, TRRUST
etri_07038	PPARA	GYS2	5465	2998	TFe, TRRUST
etri_07020	PPARA	MMP12	5465	4321	TFe, TRRUST
etri_07022	PPARA	NFKBIA	5465	4792	TFe, TRRUST
etri_07039	PPARA	SLC27A1	5465	376497	TFe, TRRUST
etri_07033	PPARA	UCP1	5465	7350	TFe, TRRUST
etri_07078	PPARG	ADIPOQ	5468	9370	TFe, TRRUST
etri_17616	PPARG	CDKN1A	5468	1026	TFe, TRRUST
etri_07093	PPARG	CIDEC	5468	63924	TFe, TRRUST
etri_07090	PPARG	DBI	5468	1622	TFe, TRRUST
etri_07080	PPARG	FABP4	5468	2167	TFe, TRRUST
etri_07110	PPARG	SORBS1	5468	10580	TFe, TRRUST
etri_07220	RARA	ETS1	5914	2113	TFe, TRRUST
etri_07208	RARA	PCP2	5914	126006	TFe, TRRUST
etri_11341	RARB	RARB	5915	5915	TFe, TRRUST
etri_08202	RFX1	PCNA	5989	5111	TFe, TRRUST
etri_08229	RORA	PCP2	6095	126006	TFe, TRRUST
etri_08319	RXRA	CYP26A1	6256	1592	TFe, TRRUST
etri_08336	RXRA	MPO	6256	4353	TFe, TRRUST
etri_08748	SIX3	SHH	6496	6469	TFe, TRRUST
etri_08752	SIX3	WNT1	6496	7471	TFe, TRRUST
etri_08756	SIX6	CDKN1B	4990	1027	TFe, TRRUST
etri_04912	SMAD3	FST	4088	10468	TFe, TRRUST
etri_08866	SOX10	EDNRB	6663	1910	TFe, TRRUST
etri_08867	SOX10	EGR2	6663	1959	TFe, TRRUST
etri_08879	SOX10	GJB1	6663	2705	TFe, TRRUST
etri_08863	SOX10	GJC2	6663	57165	TFe, TRRUST
etri_08870	SOX10	MBP	6663	4155	TFe, TRRUST
etri_08871	SOX10	MITF	6663	4286	TFe, TRRUST
etri_08872	SOX10	MPZ	6663	4359	TFe, TRRUST
etri_08876	SOX10	TYR	6663	7299	TFe, TRRUST
etri_08996	SOX8	AMH	30812	268	TFe, TRRUST
etri_19008	SOX9	AMH	6662	268	TFe, TRRUST
etri_19016	SOX9	CEACAM1	6662	634	TFe, TRRUST
etri_18993	SOX9	COL11A2	6662	1302	TFe, TRRUST
etri_09021	SOX9	MATN1	6662	4146	TFe, TRRUST
etri_09050	SP1	ADA	6667	100	TFe, TRRUST
etri_09068	SP1	ATF2	6667	1386	TFe, TRRUST
etri_09070	SP1	BAX	6667	581	TFe, TRRUST
etri_09104	SP1	COL1A2	6667	1278	TFe, TRRUST
etri_09147	SP1	Hspa1b	6667	15511	TFe, TRRUST
etri_09162	SP1	JUN	6667	3725	TFe, TRRUST
etri_09167	SP1	LEP	6667	3952	TFe, TRRUST
etri_09179	SP1	MBP	6667	4155	TFe, TRRUST
etri_09194	SP1	MUC5AC	6667	4586	TFe, TRRUST
etri_09332	SP1	NANOG	6667	79923	TFe, TRRUST
etri_09201	SP1	Nes	6667	18008	TFe, TRRUST
etri_09042	SP1	NPY	6667	4852	TFe, TRRUST
etri_09228	SP1	POU5F1	6667	5460	TFe, TRRUST
etri_09239	SP1	REN	6667	5972	TFe, TRRUST
etri_09258	SP1	SPARC	6667	6678	TFe, TRRUST
etri_09292	SP1	VIM	6667	7431	TFe, TRRUST
etri_09387	SP3	MUC5AC	6670	4586	TFe, TRRUST
etri_09388	SP3	Nes	6670	18008	TFe, TRRUST
etri_09399	SP3	REN	6670	5972	TFe, TRRUST
etri_08648	SPI1	AIF1	6688	199	TFe, TRRUST
etri_19737	SPI1	BPI	6688	671	TFe, TRRUST
etri_08701	SPI1	BTK	6688	695	TFe, TRRUST
etri_08703	SPI1	CD40	6688	958	TFe, TRRUST
etri_19700	SPI1	CLEC4G	6688	339390	TFe, TRRUST
etri_19677	SPI1	CSF2RA	6688	1438	TFe, TRRUST
etri_19679	SPI1	CSF3R	6688	1441	TFe, TRRUST
etri_19683	SPI1	CTSS	6688	1520	TFe, TRRUST
etri_08696	SPI1	CXCR1	6688	3577	TFe, TRRUST
etri_08684	SPI1	ELANE	6688	1991	TFe, TRRUST
etri_19688	SPI1	FCGR1A	6688	2209	TFe, TRRUST
etri_08657	SPI1	FLI1	6688	2313	TFe, TRRUST
etri_08659	SPI1	HLA-DQB1	6688	3119	TFe, TRRUST
etri_19713	SPI1	ITGB2	6688	3689	TFe, TRRUST
etri_08671	SPI1	MRC1	6688	4360	TFe, TRRUST
etri_08699	SPI1	MSR1	6688	4481	TFe, TRRUST
etri_08672	SPI1	NCF1	6688	653361	TFe, TRRUST
etri_08673	SPI1	NCF4	6688	4689	TFe, TRRUST
etri_08675	SPI1	OPRM1	6688	4988	TFe, TRRUST
etri_08679	SPI1	PRTN3	6688	5657	TFe, TRRUST
etri_08682	SPI1	PTPRC	6688	5788	TFe, TRRUST
etri_09551	SRF	DMD	6722	1756	TFe, TRRUST
etri_09586	STAT1	CFB	6772	629	TFe, TRRUST
etri_09585	STAT1	GFI1	6772	2672	TFe, TRRUST
etri_20181	STAT1	MVP	6772	9961	TFe, TRRUST
etri_09604	STAT1	PPARG	6772	5468	TFe, TRRUST
etri_09609	STAT1	TP53	6772	7157	TFe, TRRUST
etri_09686	STAT3	GFAP	6774	2670	TFe, TRRUST
etri_09766	STAT3	TRH	6774	7200	TFe, TRRUST
etri_10859	TBR1	AUTS2	10716	26053	TFe, TRRUST
etri_18032	TBX21	S1PR5	30009	53637	TFe, TRRUST
etri_11076	TCF3	INS	6929	3630	TFe, TRRUST
etri_11105	TCF3	NANOG	6929	79923	TFe, TRRUST
etri_11088	TCF3	POU5F1	6929	5460	TFe, TRRUST
etri_11024	TFAP2A	CEBPA	7020	1050	TFe, TRRUST
etri_11028	TFAP2A	ITPR1	7020	3708	TFe, TRRUST
etri_11037	TFAP2B	DRD1	7021	1812	TFe, TRRUST
etri_14056	TLX1	ALDH1A1	3195	216	TFe, TRRUST
etri_14057	TLX1	FHL1	3195	2273	TFe, TRRUST
etri_14066	TLX1	NR4A3	3195	8013	TFe, TRRUST
etri_11403	TP53	CKM	7157	1158	TFe, TRRUST
etri_11415	TP53	EI24	7157	9538	TFe, TRRUST
etri_21228	TWIST1	AKT2	7291	208	TFe, TRRUST
etri_11583	TWIST1	CDH1	7291	999	TFe, TRRUST
etri_11584	TWIST1	CDKN1A	7291	1026	TFe, TRRUST
etri_21256	TWIST1	TIMP1	7291	7076	TFe, TRRUST
etri_21245	TWIST1	YBX1	7291	4904	TFe, TRRUST
etri_21869	ZBTB16	BID	7704	637	TFe, TRRUST
etri_21872	ZBTB16	CCNA2	7704	890	TFe, TRRUST
etri_21856	ZBTB16	CRABP1	7704	1381	TFe, TRRUST
etri_11021	ZEB1	PKP3	6935	11187	TFe, TRRUST
etri_11860	ZIC1	ATOH1	7545	474	TFe, TRRUST
etri_17753	AATF	BAK1	26574	578	TRRUST
etri_12990	AATF	BAX	26574	581	TRRUST
etri_17754	AATF	BBC3	26574	27113	TRRUST
etri_12987	AATF	CDKN1A	26574	1026	TRRUST
etri_12988	AATF	KLK3	26574	354	TRRUST
etri_12989	AATF	MYC	26574	4609	TRRUST
etri_12991	AATF	TP53	26574	7157	TRRUST
etri_17755	AATF	TPT1	26574	7178	TRRUST
etri_12583	ABL1	BAX	25	581	TRRUST
etri_12584	ABL1	BCL2	25	596	TRRUST
etri_12585	ABL1	BCL6	25	604	TRRUST
etri_12586	ABL1	CCND2	25	894	TRRUST
etri_12578	ABL1	CDKN1A	25	1026	TRRUST
etri_12580	ABL1	FOXO3	25	2309	TRRUST
etri_12581	ABL1	JUN	25	3725	TRRUST
etri_12582	ABL1	PIM1	25	5292	TRRUST
etri_00903	ABL1	TP53	25	7157	TRRUST
etri_00904	ABL1	TP73	25	7161	TRRUST
etri_00928	AEBP2	JARID2	121536	3720	TRRUST
etri_00929	AEBP2	SNAI2	121536	6591	TRRUST
etri_04663	AES	EPHA3	166	2042	TRRUST
etri_03256	AES	IHH	166	3549	TRRUST
etri_04665	AES	LEF1	166	51176	TRRUST
etri_04664	AES	RND3	166	390	TRRUST
etri_07830	AHR	ABCG2	196	9429	TRRUST
etri_07821	AHR	AHRR	196	57491	TRRUST
etri_00943	AHR	APAF1	196	317	TRRUST
etri_07814	AHR	ARNT	196	405	TRRUST
etri_07826	AHR	BRCA1	196	672	TRRUST
etri_07822	AHR	CCND1	196	595	TRRUST
etri_07829	AHR	CCNG2	196	901	TRRUST
etri_00944	AHR	CYP19A1	196	1588	TRRUST
etri_07806	AHR	CYP2B6	196	1555	TRRUST
etri_00964	AHR	E2F2	196	1870	TRRUST
etri_00948	AHR	GATA4	196	2626	TRRUST
etri_00949	AHR	GSTA5	196	221357	TRRUST
etri_07812	AHR	IL13	196	3596	TRRUST
etri_00953	AHR	LHB	196	3972	TRRUST
etri_07828	AHR	MFSD2A	196	84879	TRRUST
etri_07816	AHR	MYC	196	4609	TRRUST
etri_00954	AHR	NKX2-5	196	1482	TRRUST
etri_00955	AHR	NQO1	196	1728	TRRUST
etri_07818	AHR	PCNA	196	5111	TRRUST
etri_00957	AHR	PLA2G4A	196	5321	TRRUST
etri_00959	AHR	PTGS2	196	5743	TRRUST
etri_07823	AHR	RFC3	196	5983	TRRUST
etri_00958	AHR	SERPINB2	196	5055	TRRUST
etri_00960	AHR	SIM1	196	6492	TRRUST
etri_00967	AHR	SMOC2	196	64094	TRRUST
etri_00961	AHR	SNAI2	196	6591	TRRUST
etri_00965	AHR	VAV3	196	10451	TRRUST
etri_22618	AIP	AHR	9049	196	TRRUST
etri_22622	AIP	GREB1	9049	9687	TRRUST
etri_22619	AIP	NFKB2	9049	4791	TRRUST
etri_22620	AIP	RSF1	9049	51773	TRRUST
etri_22621	AIP	TFF1	9049	7031	TRRUST
etri_00971	AIRE	BMP2	326	650	TRRUST
etri_14168	AIRE	CHRNA1	326	1134	TRRUST
etri_00970	AIRE	F11	326	2160	TRRUST
etri_00997	ALX4	FGF10	60529	2255	TRRUST
etri_00806	ANKRD1	MYL2	27063	4633	TRRUST
etri_00807	ANKRD1	NPPA	27063	4878	TRRUST
etri_14140	APBB1	GMPS	322	8833	TRRUST
etri_01026	APBB1	LRP1	322	4035	TRRUST
etri_01027	APBB1	NOTCH1	322	4851	TRRUST
etri_14159	APC	AKT1	324	207	TRRUST
etri_14161	APC	AMHR2	324	269	TRRUST
etri_14162	APC	BIRC5	324	332	TRRUST
etri_01028	APC	CTNNB1	324	1499	TRRUST
etri_14157	APC	DLG1	324	1739	TRRUST
etri_14158	APC	DNMT1	324	1786	TRRUST
etri_14160	APC	F8	324	2157	TRRUST
etri_14167	APC	KLF4	324	9314	TRRUST
etri_01029	APC	MYC	324	4609	TRRUST
etri_14163	APC	NOS2	324	4843	TRRUST
etri_14164	APC	ODC1	324	4953	TRRUST
etri_14165	APC	PTGS2	324	5743	TRRUST
etri_14166	APC	SGK1	324	6446	TRRUST
etri_01030	APC	SPP1	324	6696	TRRUST
etri_01031	APC	TCF4	324	6925	TRRUST
etri_01032	APC	TP53	324	7157	TRRUST
etri_01033	APEX1	APOD	328	347	TRRUST
etri_01039	APEX1	CCL2	328	6347	TRRUST
etri_14178	APEX1	CD19	328	930	TRRUST
etri_14172	APEX1	CYP11B2	328	1585	TRRUST
etri_01035	APEX1	NFKB1	328	4790	TRRUST
etri_01036	APEX1	PAX5	328	5079	TRRUST
etri_01037	APEX1	PTGS2	328	5743	TRRUST
etri_14176	APEX1	PTH	328	5741	TRRUST
etri_01038	APEX1	RELA	328	5970	TRRUST
etri_14177	APEX1	SLC5A5	328	6528	TRRUST
etri_01040	APEX1	TLR4	328	7099	TRRUST
etri_14750	AR	ACTA1	367	58	TRRUST
etri_14789	AR	AKR1C3	367	8644	TRRUST
etri_14682	AR	AKT1	367	207	TRRUST
etri_14686	AR	ALDH1A3	367	220	TRRUST
etri_14713	AR	ARG1	367	383	TRRUST
etri_14714	AR	ARG2	367	384	TRRUST
etri_14763	AR	BSG	367	682	TRRUST
etri_14767	AR	BTG1	367	694	TRRUST
etri_14782	AR	BTG2	367	7832	TRRUST
etri_14723	AR	CCN3	367	4856	TRRUST
etri_01063	AR	CCR2	367	729230	TRRUST
etri_14796	AR	CDH1	367	999	TRRUST
etri_14658	AR	CDH11	367	1009	TRRUST
etri_14692	AR	CDK20	367	23552	TRRUST
etri_14659	AR	CDK6	367	1021	TRRUST
etri_01062	AR	CGA	367	1081	TRRUST
etri_14667	AR	CLK3	367	1198	TRRUST
etri_14669	AR	CRH	367	1392	TRRUST
etri_14661	AR	CRISP3	367	10321	TRRUST
etri_14670	AR	CTNNB1	367	1499	TRRUST
etri_14791	AR	CYP7B1	367	9420	TRRUST
etri_14677	AR	EGFR	367	1956	TRRUST
etri_14678	AR	ELK4	367	2005	TRRUST
etri_14679	AR	EP300	367	2033	TRRUST
etri_14680	AR	ERBB2	367	2064	TRRUST
etri_14681	AR	ERBB3	367	2065	TRRUST
etri_14684	AR	ETV1	367	2115	TRRUST
etri_14687	AR	FKBP4	367	2288	TRRUST
etri_14689	AR	FN1	367	2335	TRRUST
etri_01065	AR	FOXA1	367	3169	TRRUST
etri_14694	AR	GNMT	367	27232	TRRUST
etri_14793	AR	GREB1	367	9687	TRRUST
etri_14698	AR	GTF2F1	367	2962	TRRUST
etri_14699	AR	HMMR	367	3161	TRRUST
etri_14700	AR	HMOX1	367	3162	TRRUST
etri_14703	AR	IFI16	367	3428	TRRUST
etri_14705	AR	IGF1R	367	3480	TRRUST
etri_14706	AR	IGFBP3	367	3486	TRRUST
etri_14710	AR	KISS1	367	3814	TRRUST
etri_14788	AR	KISS1R	367	84634	TRRUST
etri_14764	AR	KLF5	367	688	TRRUST
etri_14711	AR	KLK1	367	3816	TRRUST
etri_01066	AR	KLKB1	367	3818	TRRUST
etri_14741	AR	MED1	367	5469	TRRUST
etri_14718	AR	MID1	367	4281	TRRUST
etri_14720	AR	MUC1	367	4582	TRRUST
etri_14790	AR	NAT1	367	9	TRRUST
etri_14662	AR	NDRG1	367	10397	TRRUST
etri_14722	AR	NFKB1	367	4790	TRRUST
etri_01067	AR	NKX3-1	367	4824	TRRUST
etri_01059	AR	NR0B1	367	190	TRRUST
etri_14724	AR	NRAS	367	4893	TRRUST
etri_14727	AR	PC	367	5091	TRRUST
etri_14726	AR	PEBP1	367	5037	TRRUST
etri_14730	AR	PIGR	367	5284	TRRUST
etri_14731	AR	PIP	367	5304	TRRUST
etri_14732	AR	PLXNA1	367	5361	TRRUST
etri_14665	AR	PNRC1	367	10957	TRRUST
etri_01058	AR	PSAT1	367	29968	TRRUST
etri_14785	AR	PSCA	367	8000	TRRUST
etri_14747	AR	PTEN	367	5728	TRRUST
etri_14748	AR	PTGS2	367	5743	TRRUST
etri_14749	AR	PTPN1	367	5770	TRRUST
etri_14752	AR	RELA	367	5970	TRRUST
etri_14753	AR	REST	367	5978	TRRUST
etri_14754	AR	RPL10	367	6134	TRRUST
etri_14794	AR	SEPT7	367	989	TRRUST
etri_14695	AR	SESN1	367	27244	TRRUST
etri_01069	AR	SOX2	367	6657	TRRUST
etri_14784	AR	SRD5A3	367	79644	TRRUST
etri_14762	AR	STIM1	367	6786	TRRUST
etri_14765	AR	TBP	367	6908	TRRUST
etri_14766	AR	TCF7L2	367	6934	TRRUST
etri_14768	AR	TGFA	367	7039	TRRUST
etri_14770	AR	TH	367	7054	TRRUST
etri_14771	AR	TJP1	367	7082	TRRUST
etri_14773	AR	TRPS1	367	7227	TRRUST
etri_14774	AR	TSC1	367	7248	TRRUST
etri_14775	AR	TSC2	367	7249	TRRUST
etri_14776	AR	UCN	367	7349	TRRUST
etri_14777	AR	UGT2B15	367	7366	TRRUST
etri_14787	AR	USP26	367	83844	TRRUST
etri_14778	AR	VEGFA	367	7422	TRRUST
etri_14779	AR	VIM	367	7431	TRRUST
etri_14780	AR	WEE1	367	7465	TRRUST
etri_14781	AR	WNT7B	367	7477	TRRUST
etri_14701	AR	XIAP	367	331	TRRUST
etri_22072	ARID1A	CDKN1A	8289	1026	TRRUST
etri_22073	ARID1A	IGH	8289	3492	TRRUST
etri_22074	ARID1A	SMAD3	8289	4088	TRRUST
etri_18002	ARID1B	IGH	57492	3492	TRRUST
etri_06206	ARID3A	CDC6	1820	990	TRRUST
etri_06205	ARID3A	CDK1	1820	983	TRRUST
etri_01981	ARID3A	CR2	1820	1380	TRRUST
etri_06202	ARID3A	E2F1	1820	1869	TRRUST
etri_01980	ARID3A	Igh	1820	111507	TRRUST
etri_06203	ARID3A	PML	1820	5371	TRRUST
etri_06204	ARID3A	RBL1	1820	5933	TRRUST
etri_17756	ARID3B	Igh	10620	111507	TRRUST
etri_20984	ARID5B	SOX9	84159	6662	TRRUST
etri_18865	ARL6IP5	PARP1	10550	142	TRRUST
etri_18866	ARL6IP5	XRCC1	10550	7515	TRRUST
etri_15098	ARNT	AHR	405	196	TRRUST
etri_01077	ARNT	ATXN3	405	4287	TRRUST
etri_15176	ARNT	BRCA1	405	672	TRRUST
etri_15202	ARNT	CCNE1	405	898	TRRUST
etri_15070	ARNT	CDK2	405	1017	TRRUST
etri_15084	ARNT	CTSD	405	1509	TRRUST
etri_01083	ARNT	E2F2	405	1870	TRRUST
etri_15076	ARNT	EGLN2	405	112398	TRRUST
etri_15104	ARNT	ESR1	405	2099	TRRUST
etri_15115	ARNT	FOS	405	2353	TRRUST
etri_15117	ARNT	GAD1	405	2571	TRRUST
etri_15122	ARNT	HIF1A	405	3091	TRRUST
etri_15131	ARNT	JUN	405	3725	TRRUST
etri_15197	ARNT	MFSD2A	405	84879	TRRUST
etri_15168	ARNT	RELB	405	5971	TRRUST
etri_01081	ARNT	SIM1	405	6492	TRRUST
etri_01082	ARNT	TH	405	7054	TRRUST
etri_01096	ARNTL	Bhlhe41	406	79362	TRRUST
etri_15207	ARNTL	CRY1	406	1407	TRRUST
etri_01085	ARNTL	CTNNB1	406	1499	TRRUST
etri_01091	ARNTL	CXCL6	406	6372	TRRUST
etri_01087	ARNTL	MAOA	406	4128	TRRUST
etri_01088	ARNTL	NFE2L2	406	4780	TRRUST
etri_01089	ARNTL	PER1	406	5187	TRRUST
etri_15210	ARNTL	PER3	406	8863	TRRUST
etri_01093	ARNTL	TCF3	406	6929	TRRUST
etri_01094	ARNTL	VWF	406	7450	TRRUST
etri_01095	ARNTL	WNT10A	406	80326	TRRUST
etri_17966	ARNTL2	SERPINE1	56938	5054	TRRUST
etri_13092	ARNTL2	THBD	56938	7056	TRRUST
etri_01102	ARX	KDM5C	170302	8242	TRRUST
etri_01100	ARX	SHH	170302	6469	TRRUST
etri_05060	ASCL1	BUB1	429	699	TRRUST
etri_05061	ASCL1	CDKN2D	429	1032	TRRUST
etri_15564	ASCL1	CHRNA3	429	1136	TRRUST
etri_15565	ASCL1	CHRNA5	429	1138	TRRUST
etri_15566	ASCL1	CHRNB4	429	1143	TRRUST
etri_15568	ASCL1	IGF2	429	3481	TRRUST
etri_05065	ASCL1	PDGFRA	429	5156	TRRUST
etri_15570	ASCL1	TPH1	429	7166	TRRUST
etri_05066	ASCL1	TPH2	429	121278	TRRUST
etri_07173	ASH1L	TGFB1	55870	7040	TRRUST
etri_07174	ASH1L	TIMP1	55870	7076	TRRUST
etri_04834	ASXL1	FABP4	171023	2167	TRRUST
etri_16261	ATF1	CCNA1	466	8900	TRRUST
etri_01103	ATF1	CEBPB	466	1051	TRRUST
etri_16229	ATF1	CFTR	466	1080	TRRUST
etri_16230	ATF1	CGA	466	1081	TRRUST
etri_16231	ATF1	CYP11B1	466	1584	TRRUST
etri_16232	ATF1	CYP11B2	466	1585	TRRUST
etri_16233	ATF1	ERBB2	466	2064	TRRUST
etri_16234	ATF1	FLT1	466	2321	TRRUST
etri_16236	ATF1	FTH1	466	2495	TRRUST
etri_16237	ATF1	GABPA	466	2551	TRRUST
etri_01104	ATF1	HSPA5	466	3309	TRRUST
etri_16242	ATF1	LDHA	466	3939	TRRUST
etri_16259	ATF1	MAP1LC3B	466	81631	TRRUST
etri_16244	ATF1	MITF	466	4286	TRRUST
etri_16245	ATF1	MUC2	466	4583	TRRUST
etri_16246	ATF1	NTS	466	4922	TRRUST
etri_01105	ATF1	NUDT1	466	4521	TRRUST
etri_16247	ATF1	PCSK1	466	5122	TRRUST
etri_16248	ATF1	PLAUR	466	5329	TRRUST
etri_16250	ATF1	SLC20A1	466	6574	TRRUST
etri_16262	ATF1	SLC22A8	466	9376	TRRUST
etri_16252	ATF1	TH	466	7054	TRRUST
etri_01106	ATF1	THBS1	466	7057	TRRUST
etri_16254	ATF1	TOP2A	466	7153	TRRUST
etri_16258	ATF1	USP7	466	7874	TRRUST
etri_02532	ATF2	APOC3	1386	345	TRRUST
etri_02521	ATF2	CDKN1A	1386	1026	TRRUST
etri_01110	ATF2	CEBPA	1386	1050	TRRUST
etri_02527	ATF2	CYP11B1	1386	1584	TRRUST
etri_02528	ATF2	CYP11B2	1386	1585	TRRUST
etri_02529	ATF2	DUSP1	1386	1843	TRRUST
etri_02523	ATF2	DUSP10	1386	11221	TRRUST
etri_02535	ATF2	FAS	1386	355	TRRUST
etri_01122	ATF2	FGF21	1386	26291	TRRUST
etri_02531	ATF2	FN1	1386	2335	TRRUST
etri_01112	ATF2	GABRB3	1386	2562	TRRUST
etri_02540	ATF2	IMPDH2	1386	3615	TRRUST
etri_01113	ATF2	INS	1386	3630	TRRUST
etri_02541	ATF2	ITGB8	1386	3696	TRRUST
etri_02542	ATF2	JUN	1386	3725	TRRUST
etri_02522	ATF2	KAT5	1386	10524	TRRUST
etri_02543	ATF2	MAP3K1	1386	4214	TRRUST
etri_02548	ATF2	PCK1	1386	5105	TRRUST
etri_02549	ATF2	PCK2	1386	5106	TRRUST
etri_01114	ATF2	PER1	1386	5187	TRRUST
etri_02550	ATF2	PLAT	1386	5327	TRRUST
etri_02551	ATF2	PLAU	1386	5328	TRRUST
etri_02552	ATF2	POLB	1386	5423	TRRUST
etri_01115	ATF2	PPARG	1386	5468	TRRUST
etri_02554	ATF2	PTGS2	1386	5743	TRRUST
etri_01117	ATF2	RELA	1386	5970	TRRUST
etri_02553	ATF2	RETN	1386	56729	TRRUST
etri_01107	ATF2	RHOB	1386	388	TRRUST
etri_01118	ATF2	SOX9	1386	6662	TRRUST
etri_02565	ATF2	ST3GAL5	1386	8869	TRRUST
etri_01121	ATF2	UCP1	1386	7350	TRRUST
etri_16279	ATF3	ADIPOR1	467	51094	TRRUST
etri_16287	ATF3	ADIPOR2	467	79602	TRRUST
etri_16269	ATF3	AK4	467	205	TRRUST
etri_01125	ATF3	ATF3	467	467	TRRUST
etri_01126	ATF3	CCND1	467	595	TRRUST
etri_16273	ATF3	CD82	467	3732	TRRUST
etri_16268	ATF3	DDIT3	467	1649	TRRUST
etri_01124	ATF3	GCK	467	2645	TRRUST
etri_16288	ATF3	GDF15	467	9518	TRRUST
etri_16271	ATF3	ID1	467	3397	TRRUST
etri_16277	ATF3	MMP2	467	4313	TRRUST
etri_16289	ATF3	PCLAF	467	9768	TRRUST
etri_01136	ATF3	PDX1	467	3651	TRRUST
etri_16280	ATF3	PENK	467	5179	TRRUST
etri_16284	ATF3	SELE	467	6401	TRRUST
etri_01137	ATF3	SORT1	467	6272	TRRUST
etri_01140	ATF3	TNFRSF10A	467	8797	TRRUST
etri_16286	ATF3	TP53	467	7157	TRRUST
etri_16301	ATF4	APOE	468	348	TRRUST
etri_16309	ATF4	ATF3	468	467	TRRUST
etri_16323	ATF4	ATG5	468	9474	TRRUST
etri_01141	ATF4	BGLAP	468	632	TRRUST
etri_16317	ATF4	CA9	468	768	TRRUST
etri_01143	ATF4	CDKN1A	468	1026	TRRUST
