TF_Symbol	TF_Entrez_ID	PubMed_ID	Database	Status
LOC100862024	100862024	18272588	InnateDB	unexamined
LOC100862024	100862024	17360957	InnateDB	unexamined
LOC100862024	100862024	11359842	InnateDB	unexamined
LOC100862024	100862024	10823830	InnateDB	unexamined
LOC101928269	101928269	20506188	InnateDB	unexamined
LOC101928269	101928269	23148227	InnateDB	unexamined
LOC101928269	101928269	17195845	InnateDB	unexamined
LOC101928269	101928269	22253733	InnateDB	unexamined
LOC101928269	101928269	18945643	InnateDB	unexamined
LOC101928269	101928269	19020999	InnateDB	unexamined
LOC101928269	101928269	12771199	InnateDB	unexamined
LOC101928269	101928269	23492767	InnateDB	unexamined
LOC101928269	101928269	25801305	InnateDB	unexamined
LRRFIP1	9208	16199883	HTRIdb_LC	unexamined
LRRFIP1	9208	16199883	InnateDB	unexamined
LRRFIP1	9208	24567534	InnateDB	unexamined
LRRFIP1	9208	24567534	PubMedQuery	unexamined
LRRFIP1	9208	14522076	TRRUST	unexamined
LRRFIP1	9208	16199883	TRRUST	unexamined
LTF	4057	16504946	PubMedQuery	unexamined
LYL1	4066	18160048	InnateDB	unexamined
LYL1	4066	23974199	PubMedQuery	unexamined
LYL1	4066	21536859	TRRUST	unexamined
LYL1	4066	22792348	TRRUST	unexamined
LYL1	4066	23000483	TRRUST	unexamined
LYL1	4066	10023675	TRRUST	unexamined
MAF	4094	11956291	CytReg	unexamined
MAF	4094	18167455	CytReg	unexamined
MAF	4094	19348920	CytReg	unexamined
MAF	4094	9889198	CytReg	unexamined
MAF	4094	20676092	CytReg	unexamined
MAF	4094	20676095	CytReg	unexamined
MAF	4094	28166218	CytReg	unexamined
MAF	4094	20042469	ENdb	unexamined
MAF	4094	17490615	HTRIdb_LC	unexamined
MAF	4094	20067416	HTRIdb_LC	unexamined
MAF	4094	20676095	InnateDB	unexamined
MAF	4094	19553542	InnateDB	unexamined
MAF	4094	26631740	PubMedQuery	unexamined
MAF	4094	24652768	PubMedQuery	unexamined
MAF	4094	24258027	PubMedQuery	unexamined
MAF	4094	23238790	PubMedQuery	unexamined
MAF	4094	21876034	PubMedQuery	unexamined
MAF	4094	21775309	PubMedQuery	unexamined
MAF	4094	20395535	PubMedQuery	unexamined
MAF	4094	19785038	PubMedQuery	unexamined
MAF	4094	19029092	PubMedQuery	unexamined
MAF	4094	16495307	PubMedQuery	unexamined
MAF	4094	16154098	PubMedQuery	unexamined
MAF	4094	15734732	PubMedQuery	unexamined
MAF	4094	15574414	PubMedQuery	unexamined
MAF	4094	15522290	PubMedQuery	unexamined
MAF	4094	15009092	PubMedQuery	unexamined
MAF	4094	12453873	PubMedQuery	unexamined
MAF	4094	12167158	PubMedQuery	unexamined
MAF	4094	12812528	TRRUST	unexamined
MAF	4094	14521912	TRRUST	unexamined
MAF	4094	16054171	TRRUST	unexamined
MAF	4094	11956291	TRRUST	unexamined
MAF	4094	16498264	TRRUST	unexamined
MAF	4094	17490615	TRRUST	unexamined
MAF	4094	20067416	TRRUST	unexamined
MAF	4094	15755896	TRRUST	unexamined
MAFA	389692	26631740	PubMedQuery	unexamined
MAFA	389692	26345820	PubMedQuery	unexamined
MAFA	389692	23238790	PubMedQuery	unexamined
MAFA	389692	23236509	PubMedQuery	unexamined
MAFA	389692	22150363	PubMedQuery	unexamined
MAFA	389692	21774670	PubMedQuery	unexamined
MAFA	389692	21193557	PubMedQuery	unexamined
MAFA	389692	19785038	PubMedQuery	unexamined
MAFA	389692	19029092	PubMedQuery	unexamined
MAFA	389692	18984737	PubMedQuery	unexamined
MAFA	389692	16154098	PubMedQuery	unexamined
MAFA	389692	15522290	PubMedQuery	unexamined
MAFA	389692	12426319	TFe	unexamined
MAFA	389692	18522939	TFe	unexamined
MAFA	389692	12011435	TFe	unexamined
MAFA	389692	17149590	TRRUST	unexamined
MAFA	389692	16461554	TRRUST	unexamined
MAFA	389692	21830322	TRRUST	unexamined
MAFA	389692	11025215	TRRUST	unexamined
MAFA	389692	12551916	TRRUST	unexamined
MAFA	389692	18522939	TRRUST	unexamined
MAFB	9935	20581830	CytReg	unexamined
MAFB	9935	24413736	ENdb	unexamined
MAFB	9935	19340300	HTRIdb_LC	unexamined
MAFB	9935	20581830	InnateDB	unexamined
MAFB	9935	30620636	PubMedQuery	unexamined
MAFB	9935	28394332	PubMedQuery	unexamined
MAFB	9935	25636411	PubMedQuery	unexamined
MAFB	9935	24391856	PubMedQuery	unexamined
MAFB	9935	21098558	PubMedQuery	unexamined
MAFB	9935	20133620	PubMedQuery	unexamined
MAFB	9935	15522290	PubMedQuery	unexamined
MAFB	9935	16127159	TRRUST	unexamined
MAFB	9935	9895323	TRRUST	unexamined
MAFB	9935	11025215	TRRUST	unexamined
MAFB	9935	21713993	TRRUST	unexamined
MAFB	9935	15755896	TRRUST	unexamined
MAFF	23764	24994901	CytReg	unexamined
MAFF	23764	10527846	HTRIdb_LC	unexamined
MAFF	23764	24994901	InnateDB	unexamined
MAFF	23764	10527846	TRRUST	unexamined
MAFG	4097	11013233	HTRIdb_LC	unexamined
MAFG	4097	16716189	PubMedQuery	unexamined
MAFG	4097	15574414	PubMedQuery	unexamined
MAFG	4097	15009092	PubMedQuery	unexamined
MAFG	4097	12453873	PubMedQuery	unexamined
MAFG	4097	11948402	PubMedQuery	unexamined
MAFG	4097	16785233	TRRUST	unexamined
MAFG	4097	11025215	TRRUST	unexamined
MAFG	4097	11013233	TRRUST	unexamined
MAFG	4097	25219500	TRRUST	unexamined
MAFK	7975	11737266	CytReg	unexamined
MAFK	7975	25567680	CytReg	unexamined
MAFK	7975	30012865	ENdb	unexamined
MAFK	7975	11013233	HTRIdb_LC	unexamined
MAFK	7975	28951465	PubMedQuery	unexamined
MAFK	7975	24652768	PubMedQuery	unexamined
MAFK	7975	23291531	PubMedQuery	unexamined
MAFK	7975	18358244	PubMedQuery	unexamined
MAFK	7975	18308612	PubMedQuery	unexamined
MAFK	7975	15175654	PubMedQuery	unexamined
MAFK	7975	16487038	TRRUST	unexamined
MAFK	7975	21362551	TRRUST	unexamined
MAFK	7975	16785233	TRRUST	unexamined
MAFK	7975	11025215	TRRUST	unexamined
MAFK	7975	11013233	TRRUST	unexamined
MAL	4118	23139280	PubMedQuery	unexamined
MAL	4118	22609268	PubMedQuery	unexamined
MAL	4118	21966468	PubMedQuery	unexamined
MAL	4118	17725562	PubMedQuery	unexamined
MAL	4118	17360653	PubMedQuery	unexamined
MAL	4118	12732141	PubMedQuery	unexamined
MAL	4118	12467973	PubMedQuery	unexamined
MAL	4118	19724058	TRRUST	unexamined
MAML1	9794	20231278	PubMedQuery	unexamined
MAML1	9794	19473993	PubMedQuery	unexamined
MAML1	9794	16966428	PubMedQuery	unexamined
MAML1	9794	23029358	TRRUST	unexamined
MAML1	9794	18503747	TRRUST	unexamined
MAP3K1	4214	20923779	InnateDB	unexamined
MAP3K1	4214	25100735	PubMedQuery	unexamined
MAP3K1	4214	20929547	PubMedQuery	unexamined
MAP3K1	4214	12358730	PubMedQuery	unexamined
MAP3K1	4214	11821416	PubMedQuery	unexamined
Map3k7	26409	16186825	TRRUST	unexamined
MAPK1	5594	21989417	InnateDB	unexamined
MAPK1	5594	28973931	PubMedQuery	unexamined
MAPK1	5594	28416760	PubMedQuery	unexamined
MAPK1	5594	27587583	PubMedQuery	unexamined
MAPK1	5594	25093670	PubMedQuery	unexamined
MAPK1	5594	24104608	PubMedQuery	unexamined
MAPK1	5594	23699513	PubMedQuery	unexamined
MAPK1	5594	23313877	PubMedQuery	unexamined
MAPK1	5594	22121028	PubMedQuery	unexamined
MAPK1	5594	21989417	PubMedQuery	unexamined
MAPK1	5594	21829524	PubMedQuery	unexamined
MAPK1	5594	21645924	PubMedQuery	unexamined
MAPK1	5594	20564184	PubMedQuery	unexamined
MAPK1	5594	17327421	TRRUST	unexamined
MAPK14	1432	9006914	InnateDB	unexamined
MAPK14	1432	23590305	PubMedQuery	unexamined
MAPK14	1432	17327421	TRRUST	unexamined
MAPK3	5595	21989417	InnateDB	unexamined
MAPK3	5595	26443636	PubMedQuery	unexamined
MAPK3	5595	22634610	PubMedQuery	unexamined
MAPK3	5595	18824559	PubMedQuery	unexamined
MAPK8	5599	9006914	InnateDB	unexamined
MAPK8	5599	22761932	PubMedQuery	unexamined
MAPK9	5601	9006914	InnateDB	unexamined
MAX	4149	15021909	HTRIdb_LC	unexamined
MAX	4149	8262968	HTRIdb_LC	unexamined
MAX	4149	9207073	InnateDB	unexamined
MAX	4149	22951020	ORegAnno_LC	unexamined
MAX	4149	32569318	PubMedQuery	unexamined
MAX	4149	31848151	PubMedQuery	unexamined
MAX	4149	31699133	PubMedQuery	unexamined
MAX	4149	31584093	PubMedQuery	unexamined
MAX	4149	31569376	PubMedQuery	unexamined
MAX	4149	31501275	PubMedQuery	unexamined
MAX	4149	31501192	PubMedQuery	unexamined
MAX	4149	31114922	PubMedQuery	unexamined
MAX	4149	30979870	PubMedQuery	unexamined
MAX	4149	30867223	PubMedQuery	unexamined
MAX	4149	30801692	PubMedQuery	unexamined
MAX	4149	30770462	PubMedQuery	unexamined
MAX	4149	30277498	PubMedQuery	unexamined
MAX	4149	30247719	PubMedQuery	unexamined
MAX	4149	30033119	PubMedQuery	unexamined
MAX	4149	29610332	PubMedQuery	unexamined
MAX	4149	29177737	PubMedQuery	unexamined
MAX	4149	29042476	PubMedQuery	unexamined
MAX	4149	28977534	PubMedQuery	unexamined
MAX	4149	28946896	PubMedQuery	unexamined
MAX	4149	28806396	PubMedQuery	unexamined
MAX	4149	28765283	PubMedQuery	unexamined
MAX	4149	28733422	PubMedQuery	unexamined
MAX	4149	28732548	PubMedQuery	unexamined
MAX	4149	28298358	PubMedQuery	unexamined
MAX	4149	27933526	PubMedQuery	unexamined
MAX	4149	27923844	PubMedQuery	unexamined
MAX	4149	27903902	PubMedQuery	unexamined
MAX	4149	27733358	PubMedQuery	unexamined
MAX	4149	27578787	PubMedQuery	unexamined
MAX	4149	27538250	PubMedQuery	unexamined
MAX	4149	27530917	PubMedQuery	unexamined
MAX	4149	27527206	PubMedQuery	unexamined
MAX	4149	27460974	PubMedQuery	unexamined
MAX	4149	27398935	PubMedQuery	unexamined
MAX	4149	27332891	PubMedQuery	unexamined
MAX	4149	27223324	PubMedQuery	unexamined
MAX	4149	27153753	PubMedQuery	unexamined
MAX	4149	27104530	PubMedQuery	unexamined
MAX	4149	27043494	PubMedQuery	unexamined
MAX	4149	27008016	PubMedQuery	unexamined
MAX	4149	26988706	PubMedQuery	unexamined
MAX	4149	26931395	PubMedQuery	unexamined
MAX	4149	26814189	PubMedQuery	unexamined
MAX	4149	26798136	PubMedQuery	unexamined
MAX	4149	26725008	PubMedQuery	unexamined
MAX	4149	26673823	PubMedQuery	unexamined
MAX	4149	26573619	PubMedQuery	unexamined
MAX	4149	26473952	PubMedQuery	unexamined
MAX	4149	26463665	PubMedQuery	unexamined
MAX	4149	26411452	PubMedQuery	unexamined
MAX	4149	26359909	PubMedQuery	unexamined
MAX	4149	26323038	PubMedQuery	unexamined
MAX	4149	26267652	PubMedQuery	unexamined
MAX	4149	26106148	PubMedQuery	unexamined
MAX	4149	26043380	PubMedQuery	unexamined
MAX	4149	26034982	PubMedQuery	unexamined
MAX	4149	26028225	PubMedQuery	unexamined
MAX	4149	25957148	PubMedQuery	unexamined
MAX	4149	25904100	PubMedQuery	unexamined
MAX	4149	25884684	PubMedQuery	unexamined
MAX	4149	25865896	PubMedQuery	unexamined
MAX	4149	25857259	PubMedQuery	unexamined
MAX	4149	25849741	PubMedQuery	unexamined
MAX	4149	25788534	PubMedQuery	unexamined
MAX	4149	25758223	PubMedQuery	unexamined
MAX	4149	25578969	PubMedQuery	unexamined
MAX	4149	25564655	PubMedQuery	unexamined
MAX	4149	25527639	PubMedQuery	unexamined
MAX	4149	25416952	PubMedQuery	unexamined
MAX	4149	25414326	PubMedQuery	unexamined
MAX	4149	25361952	PubMedQuery	unexamined
MAX	4149	25301795	PubMedQuery	unexamined
MAX	4149	25287278	PubMedQuery	unexamined
MAX	4149	25226037	PubMedQuery	unexamined
MAX	4149	25146719	PubMedQuery	unexamined
MAX	4149	25144923	PubMedQuery	unexamined
MAX	4149	25135956	PubMedQuery	unexamined
MAX	4149	24943483	PubMedQuery	unexamined
MAX	4149	24847876	PubMedQuery	unexamined
MAX	4149	24792116	PubMedQuery	unexamined
MAX	4149	24770696	PubMedQuery	unexamined
MAX	4149	24739528	PubMedQuery	unexamined
MAX	4149	24728992	PubMedQuery	unexamined
MAX	4149	24586446	PubMedQuery	unexamined
MAX	4149	24549674	PubMedQuery	unexamined
MAX	4149	24532727	PubMedQuery	unexamined
MAX	4149	24271181	PubMedQuery	unexamined
MAX	4149	24127590	PubMedQuery	unexamined
MAX	4149	23872029	PubMedQuery	unexamined
MAX	4149	23800415	PubMedQuery	unexamined
MAX	4149	23376973	PubMedQuery	unexamined
MAX	4149	23316440	PubMedQuery	unexamined
MAX	4149	23103979	PubMedQuery	unexamined
MAX	4149	23023397	PubMedQuery	unexamined
MAX	4149	22978322	PubMedQuery	unexamined
MAX	4149	22821985	PubMedQuery	unexamined
MAX	4149	22693454	PubMedQuery	unexamined
MAX	4149	22528362	PubMedQuery	unexamined
MAX	4149	22157815	PubMedQuery	unexamined
MAX	4149	22101280	PubMedQuery	unexamined
MAX	4149	22086904	PubMedQuery	unexamined
MAX	4149	22051799	PubMedQuery	unexamined
MAX	4149	22049409	PubMedQuery	unexamined
MAX	4149	22013014	PubMedQuery	unexamined
MAX	4149	21996446	PubMedQuery	unexamined
MAX	4149	21898260	PubMedQuery	unexamined
MAX	4149	21856285	PubMedQuery	unexamined
MAX	4149	21788410	PubMedQuery	unexamined
MAX	4149	21705643	PubMedQuery	unexamined
MAX	4149	21685359	PubMedQuery	unexamined
MAX	4149	21670079	PubMedQuery	unexamined
MAX	4149	21441453	PubMedQuery	unexamined
MAX	4149	21239736	PubMedQuery	unexamined
MAX	4149	21109530	PubMedQuery	unexamined
MAX	4149	20833801	PubMedQuery	unexamined
MAX	4149	20723213	PubMedQuery	unexamined
MAX	4149	20682043	PubMedQuery	unexamined
MAX	4149	20558747	PubMedQuery	unexamined
MAX	4149	20426839	PubMedQuery	unexamined
MAX	4149	20413099	PubMedQuery	unexamined
MAX	4149	20385237	PubMedQuery	unexamined
MAX	4149	20134481	PubMedQuery	unexamined
MAX	4149	19837082	PubMedQuery	unexamined
MAX	4149	19820165	PubMedQuery	unexamined
MAX	4149	19787269	PubMedQuery	unexamined
MAX	4149	19695946	PubMedQuery	unexamined
MAX	4149	19690885	PubMedQuery	unexamined
MAX	4149	19582143	PubMedQuery	unexamined
MAX	4149	19526459	PubMedQuery	unexamined
MAX	4149	19498040	PubMedQuery	unexamined
MAX	4149	19434238	PubMedQuery	unexamined
MAX	4149	19415779	PubMedQuery	unexamined
MAX	4149	19400774	PubMedQuery	unexamined
MAX	4149	19394295	PubMedQuery	unexamined
MAX	4149	19073590	PubMedQuery	unexamined
MAX	4149	19032775	PubMedQuery	unexamined
MAX	4149	18665917	PubMedQuery	unexamined
MAX	4149	18664364	PubMedQuery	unexamined
MAX	4149	18544564	PubMedQuery	unexamined
MAX	4149	18523729	PubMedQuery	unexamined
MAX	4149	18255031	PubMedQuery	unexamined
MAX	4149	18071335	PubMedQuery	unexamined
MAX	4149	18039033	PubMedQuery	unexamined
MAX	4149	17999647	PubMedQuery	unexamined
MAX	4149	17938259	PubMedQuery	unexamined
MAX	4149	17705400	PubMedQuery	unexamined
MAX	4149	17700062	PubMedQuery	unexamined
MAX	4149	17679087	PubMedQuery	unexamined
MAX	4149	17486063	PubMedQuery	unexamined
MAX	4149	17471507	PubMedQuery	unexamined
MAX	4149	17427289	PubMedQuery	unexamined
MAX	4149	17426709	PubMedQuery	unexamined
MAX	4149	17418410	PubMedQuery	unexamined
MAX	4149	16964280	PubMedQuery	unexamined
MAX	4149	16921380	PubMedQuery	unexamined
MAX	4149	16878156	PubMedQuery	unexamined
MAX	4149	16596619	PubMedQuery	unexamined
MAX	4149	16374606	PubMedQuery	unexamined
MAX	4149	16192273	PubMedQuery	unexamined
MAX	4149	16167342	PubMedQuery	unexamined
MAX	4149	16099980	PubMedQuery	unexamined
MAX	4149	16093321	PubMedQuery	unexamined
MAX	4149	15829312	PubMedQuery	unexamined
MAX	4149	15800190	PubMedQuery	unexamined
MAX	4149	15750632	PubMedQuery	unexamined
MAX	4149	15723053	PubMedQuery	unexamined
MAX	4149	15655113	PubMedQuery	unexamined
MAX	4149	15542839	PubMedQuery	unexamined
MAX	4149	14973489	PubMedQuery	unexamined
MAX	4149	14654779	PubMedQuery	unexamined
MAX	4149	14563552	PubMedQuery	unexamined
MAX	4149	12551947	PubMedQuery	unexamined
MAX	4149	12446687	PubMedQuery	unexamined
MAX	4149	12406560	PubMedQuery	unexamined
MAX	4149	12377807	PubMedQuery	unexamined
MAX	4149	12242016	PubMedQuery	unexamined
MAX	4149	12072567	PubMedQuery	unexamined
MAX	4149	11840336	PubMedQuery	unexamined
MAX	4149	15233999	TRRUST	unexamined
MAX	4149	11103792	TRRUST	unexamined
MAX	4149	20426839	TRRUST	unexamined
MAX	4149	7478599	TRRUST	unexamined
MAX	4149	10348347	TRRUST	unexamined
MAX	4149	8494784	TRRUST	unexamined
MAX	4149	8808703	TRRUST	unexamined
MAX	4149	9111322	TRRUST	unexamined
MAX	4149	19111069	TRRUST	unexamined
MAX	4149	10734130	TRRUST	unexamined
MAX	4149	9797456	TRRUST	unexamined
MAX	4149	8262968	TRRUST	unexamined
MAX	4149	12941894	TRRUST	unexamined
MAZ	4150	14765995	ORegAnno_LC	unexamined
MAZ	4150	25449683	PubMedQuery	unexamined
MAZ	4150	24257415	PubMedQuery	unexamined
MAZ	4150	21729868	PubMedQuery	unexamined
MAZ	4150	21556761	PubMedQuery	unexamined
MAZ	4150	21335086	PubMedQuery	unexamined
MAZ	4150	20457603	PubMedQuery	unexamined
MAZ	4150	19883626	PubMedQuery	unexamined
MAZ	4150	19549856	PubMedQuery	unexamined
MAZ	4150	19074642	PubMedQuery	unexamined
MAZ	4150	18303244	PubMedQuery	unexamined
MAZ	4150	17321075	PubMedQuery	unexamined
MAZ	4150	14765995	PubMedQuery	unexamined
MAZ	4150	1567856	TFe	unexamined
MAZ	4150	8626793	TFe	unexamined
MAZ	4150	14765995	TFe	unexamined
MAZ	4150	8626793	TRRUST	unexamined
MAZ	4150	15094381	TRRUST	unexamined
MAZ	4150	11245974	TRRUST	unexamined
MAZ	4150	10982849	TRRUST	unexamined
MAZ	4150	11473619	TRRUST	unexamined
MAZ	4150	21931711	TRRUST	unexamined
MAZ	4150	19028685	TRRUST	unexamined
MAZ	4150	16148153	TRRUST	unexamined
MAZ	4150	15528467	TRRUST	unexamined
MAZ	4150	21556761	TRRUST	unexamined
MAZ	4150	7760814	TRRUST	unexamined
MBD1	4152	24464130	InnateDB	unexamined
MBD1	4152	25798578	PubMedQuery	unexamined
MBD1	4152	24531693	PubMedQuery	unexamined
MBD1	4152	22326799	PubMedQuery	unexamined
MBD1	4152	21242658	PubMedQuery	unexamined
MBD1	4152	20886097	PubMedQuery	unexamined
MBD1	4152	20565761	PubMedQuery	unexamined
MBD1	4152	19816943	PubMedQuery	unexamined
MBD1	4152	19476549	PubMedQuery	unexamined
MBD1	4152	18952593	PubMedQuery	unexamined
MBD1	4152	16701802	PubMedQuery	unexamined
MBD1	4152	16432238	PubMedQuery	unexamined
MBD1	4152	15746193	PubMedQuery	unexamined
MBD1	4152	18689796	TRRUST	unexamined
MBD1	4152	18385101	TRRUST	unexamined
MBD1	4152	19781662	TRRUST	unexamined
MBD1	4152	19074829	TRRUST	unexamined
MBD1	4152	19666599	TRRUST	unexamined
MBD1	4152	15657354	TRRUST	unexamined
MBD1	4152	17667922	TRRUST	unexamined
MBD1	4152	15327775	TRRUST	unexamined
MBD1	4152	17066076	TRRUST	unexamined
MBD2	8932	25908537	PubMedQuery	unexamined
MBD2	8932	25798578	PubMedQuery	unexamined
MBD2	8932	25476119	PubMedQuery	unexamined
MBD2	8932	25266896	PubMedQuery	unexamined
MBD2	8932	25135974	PubMedQuery	unexamined
MBD2	8932	23444401	PubMedQuery	unexamined
MBD2	8932	22684279	PubMedQuery	unexamined
MBD2	8932	22392726	PubMedQuery	unexamined
MBD2	8932	21938566	PubMedQuery	unexamined
MBD2	8932	20886097	PubMedQuery	unexamined
MBD2	8932	20565761	PubMedQuery	unexamined
MBD2	8932	20300195	PubMedQuery	unexamined
MBD2	8932	19221000	PubMedQuery	unexamined
MBD2	8932	18952593	PubMedQuery	unexamined
MBD2	8932	17071620	PubMedQuery	unexamined
MBD2	8932	16701802	PubMedQuery	unexamined
MBD2	8932	16537832	PubMedQuery	unexamined
MBD2	8932	15746193	PubMedQuery	unexamined
MBD2	8932	15701600	PubMedQuery	unexamined
MBD2	8932	15034303	PubMedQuery	unexamined
MBD2	8932	20062804	TFe	unexamined
MBD2	8932	12890683	TRRUST	unexamined
MBD2	8932	23071088	TRRUST	unexamined
MBD2	8932	21693597	TRRUST	unexamined
MBD2	8932	19781662	TRRUST	unexamined
MBD2	8932	11406558	TRRUST	unexamined
MBD2	8932	11960994	TRRUST	unexamined
MBD2	8932	12543808	TRRUST	unexamined
MBD2	8932	19856314	TRRUST	unexamined
MBD2	8932	15526354	TRRUST	unexamined
MBD2	8932	19949307	TRRUST	unexamined
MBD2	8932	22867868	TRRUST	unexamined
MBD2	8932	21724586	TRRUST	unexamined
MBD2	8932	23255147	TRRUST	unexamined
MBD3	53615	27465550	PubMedQuery	unexamined
MBD3	53615	23293282	PubMedQuery	unexamined
MBD3	53615	19041848	PubMedQuery	unexamined
MBD3	53615	16848908	PubMedQuery	unexamined
MBD3	53615	16701802	PubMedQuery	unexamined
MBD3	53615	15746193	PubMedQuery	unexamined
MBD3	53615	15701600	PubMedQuery	unexamined
MBD3	53615	12626718	PubMedQuery	unexamined
MBD3	53615	19117947	TRRUST	unexamined
MBD4	8930	23590305	PubMedQuery	unexamined
MBD4	8930	20886097	PubMedQuery	unexamined
MBD4	8930	17344214	PubMedQuery	unexamined
MBD4	8930	16701802	PubMedQuery	unexamined
MBD4	8930	15989967	PubMedQuery	unexamined
MBD4	8930	15899845	PubMedQuery	unexamined
MCM2	4171	27964702	PubMedQuery	unexamined
MCM2	4171	23213226	PubMedQuery	unexamined
MCM2	4171	19064704	PubMedQuery	unexamined
MCM2	4171	18072282	PubMedQuery	unexamined
MCM2	4171	17927916	PubMedQuery	unexamined
MCM2	4171	16325355	PubMedQuery	unexamined
MCM2	4171	16199513	PubMedQuery	unexamined
MCM2	4171	12694534	PubMedQuery	unexamined
MCM2	4171	19819239	TRRUST	unexamined
MCM3	4172	27964702	PubMedQuery	unexamined
MCM3	4172	22887995	PubMedQuery	unexamined
MCM3	4172	22722334	PubMedQuery	unexamined
MCM3	4172	19064704	PubMedQuery	unexamined
MCM3	4172	15775975	PubMedQuery	unexamined
MCM3	4172	10069428	TRRUST	unexamined
MCM5	4174	27964702	PubMedQuery	unexamined
MCM5	4174	16199513	PubMedQuery	unexamined
MCM5	4174	11248027	TRRUST	unexamined
MCM6	4175	27964702	PubMedQuery	unexamined
MCM6	4175	21538324	TRRUST	unexamined
MDM2	4193	30723103	PubMedQuery	unexamined
MDM2	4193	30577849	PubMedQuery	unexamined
MDM2	4193	26416444	PubMedQuery	unexamined
MDM2	4193	26411689	PubMedQuery	unexamined
MDM2	4193	26078718	PubMedQuery	unexamined
MDM2	4193	24336083	PubMedQuery	unexamined
MDM2	4193	24240203	PubMedQuery	unexamined
MDM2	4193	23839035	PubMedQuery	unexamined
MDM2	4193	23684557	PubMedQuery	unexamined
MDM2	4193	23365201	PubMedQuery	unexamined
MDM2	4193	23295648	PubMedQuery	unexamined
MDM2	4193	22083959	PubMedQuery	unexamined
MDM2	4193	21455220	PubMedQuery	unexamined
MDM2	4193	21217645	PubMedQuery	unexamined
MDM2	4193	21157430	PubMedQuery	unexamined
MDM2	4193	21056992	PubMedQuery	unexamined
MDM2	4193	20659896	PubMedQuery	unexamined
MDM2	4193	20473904	PubMedQuery	unexamined
MDM2	4193	20372076	PubMedQuery	unexamined
MDM2	4193	20124408	PubMedQuery	unexamined
MDM2	4193	20026061	PubMedQuery	unexamined
MDM2	4193	19732750	PubMedQuery	unexamined
MDM2	4193	19641144	PubMedQuery	unexamined
MDM2	4193	19433585	PubMedQuery	unexamined
MDM2	4193	19049493	PubMedQuery	unexamined
MDM2	4193	18519798	PubMedQuery	unexamined
MDM2	4193	18025460	PubMedQuery	unexamined
MDM2	4193	17786042	PubMedQuery	unexamined
MDM2	4193	17569660	PubMedQuery	unexamined
MDM2	4193	17057733	PubMedQuery	unexamined
MDM2	4193	16980608	PubMedQuery	unexamined
MDM2	4193	16585169	PubMedQuery	unexamined
MDM2	4193	16382142	PubMedQuery	unexamined
MDM2	4193	16202543	PubMedQuery	unexamined
MDM2	4193	15831521	PubMedQuery	unexamined
MDM2	4193	15656906	PubMedQuery	unexamined
MDM2	4193	15645135	PubMedQuery	unexamined
MDM2	4193	15546622	PubMedQuery	unexamined
MDM2	4193	15378004	PubMedQuery	unexamined
MDM2	4193	15170359	PubMedQuery	unexamined
MDM2	4193	15026329	PubMedQuery	unexamined
MDM2	4193	14580323	PubMedQuery	unexamined
MDM2	4193	12620407	PubMedQuery	unexamined
MDM2	4193	12509279	PubMedQuery	unexamined
MDM2	4193	12432277	PubMedQuery	unexamined
MDM2	4193	11870884	PubMedQuery	unexamined
MDM2	4193	11697899	PubMedQuery	unexamined
MDM2	4193	11781307	TRRUST	unexamined
MDM2	4193	22733537	TRRUST	unexamined
MDM4	4194	20659896	PubMedQuery	unexamined
MDM4	4194	20372076	PubMedQuery	unexamined
MDM4	4194	11528400	TRRUST	unexamined
MDM4	4194	14712235	TRRUST	unexamined
MDM4	4194	16227609	TRRUST	unexamined
MDM4	4194	16492744	TRRUST	unexamined
MDM4	4194	17533180	TRRUST	unexamined
MDM4	4194	17875722	TRRUST	unexamined
MDM4	4194	19371999	TRRUST	unexamined
MDM4	4194	19910468	TRRUST	unexamined
MDM4	4194	23474762	TRRUST	unexamined
MDM4	4194	17499002	TRRUST	unexamined
MECOM	2122	26525672	PubMedQuery	unexamined
MECOM	2122	25936528	PubMedQuery	unexamined
MECOM	2122	25886616	PubMedQuery	unexamined
MECOM	2122	23770046	PubMedQuery	unexamined
MECOM	2122	23752186	PubMedQuery	unexamined
MECOM	2122	23509296	PubMedQuery	unexamined
MECOM	2122	22581859	PubMedQuery	unexamined
MECOM	2122	22308434	PubMedQuery	unexamined
MECOM	2122	21555002	PubMedQuery	unexamined
MECOM	2122	20855866	PubMedQuery	unexamined
MECOM	2122	19843176	PubMedQuery	unexamined
MECOM	2122	18303859	PubMedQuery	unexamined
MECOM	2122	12200691	PubMedQuery	unexamined
MECP2	4204	21151932	InnateDB	unexamined
MECP2	4204	32561780	PubMedQuery	unexamined
MECP2	4204	28229923	PubMedQuery	unexamined
MECP2	4204	27008915	PubMedQuery	unexamined
MECP2	4204	26675260	PubMedQuery	unexamined
MECP2	4204	26458818	PubMedQuery	unexamined
MECP2	4204	25266896	PubMedQuery	unexamined
MECP2	4204	24652950	PubMedQuery	unexamined
MECP2	4204	24619648	PubMedQuery	unexamined
MECP2	4204	24531693	PubMedQuery	unexamined
MECP2	4204	24367698	PubMedQuery	unexamined
MECP2	4204	23875667	PubMedQuery	unexamined
MECP2	4204	23673926	PubMedQuery	unexamined
MECP2	4204	23485395	PubMedQuery	unexamined
MECP2	4204	23349465	PubMedQuery	unexamined
MECP2	4204	22698692	PubMedQuery	unexamined
MECP2	4204	22262897	PubMedQuery	unexamined
