record_id	node	label	n_experiment
exp_0998	UBERON_0004120	mesoderm-derived structure	128
exp_2677	UBERON_0004120	mesoderm-derived structure	128
exp_2676	UBERON_0004120	mesoderm-derived structure	128
exp_1863	UBERON_0004120	mesoderm-derived structure	128
exp_2829	UBERON_0004120	mesoderm-derived structure	128
exp_3854	UBERON_0004120	mesoderm-derived structure	128
exp_3183	UBERON_0004120	mesoderm-derived structure	128
exp_1040	UBERON_0004120	mesoderm-derived structure	128
exp_1043	UBERON_0004120	mesoderm-derived structure	128
exp_1392	UBERON_0004120	mesoderm-derived structure	128
exp_3724	UBERON_0004120	mesoderm-derived structure	128
exp_2796	UBERON_0004120	mesoderm-derived structure	128
exp_0674	UBERON_0004120	mesoderm-derived structure	128
exp_0670	UBERON_0004120	mesoderm-derived structure	128
exp_0673	UBERON_0004120	mesoderm-derived structure	128
exp_2792	UBERON_0004120	mesoderm-derived structure	128
exp_2793	UBERON_0004120	mesoderm-derived structure	128
exp_3456	UBERON_0004120	mesoderm-derived structure	128
exp_1840	UBERON_0004120	mesoderm-derived structure	128
exp_3816	UBERON_0004120	mesoderm-derived structure	128
exp_3820	UBERON_0004120	mesoderm-derived structure	128
exp_3838	UBERON_0004120	mesoderm-derived structure	128
exp_3824	UBERON_0004120	mesoderm-derived structure	128
exp_3828	UBERON_0004120	mesoderm-derived structure	128
exp_3822	UBERON_0004120	mesoderm-derived structure	128
exp_3833	UBERON_0004120	mesoderm-derived structure	128
exp_3831	UBERON_0004120	mesoderm-derived structure	128
exp_3836	UBERON_0004120	mesoderm-derived structure	128
exp_3834	UBERON_0004120	mesoderm-derived structure	128
exp_3829	UBERON_0004120	mesoderm-derived structure	128
exp_3835	UBERON_0004120	mesoderm-derived structure	128
exp_3830	UBERON_0004120	mesoderm-derived structure	128
exp_3837	UBERON_0004120	mesoderm-derived structure	128
exp_3832	UBERON_0004120	mesoderm-derived structure	128
exp_3857	UBERON_0004120	mesoderm-derived structure	128
exp_0680	UBERON_0004120	mesoderm-derived structure	128
exp_3411	UBERON_0004120	mesoderm-derived structure	128
exp_3410	UBERON_0004120	mesoderm-derived structure	128
exp_2701	UBERON_0004120	mesoderm-derived structure	128
exp_2700	UBERON_0004120	mesoderm-derived structure	128
exp_3409	UBERON_0004120	mesoderm-derived structure	128
exp_3135	UBERON_0004120	mesoderm-derived structure	128
exp_3132	UBERON_0004120	mesoderm-derived structure	128
exp_3134	UBERON_0004120	mesoderm-derived structure	128
exp_3133	UBERON_0004120	mesoderm-derived structure	128
exp_2453	UBERON_0004120	mesoderm-derived structure	128
exp_2877	UBERON_0004120	mesoderm-derived structure	128
exp_3568	UBERON_0004120	mesoderm-derived structure	128
exp_3569	UBERON_0004120	mesoderm-derived structure	128
exp_3710	UBERON_0004120	mesoderm-derived structure	128
exp_3616	UBERON_0004120	mesoderm-derived structure	128
exp_3617	UBERON_0004120	mesoderm-derived structure	128
exp_3620	UBERON_0004120	mesoderm-derived structure	128
exp_3622	UBERON_0004120	mesoderm-derived structure	128
exp_3618	UBERON_0004120	mesoderm-derived structure	128
exp_3619	UBERON_0004120	mesoderm-derived structure	128
exp_3613	UBERON_0004120	mesoderm-derived structure	128
exp_3615	UBERON_0004120	mesoderm-derived structure	128
exp_0638	UBERON_0004120	mesoderm-derived structure	128
exp_3886	UBERON_0004120	mesoderm-derived structure	128
exp_3885	UBERON_0004120	mesoderm-derived structure	128
exp_0346	UBERON_0004120	mesoderm-derived structure	128
exp_1520	UBERON_0004120	mesoderm-derived structure	128
exp_3306	UBERON_0004120	mesoderm-derived structure	128
exp_0668	UBERON_0004120	mesoderm-derived structure	128
exp_2454	UBERON_0004120	mesoderm-derived structure	128
exp_3713	UBERON_0002050	embryonic structure	67
exp_3716	UBERON_0002050	embryonic structure	67
exp_0743	UBERON_0002050	embryonic structure	67
exp_3401	UBERON_0002050	embryonic structure	67
exp_0633	UBERON_0002050	embryonic structure	67
exp_1115	UBERON_0002050	embryonic structure	67
exp_3540	UBERON_0002050	embryonic structure	67
exp_2765	UBERON_0002050	embryonic structure	67
exp_0713	UBERON_0002050	embryonic structure	67
exp_0652	UBERON_0002050	embryonic structure	67
exp_0649	UBERON_0002050	embryonic structure	67
exp_0650	UBERON_0002050	embryonic structure	67
exp_3024	UBERON_0002050	embryonic structure	67
exp_2746	UBERON_0002050	embryonic structure	67
exp_0962	UBERON_0002050	embryonic structure	67
exp_3911	UBERON_0002050	embryonic structure	67
exp_3455	UBERON_0002050	embryonic structure	67
exp_3816	UBERON_0002050	embryonic structure	67
exp_3820	UBERON_0002050	embryonic structure	67
exp_3838	UBERON_0002050	embryonic structure	67
