Node	Node_Long	Definition	OntologyScope
UBERON_0008283	http://purl.obolibrary.org/obo/UBERON_0008283	columnella	UBERON
UBERON_0008284	http://purl.obolibrary.org/obo/UBERON_0008284	columnella muscle	UBERON
UBERON_0008285	http://purl.obolibrary.org/obo/UBERON_0008285	rumen epithelium	UBERON
UBERON_0008286	http://purl.obolibrary.org/obo/UBERON_0008286	feather calamus	UBERON
UBERON_0008287	http://purl.obolibrary.org/obo/UBERON_0008287	feather vane	UBERON
UBERON_0008288	http://purl.obolibrary.org/obo/UBERON_0008288	feather rachis	UBERON
UBERON_0008270	http://purl.obolibrary.org/obo/UBERON_0008270	mollusc shell	UBERON
UBERON_0008271	http://purl.obolibrary.org/obo/UBERON_0008271	turtle shell	UBERON
UBERON_0008274	http://purl.obolibrary.org/obo/UBERON_0008274	mollusc venom	UBERON
UBERON_0008275	http://purl.obolibrary.org/obo/UBERON_0008275	carapace	UBERON
UBERON_0008276	http://purl.obolibrary.org/obo/UBERON_0008276	plastron	UBERON
UBERON_0035881	http://purl.obolibrary.org/obo/UBERON_0035881	ethmoidomaxillary suture	UBERON
UBERON_0035880	http://purl.obolibrary.org/obo/UBERON_0035880	zygomaticomaxillary suture	UBERON
UBERON_0035883	http://purl.obolibrary.org/obo/UBERON_0035883	lacrimomaxillary suture	UBERON
UBERON_0035882	http://purl.obolibrary.org/obo/UBERON_0035882	sphenomaxillary suture	UBERON
UBERON_0035885	http://purl.obolibrary.org/obo/UBERON_0035885	dorsal auditory area	UBERON
UBERON_0035884	http://purl.obolibrary.org/obo/UBERON_0035884	maxillary-premaxillary suture	UBERON
UBERON_0035886	http://purl.obolibrary.org/obo/UBERON_0035886	posterior parietal association areas	UBERON
UBERON_0035878	http://purl.obolibrary.org/obo/UBERON_0035878	subchondral region of epiphysis	UBERON
UBERON_0035877	http://purl.obolibrary.org/obo/UBERON_0035877	primary somatosensory area barrel field layer 4	UBERON
UBERON_0035879	http://purl.obolibrary.org/obo/UBERON_0035879	frontomaxillary suture	UBERON
UBERON_0035890	http://purl.obolibrary.org/obo/UBERON_0035890	postrhinal area	UBERON
UBERON_0035892	http://purl.obolibrary.org/obo/UBERON_0035892	primary visual area, layer 6a	UBERON
UBERON_0035894	http://purl.obolibrary.org/obo/UBERON_0035894	anterolateral visual area	UBERON
UBERON_0035893	http://purl.obolibrary.org/obo/UBERON_0035893	anteromedial visual area	UBERON
UBERON_0035895	http://purl.obolibrary.org/obo/UBERON_0035895	lateral visual area	UBERON
UBERON_0035897	http://purl.obolibrary.org/obo/UBERON_0035897	posterolateral visual area	UBERON
UBERON_6110636	http://purl.obolibrary.org/obo/UBERON_6110636	adult cerebral ganglion	UBERON
UBERON_0023855	http://purl.obolibrary.org/obo/UBERON_0023855	commissural nucleus of the solitary tract	UBERON
UBERON_0023859	http://purl.obolibrary.org/obo/UBERON_0023859	primary somatosensory cortex layer 6	UBERON
UBERON_0011870	http://purl.obolibrary.org/obo/UBERON_0011870	pisotriquetral joint	UBERON
UBERON_2005256	http://purl.obolibrary.org/obo/UBERON_2005256	intervillus pockets	UBERON
UBERON_0011874	http://purl.obolibrary.org/obo/UBERON_0011874	amphiarthrosis	UBERON
UBERON_0035841	http://purl.obolibrary.org/obo/UBERON_0035841	esophagogastric junction muscularis propria	UBERON
UBERON_0010543	http://purl.obolibrary.org/obo/UBERON_0010543	acropodial skeleton	UBERON
UBERON_0011873	http://purl.obolibrary.org/obo/UBERON_0011873	synarthrosis	UBERON
UBERON_0035840	http://purl.obolibrary.org/obo/UBERON_0035840	esophagogastric junction muscularis mucosa	UBERON
UBERON_0035843	http://purl.obolibrary.org/obo/UBERON_0035843	lower esophagus submucosa	UBERON
UBERON_2005259	http://purl.obolibrary.org/obo/UBERON_2005259	continuous capillary	UBERON
UBERON_0010540	http://purl.obolibrary.org/obo/UBERON_0010540	tarsus pre-cartilage condensation	UBERON
UBERON_0011871	http://purl.obolibrary.org/obo/UBERON_0011871	nasomaxillary suture	UBERON
UBERON_0035842	http://purl.obolibrary.org/obo/UBERON_0035842	extensor digitorum brevis manus	UBERON
UBERON_0010541	http://purl.obolibrary.org/obo/UBERON_0010541	tarsus cartilage element	UBERON
UBERON_0011867	http://purl.obolibrary.org/obo/UBERON_0011867	extensor carpi radialis muscle	UBERON
UBERON_0035834	http://purl.obolibrary.org/obo/UBERON_0035834	lower esophagus mucosa	UBERON
UBERON_0010535	http://purl.obolibrary.org/obo/UBERON_0010535	primitive metanephric nephron	UBERON
UBERON_0035833	http://purl.obolibrary.org/obo/UBERON_0035833	lower esophagus muscularis layer	UBERON
UBERON_0010536	http://purl.obolibrary.org/obo/UBERON_0010536	nephron progenitor	UBERON
UBERON_0011866	http://purl.obolibrary.org/obo/UBERON_0011866	condylar joint	UBERON
UBERON_0009558	http://purl.obolibrary.org/obo/UBERON_0009558	pastern bone	UBERON
UBERON_0010533	http://purl.obolibrary.org/obo/UBERON_0010533	metanephros cortex	UBERON
UBERON_0035836	http://purl.obolibrary.org/obo/UBERON_0035836	apical region of right ventricle	UBERON
UBERON_0011865	http://purl.obolibrary.org/obo/UBERON_0011865	corneal stroma collagen fibril	UBERON
UBERON_0009559	http://purl.obolibrary.org/obo/UBERON_0009559	metacarpal/tarsal-phalangeal joint	UBERON
UBERON_0008229	http://purl.obolibrary.org/obo/UBERON_0008229	craniocervical region musculature	UBERON
UBERON_0010534	http://purl.obolibrary.org/obo/UBERON_0010534	primitive mesonephric nephron	UBERON
UBERON_0035835	http://purl.obolibrary.org/obo/UBERON_0035835	apical region of left ventricle	UBERON
UBERON_0011864	http://purl.obolibrary.org/obo/UBERON_0011864	tendon collagen fibril	UBERON
UBERON_0035838	http://purl.obolibrary.org/obo/UBERON_0035838	esophagogastric junction mucosa	UBERON
UBERON_0035837	http://purl.obolibrary.org/obo/UBERON_0035837	apical region of heart ventricle	UBERON
UBERON_0010537	http://purl.obolibrary.org/obo/UBERON_0010537	mesonephric nephron progenitor	UBERON
UBERON_0011869	http://purl.obolibrary.org/obo/UBERON_0011869	pisiform joint	UBERON
UBERON_0010538	http://purl.obolibrary.org/obo/UBERON_0010538	paired limb/fin segment	UBERON
UBERON_0011868	http://purl.obolibrary.org/obo/UBERON_0011868	midcarpal joint	UBERON
UBERON_0035839	http://purl.obolibrary.org/obo/UBERON_0035839	esophagogastric junction submucosa	UBERON
UBERON_0009550	http://purl.obolibrary.org/obo/UBERON_0009550	endoderm of foregut-midgut junction	UBERON
UBERON_0009551	http://purl.obolibrary.org/obo/UBERON_0009551	distal segment of digit	UBERON
UBERON_2102279	http://purl.obolibrary.org/obo/UBERON_2102279	pectoral fin distal radial element 2	UBERON
UBERON_0009552	http://purl.obolibrary.org/obo/UBERON_0009552	distal segment of manual digit	UBERON
UBERON_0009553	http://purl.obolibrary.org/obo/UBERON_0009553	distal segment of pedal digit	UBERON
UBERON_2102277	http://purl.obolibrary.org/obo/UBERON_2102277	pectoral fin distal radial element 1	UBERON
UBERON_0023861	http://purl.obolibrary.org/obo/UBERON_0023861	planum polare	UBERON
UBERON_0009555	http://purl.obolibrary.org/obo/UBERON_0009555	short pastern bone	UBERON
UBERON_0023862	http://purl.obolibrary.org/obo/UBERON_0023862	hippocampal formation of GP94	UBERON
UBERON_0009556	http://purl.obolibrary.org/obo/UBERON_0009556	long pastern bone	UBERON
UBERON_0023867	http://purl.obolibrary.org/obo/UBERON_0023867	islands of Calleja of olfactory tubercle	UBERON
UBERON_0022534	http://purl.obolibrary.org/obo/UBERON_0022534	pericalcarine cortex	UBERON
UBERON_0023868	http://purl.obolibrary.org/obo/UBERON_0023868	isla magna of Calleja	UBERON
UBERON_0023865	http://purl.obolibrary.org/obo/UBERON_0023865	medial ventral tegmental area	UBERON
UBERON_2005245	http://purl.obolibrary.org/obo/UBERON_2005245	inter-parietal joint	UBERON
UBERON_0035850	http://purl.obolibrary.org/obo/UBERON_0035850	infraorbital bridge	UBERON
UBERON_0010531	http://purl.obolibrary.org/obo/UBERON_0010531	metanephros induced blastemal cells	UBERON
UBERON_0011863	http://purl.obolibrary.org/obo/UBERON_0011863	bone collagen fibril	UBERON
UBERON_0010532	http://purl.obolibrary.org/obo/UBERON_0010532	primitive nephron	UBERON
UBERON_0011862	http://purl.obolibrary.org/obo/UBERON_0011862	pulmonary collagen fibril	UBERON
UBERON_2005248	http://purl.obolibrary.org/obo/UBERON_2005248	trans-choroid plexus branch	UBERON
UBERON_0011861	http://purl.obolibrary.org/obo/UBERON_0011861	aorta collagen fibril	UBERON
UBERON_0011860	http://purl.obolibrary.org/obo/UBERON_0011860	collection of collagen fibrils	UBERON
UBERON_0011856	http://purl.obolibrary.org/obo/UBERON_0011856	acinus of lactiferous gland	UBERON
UBERON_0035845	http://purl.obolibrary.org/obo/UBERON_0035845	enthesis	UBERON
UBERON_0010524	http://purl.obolibrary.org/obo/UBERON_0010524	fibularis tertius	UBERON
UBERON_0035844	http://purl.obolibrary.org/obo/UBERON_0035844	lower esophagus muscularis mucosa	UBERON
UBERON_0010522	http://purl.obolibrary.org/obo/UBERON_0010522	replacement element	UBERON
UBERON_0009548	http://purl.obolibrary.org/obo/UBERON_0009548	hepatic sinusoid of left of lobe of liver	UBERON
UBERON_0035847	http://purl.obolibrary.org/obo/UBERON_0035847	fibrocartilage enthesis	UBERON
UBERON_0011854	http://purl.obolibrary.org/obo/UBERON_0011854	acinus of areolar gland	UBERON
UBERON_0010523	http://purl.obolibrary.org/obo/UBERON_0010523	microcirculatory vessel	UBERON
UBERON_0009549	http://purl.obolibrary.org/obo/UBERON_0009549	hepatic sinusoid of right of lobe of liver	UBERON
UBERON_0035846	http://purl.obolibrary.org/obo/UBERON_0035846	fibrous enthesis	UBERON
UBERON_0035849	http://purl.obolibrary.org/obo/UBERON_0035849	orbital margin	UBERON
UBERON_0010528	http://purl.obolibrary.org/obo/UBERON_0010528	pneumatic cavity of bone	UBERON
UBERON_0011859	http://purl.obolibrary.org/obo/UBERON_0011859	internal acoustic meatus	UBERON
UBERON_0035848	http://purl.obolibrary.org/obo/UBERON_0035848	infraorbital margin	UBERON
UBERON_0011858	http://purl.obolibrary.org/obo/UBERON_0011858	acinus of exocrine gland	UBERON
UBERON_0010526	http://purl.obolibrary.org/obo/UBERON_0010526	fibularis brevis	UBERON
UBERON_0010527	http://purl.obolibrary.org/obo/UBERON_0010527	cavity of bone organ	UBERON
UBERON_0011857	http://purl.obolibrary.org/obo/UBERON_0011857	acinus of lacrimal gland	UBERON
UBERON_2005270	http://purl.obolibrary.org/obo/UBERON_2005270	depressor muscle	UBERON
UBERON_0023879	http://purl.obolibrary.org/obo/UBERON_0023879	neural system	UBERON
UBERON_2005275	http://purl.obolibrary.org/obo/UBERON_2005275	hyomandibular foramen	UBERON
UBERON_2005273	http://purl.obolibrary.org/obo/UBERON_2005273	intestinal mucosal muscle	UBERON
UBERON_2005272	http://purl.obolibrary.org/obo/UBERON_2005272	immature gonad	UBERON
UBERON_2005279	http://purl.obolibrary.org/obo/UBERON_2005279	enteric circular muscle	UBERON
UBERON_2005278	http://purl.obolibrary.org/obo/UBERON_2005278	preopercle vertical limb-hyomandibula joint	UBERON
UBERON_2005276	http://purl.obolibrary.org/obo/UBERON_2005276	inclinator muscle	UBERON
UBERON_0010520	http://purl.obolibrary.org/obo/UBERON_0010520	head electric organ	UBERON
UBERON_0010521	http://purl.obolibrary.org/obo/UBERON_0010521	electroreceptor organ	UBERON
UBERON_0011850	http://purl.obolibrary.org/obo/UBERON_0011850	acinus of salivary gland	UBERON
UBERON_0010513	http://purl.obolibrary.org/obo/UBERON_0010513	strand of zigzag hair	UBERON
UBERON_0011845	http://purl.obolibrary.org/obo/UBERON_0011845	duct of sebaceous gland	UBERON
UBERON_0010514	http://purl.obolibrary.org/obo/UBERON_0010514	strand of duvet hair	UBERON
UBERON_0011844	http://purl.obolibrary.org/obo/UBERON_0011844	duct of areolar gland	UBERON
UBERON_0009536	http://purl.obolibrary.org/obo/UBERON_0009536	vascular element of left lung	UBERON
UBERON_0009537	http://purl.obolibrary.org/obo/UBERON_0009537	vascular element of right lung	UBERON
UBERON_0010511	http://purl.obolibrary.org/obo/UBERON_0010511	strand of awl hair	UBERON
UBERON_0009538	http://purl.obolibrary.org/obo/UBERON_0009538	mesenchyme of sublingual gland primordium	UBERON
UBERON_0010512	http://purl.obolibrary.org/obo/UBERON_0010512	strand of guard hair	UBERON
UBERON_0009539	http://purl.obolibrary.org/obo/UBERON_0009539	mesenchyme of submandibular gland primordium	UBERON
UBERON_0010517	http://purl.obolibrary.org/obo/UBERON_0010517	cephalic clasper	UBERON
UBERON_0010518	http://purl.obolibrary.org/obo/UBERON_0010518	pelvic fin clasper	UBERON
UBERON_0010515	http://purl.obolibrary.org/obo/UBERON_0010515	brille	UBERON
UBERON_0011847	http://purl.obolibrary.org/obo/UBERON_0011847	acinus of parotid gland	UBERON
UBERON_0011846	http://purl.obolibrary.org/obo/UBERON_0011846	acinus of sebaceous gland	UBERON
UBERON_0010516	http://purl.obolibrary.org/obo/UBERON_0010516	clasper	UBERON
UBERON_0010519	http://purl.obolibrary.org/obo/UBERON_0010519	tail electric organ	UBERON
UBERON_0008200	http://purl.obolibrary.org/obo/UBERON_0008200	forehead	UBERON
UBERON_0008201	http://purl.obolibrary.org/obo/UBERON_0008201	scute	UBERON
UBERON_0008202	http://purl.obolibrary.org/obo/UBERON_0008202	bone of hip region	UBERON
UBERON_0008203	http://purl.obolibrary.org/obo/UBERON_0008203	pelvic cavity	UBERON
UBERON_2005260	http://purl.obolibrary.org/obo/UBERON_2005260	fenestrated capillary	UBERON
UBERON_2005264	http://purl.obolibrary.org/obo/UBERON_2005264	supraoccipital-parietal joint	UBERON
UBERON_2005268	http://purl.obolibrary.org/obo/UBERON_2005268	preopercle horizontal limb-symplectic joint	UBERON
UBERON_2005267	http://purl.obolibrary.org/obo/UBERON_2005267	erector muscle	UBERON
UBERON_2005266	http://purl.obolibrary.org/obo/UBERON_2005266	pterotic fossa	UBERON
UBERON_0035872	http://purl.obolibrary.org/obo/UBERON_0035872	primary somatosensory area barrel field layer 5	UBERON
UBERON_2005265	http://purl.obolibrary.org/obo/UBERON_2005265	hyomandibula-opercle joint	UBERON
UBERON_0035874	http://purl.obolibrary.org/obo/UBERON_0035874	primary somatosensory area barrel field layer 2/3	UBERON
UBERON_0010510	http://purl.obolibrary.org/obo/UBERON_0010510	strand of auchene hair	UBERON
UBERON_0035873	http://purl.obolibrary.org/obo/UBERON_0035873	primary somatosensory area barrel field layer 1	UBERON
UBERON_0035876	http://purl.obolibrary.org/obo/UBERON_0035876	primary somatosensory area barrel field layer 6a	UBERON
UBERON_0035875	http://purl.obolibrary.org/obo/UBERON_0035875	primary somatosensory area barrel field layer 6b	UBERON
UBERON_2005269	http://purl.obolibrary.org/obo/UBERON_2005269	hypophyseal fenestra	UBERON
UBERON_0009526	http://purl.obolibrary.org/obo/UBERON_0009526	maxillary process mesenchyme	UBERON
UBERON_0011831	http://purl.obolibrary.org/obo/UBERON_0011831	duct of vestibular gland	UBERON
UBERON_0010501	http://purl.obolibrary.org/obo/UBERON_0010501	pseudostratified smooth columnar epithelium	UBERON
UBERON_0010506	http://purl.obolibrary.org/obo/UBERON_0010506	meningeal dura mater	UBERON
UBERON_0010507	http://purl.obolibrary.org/obo/UBERON_0010507	layer of dura mater	UBERON
UBERON_0010505	http://purl.obolibrary.org/obo/UBERON_0010505	periosteal dura mater	UBERON
UBERON_0010509	http://purl.obolibrary.org/obo/UBERON_0010509	strand of pelage hair	UBERON
UBERON_0009521	http://purl.obolibrary.org/obo/UBERON_0009521	anal membrane endodermal component	UBERON
UBERON_0009522	http://purl.obolibrary.org/obo/UBERON_0009522	lateral lingual swelling epithelium	UBERON
UBERON_0009523	http://purl.obolibrary.org/obo/UBERON_0009523	mesenchyme of handplate	UBERON
UBERON_2005292	http://purl.obolibrary.org/obo/UBERON_2005292	distal late tubule	UBERON
UBERON_0009590	http://purl.obolibrary.org/obo/UBERON_0009590	mesenchyme of interdigital region between pedal digits 1 and 2	UBERON
UBERON_2005295	http://purl.obolibrary.org/obo/UBERON_2005295	axial blood vessel	UBERON
UBERON_0009591	http://purl.obolibrary.org/obo/UBERON_0009591	mesenchyme of interdigital region between pedal digits 2 and 3	UBERON
UBERON_0008260	http://purl.obolibrary.org/obo/UBERON_0008260	spine appendage	UBERON
UBERON_0009592	http://purl.obolibrary.org/obo/UBERON_0009592	mesenchyme of interdigital region between pedal digits 3 and 4	UBERON
UBERON_0008261	http://purl.obolibrary.org/obo/UBERON_0008261	pedicellaria	UBERON
UBERON_0010582	http://purl.obolibrary.org/obo/UBERON_0010582	pedal digit 3 phalanx pre-cartilage condensation	UBERON
UBERON_0010583	http://purl.obolibrary.org/obo/UBERON_0010583	pedal digit 4 phalanx pre-cartilage condensation	UBERON
UBERON_0010580	http://purl.obolibrary.org/obo/UBERON_0010580	pedal digit 1 phalanx pre-cartilage condensation	UBERON
UBERON_0010581	http://purl.obolibrary.org/obo/UBERON_0010581	pedal digit 2 phalanx pre-cartilage condensation	UBERON
UBERON_0010586	http://purl.obolibrary.org/obo/UBERON_0010586	manual digit phalanx pre-cartilage condensation	UBERON
UBERON_0010584	http://purl.obolibrary.org/obo/UBERON_0010584	pedal digit 5 phalanx pre-cartilage condensation	UBERON
UBERON_0010585	http://purl.obolibrary.org/obo/UBERON_0010585	pedal digit phalanx pre-cartilage condensation	UBERON
UBERON_0010579	http://purl.obolibrary.org/obo/UBERON_0010579	manual digit 5 phalanx pre-cartilage condensation	UBERON
UBERON_0010577	http://purl.obolibrary.org/obo/UBERON_0010577	manual digit 3 phalanx pre-cartilage condensation	UBERON
UBERON_0010578	http://purl.obolibrary.org/obo/UBERON_0010578	manual digit 4 phalanx pre-cartilage condensation	UBERON
UBERON_0009593	http://purl.obolibrary.org/obo/UBERON_0009593	mesenchyme of interdigital region between pedal digits 4 and 5	UBERON
UBERON_0008262	http://purl.obolibrary.org/obo/UBERON_0008262	ambulacral area	UBERON
UBERON_0008263	http://purl.obolibrary.org/obo/UBERON_0008263	inter-ambulacral area	UBERON
UBERON_0008264	http://purl.obolibrary.org/obo/UBERON_0008264	echinopluteus larval stage	UBERON
UBERON_0009596	http://purl.obolibrary.org/obo/UBERON_0009596	mesenchyme of interdigital region between digits 1 and 2	UBERON
UBERON_0008265	http://purl.obolibrary.org/obo/UBERON_0008265	echinopluteus larva	UBERON
UBERON_0009597	http://purl.obolibrary.org/obo/UBERON_0009597	mesenchyme of interdigital region between digits 2 and 3	UBERON
UBERON_0008266	http://purl.obolibrary.org/obo/UBERON_0008266	periodontal ligament	UBERON
UBERON_0009598	http://purl.obolibrary.org/obo/UBERON_0009598	mesenchyme of interdigital region between digits 3 and 4	UBERON
UBERON_0008267	http://purl.obolibrary.org/obo/UBERON_0008267	left supracardinal vein	UBERON
UBERON_0009599	http://purl.obolibrary.org/obo/UBERON_0009599	mesenchyme of interdigital region between digits 4 and 5	UBERON
UBERON_0008268	http://purl.obolibrary.org/obo/UBERON_0008268	right supracardinal vein	UBERON
UBERON_0008269	http://purl.obolibrary.org/obo/UBERON_0008269	nacre	UBERON
UBERON_0009580	http://purl.obolibrary.org/obo/UBERON_0009580	diencephalon mantle layer	UBERON
UBERON_0009581	http://purl.obolibrary.org/obo/UBERON_0009581	midbrain mantle layer	UBERON
UBERON_0008250	http://purl.obolibrary.org/obo/UBERON_0008250	cardiac stomach	UBERON
UBERON_0010571	http://purl.obolibrary.org/obo/UBERON_0010571	manual digit 2 metacarpus cartilage element	UBERON
UBERON_0010572	http://purl.obolibrary.org/obo/UBERON_0010572	manual digit 3 metacarpus cartilage element	UBERON
UBERON_0010570	http://purl.obolibrary.org/obo/UBERON_0010570	manual digit 1 metacarpus cartilage element	UBERON
UBERON_0010575	http://purl.obolibrary.org/obo/UBERON_0010575	manual digit 1 phalanx pre-cartilage condensation	UBERON
UBERON_0010576	http://purl.obolibrary.org/obo/UBERON_0010576	manual digit 2 phalanx pre-cartilage condensation	UBERON
UBERON_0010573	http://purl.obolibrary.org/obo/UBERON_0010573	manual digit 4 metacarpus cartilage element	UBERON
UBERON_0010574	http://purl.obolibrary.org/obo/UBERON_0010574	manual digit 5 metacarpus cartilage element	UBERON
UBERON_0008259	http://purl.obolibrary.org/obo/UBERON_0008259	aboral subdivision of organism	UBERON
UBERON_0010568	http://purl.obolibrary.org/obo/UBERON_0010568	manual digit 4 metacarpus pre-cartilage condensation	UBERON
UBERON_0011899	http://purl.obolibrary.org/obo/UBERON_0011899	epimysium	UBERON
UBERON_0010569	http://purl.obolibrary.org/obo/UBERON_0010569	manual digit 5 metacarpus pre-cartilage condensation	UBERON
UBERON_0035803	http://purl.obolibrary.org/obo/UBERON_0035803	extrapyramidal tract system	UBERON
UBERON_0010566	http://purl.obolibrary.org/obo/UBERON_0010566	manual digit 2 metacarpus pre-cartilage condensation	UBERON
UBERON_0011898	http://purl.obolibrary.org/obo/UBERON_0011898	skeletal muscle endomysium	UBERON
UBERON_0035802	http://purl.obolibrary.org/obo/UBERON_0035802	alveus of CA2 field	UBERON
UBERON_0010567	http://purl.obolibrary.org/obo/UBERON_0010567	manual digit 3 metacarpus pre-cartilage condensation	UBERON
UBERON_0011897	http://purl.obolibrary.org/obo/UBERON_0011897	cardiac endomysium	UBERON
UBERON_0035805	http://purl.obolibrary.org/obo/UBERON_0035805	muscle layer of sigmoid colon	UBERON
UBERON_0035804	http://purl.obolibrary.org/obo/UBERON_0035804	future mouth	UBERON
UBERON_0035807	http://purl.obolibrary.org/obo/UBERON_0035807	area X of basal ganglion	UBERON
UBERON_0035806	http://purl.obolibrary.org/obo/UBERON_0035806	Hensen stripe	UBERON
UBERON_0008251	http://purl.obolibrary.org/obo/UBERON_0008251	water vascular system	UBERON
UBERON_0009582	http://purl.obolibrary.org/obo/UBERON_0009582	spinal cord lateral wall	UBERON
UBERON_0035809	http://purl.obolibrary.org/obo/UBERON_0035809	serous cavity	UBERON
UBERON_0009583	http://purl.obolibrary.org/obo/UBERON_0009583	spinal cord mantle layer	UBERON
UBERON_0035808	http://purl.obolibrary.org/obo/UBERON_0035808	robust nucleus of arcopallium	UBERON
UBERON_0008252	http://purl.obolibrary.org/obo/UBERON_0008252	tube foot ampulla	UBERON
UBERON_0008253	http://purl.obolibrary.org/obo/UBERON_0008253	Aristotle's lantern	UBERON
UBERON_0009584	http://purl.obolibrary.org/obo/UBERON_0009584	1st arch mandibular mesenchyme	UBERON
UBERON_0009585	http://purl.obolibrary.org/obo/UBERON_0009585	interdigital region mesenchyme	UBERON
UBERON_0008254	http://purl.obolibrary.org/obo/UBERON_0008254	styliform cartilage	UBERON
UBERON_0009586	http://purl.obolibrary.org/obo/UBERON_0009586	mesenchyme of interdigital region between manual digits 1 and 2	UBERON
UBERON_0008255	http://purl.obolibrary.org/obo/UBERON_0008255	right clavicle	UBERON
UBERON_0008256	http://purl.obolibrary.org/obo/UBERON_0008256	left clavicle	UBERON
UBERON_0009587	http://purl.obolibrary.org/obo/UBERON_0009587	mesenchyme of interdigital region between manual digits 2 and 3	UBERON
UBERON_0008257	http://purl.obolibrary.org/obo/UBERON_0008257	radial sesamoid	UBERON
UBERON_0009588	http://purl.obolibrary.org/obo/UBERON_0009588	mesenchyme of interdigital region between manual digits 3 and 4	UBERON
UBERON_0009589	http://purl.obolibrary.org/obo/UBERON_0009589	mesenchyme of interdigital region between manual digits 4 and 5	UBERON
UBERON_0008258	http://purl.obolibrary.org/obo/UBERON_0008258	oral subdivision of organism	UBERON
UBERON_0023836	http://purl.obolibrary.org/obo/UBERON_0023836	gross anatomical parts of the cerebellum	UBERON
UBERON_0009570	http://purl.obolibrary.org/obo/UBERON_0009570	spinal cord sulcus limitans	UBERON
UBERON_0011892	http://purl.obolibrary.org/obo/UBERON_0011892	anterior uvea	UBERON
UBERON_0010560	http://purl.obolibrary.org/obo/UBERON_0010560	pedal digit 4 metatarsal cartilage element	UBERON
UBERON_0010561	http://purl.obolibrary.org/obo/UBERON_0010561	pedal digit 5 metatarsal cartilage element	UBERON
UBERON_0010564	http://purl.obolibrary.org/obo/UBERON_0010564	manual digit 1 mesenchyme	UBERON
UBERON_0011896	http://purl.obolibrary.org/obo/UBERON_0011896	smooth muscle endomysium	UBERON
UBERON_0011895	http://purl.obolibrary.org/obo/UBERON_0011895	endomysium	UBERON
UBERON_0010565	http://purl.obolibrary.org/obo/UBERON_0010565	manual digit 1 metacarpus pre-cartilage condensation	UBERON
UBERON_0010562	http://purl.obolibrary.org/obo/UBERON_0010562	pedal digit 1 mesenchyme	UBERON
UBERON_0011894	http://purl.obolibrary.org/obo/UBERON_0011894	lumen of vagina	UBERON
UBERON_0035820	http://purl.obolibrary.org/obo/UBERON_0035820	peritoneal sac	UBERON
UBERON_0011893	http://purl.obolibrary.org/obo/UBERON_0011893	endoneurial fluid	UBERON
UBERON_0009579	http://purl.obolibrary.org/obo/UBERON_0009579	myelencephalon basal plate	UBERON
UBERON_0010557	http://purl.obolibrary.org/obo/UBERON_0010557	pedal digit 1 metatarsal cartilage element	UBERON
UBERON_0008248	http://purl.obolibrary.org/obo/UBERON_0008248	echinoderm pyloric cecum	UBERON
UBERON_0010558	http://purl.obolibrary.org/obo/UBERON_0010558	pedal digit 2 metatarsal cartilage element	UBERON
UBERON_0035814	http://purl.obolibrary.org/obo/UBERON_0035814	pericardial fat	UBERON
UBERON_0035815	http://purl.obolibrary.org/obo/UBERON_0035815	paracardial fat	UBERON
UBERON_0035818	http://purl.obolibrary.org/obo/UBERON_0035818	visceral fat	UBERON
UBERON_0010559	http://purl.obolibrary.org/obo/UBERON_0010559	pedal digit 3 metatarsal cartilage element	UBERON
UBERON_0009571	http://purl.obolibrary.org/obo/UBERON_0009571	ventral midline	UBERON
UBERON_0035819	http://purl.obolibrary.org/obo/UBERON_0035819	abdominopelvic cavity	UBERON
UBERON_0009572	http://purl.obolibrary.org/obo/UBERON_0009572	lumen of central canal of spinal cord	UBERON
UBERON_0008242	http://purl.obolibrary.org/obo/UBERON_0008242	lower back muscle	UBERON
UBERON_0009573	http://purl.obolibrary.org/obo/UBERON_0009573	sulcus limitans of fourth ventricle	UBERON
UBERON_0008243	http://purl.obolibrary.org/obo/UBERON_0008243	upper back muscle	UBERON
UBERON_0008245	http://purl.obolibrary.org/obo/UBERON_0008245	pennate muscle	UBERON
UBERON_0009576	http://purl.obolibrary.org/obo/UBERON_0009576	medulla oblongata sulcus limitans	UBERON
UBERON_0009577	http://purl.obolibrary.org/obo/UBERON_0009577	metencephalon sulcus limitans	UBERON
UBERON_0008246	http://purl.obolibrary.org/obo/UBERON_0008246	pyloric stomach	UBERON
UBERON_0008247	http://purl.obolibrary.org/obo/UBERON_0008247	tube foot	UBERON
UBERON_0009578	http://purl.obolibrary.org/obo/UBERON_0009578	myelencephalon sulcus limitans	UBERON
UBERON_0010550	http://purl.obolibrary.org/obo/UBERON_0010550	pedal digit 4 metatarsal pre-cartilage condensation	UBERON
UBERON_0035830	http://purl.obolibrary.org/obo/UBERON_0035830	left gastroepiploic artery	UBERON
UBERON_0010551	http://purl.obolibrary.org/obo/UBERON_0010551	pedal digit 5 metatarsal pre-cartilage condensation	UBERON
UBERON_0035832	http://purl.obolibrary.org/obo/UBERON_0035832	caval sphincter	UBERON
UBERON_0035831	http://purl.obolibrary.org/obo/UBERON_0035831	costal diaphragm	UBERON
UBERON_0010546	http://purl.obolibrary.org/obo/UBERON_0010546	metapodial skeleton	UBERON
UBERON_0009568	http://purl.obolibrary.org/obo/UBERON_0009568	trunk region of vertebral column	UBERON
UBERON_0011878	http://purl.obolibrary.org/obo/UBERON_0011878	muscle layer of esophagus	UBERON
