TF_Symbol	TF_Entrez_ID	TF_Ensembl_ID	Lambert	Prev_Curated	SFARI_Score	SFARI_Syndromic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper
HAND2	9464	ENSG00000164107	TRUE	TRUE	0	0	FALSE	FALSE	18
SMARCA2	6595	ENSG00000080503	FALSE	TRUE	0	0	FALSE	FALSE	18
NFATC4	4776	ENSG00000100968	TRUE	TRUE	0	0	FALSE	FALSE	17
ETV5	2119	ENSG00000244405	TRUE	TRUE	0	0	FALSE	FALSE	17
HEY1	23462	ENSG00000164683	TRUE	TRUE	0	0	FALSE	FALSE	17
RFX5	5993	ENSG00000143390	TRUE	TRUE	0	0	FALSE	FALSE	17
FOXH1	8928	ENSG00000160973	TRUE	TRUE	0	0	FALSE	FALSE	17
CEBPE	1053	ENSG00000092067	TRUE	TRUE	0	0	FALSE	FALSE	17
HDAC9	9734	ENSG00000048052	FALSE	TRUE	0	0	FALSE	FALSE	17
PAF1	54623	ENSG00000006712	FALSE	TRUE	0	0	FALSE	FALSE	17
RBL1	5933	ENSG00000080839	FALSE	TRUE	0	0	FALSE	FALSE	17
WDR5	11091	ENSG00000196363	FALSE	TRUE	0	0	FALSE	FALSE	17
SALL4	57167	ENSG00000101115	TRUE	TRUE	0	0	FALSE	FALSE	16
MZF1	7593	ENSG00000099326	TRUE	TRUE	0	0	FALSE	FALSE	16
HBP1	26959	ENSG00000105856	TRUE	TRUE	0	0	FALSE	FALSE	16
POU2AF1	5450	ENSG00000110777	TRUE	TRUE	0	0	FALSE	FALSE	16
TWIST2	117581	ENSG00000233608	TRUE	TRUE	0	0	FALSE	FALSE	16
RORC	6097	ENSG00000143365	TRUE	TRUE	0	0	FALSE	FALSE	16
E2F5	1875	ENSG00000133740	TRUE	TRUE	0	0	FALSE	FALSE	16
NOTCH2	4853	ENSG00000134250	FALSE	TRUE	0	0	FALSE	FALSE	16
EPO	2056	ENSG00000130427	FALSE	TRUE	0	0	FALSE	FALSE	16
AGO2	27161	ENSG00000123908	FALSE	TRUE	0	0	FALSE	FALSE	16
KAT5	10524	ENSG00000172977	FALSE	TRUE	0	0	FALSE	FALSE	16
IL17A	3605	ENSG00000112115	FALSE	TRUE	0	0	FALSE	FALSE	16
SOCS1	8651	ENSG00000185338	FALSE	TRUE	0	0	FALSE	FALSE	16
DAXX	1616	ENSG00000204209	FALSE	TRUE	0	0	FALSE	FALSE	16
TFCP2	7024	ENSG00000135457	TRUE	TRUE	0	0	FALSE	FALSE	15
MLXIPL	51085	ENSG00000009950	TRUE	TRUE	0	0	FALSE	FALSE	15
PKNOX1	5316	ENSG00000160199	TRUE	TRUE	0	0	FALSE	FALSE	15
TCF7	6932	ENSG00000081059	TRUE	TRUE	0	0	FALSE	FALSE	15
MLX	6945	ENSG00000108788	TRUE	TRUE	0	0	FALSE	FALSE	15
ABCB1	5243	ENSG00000085563	FALSE	TRUE	0	0	FALSE	FALSE	15
PRMT5	10419	ENSG00000100462	FALSE	TRUE	0	0	FALSE	FALSE	15
EGR3	1960	ENSG00000179388	TRUE	TRUE	0	0	FALSE	FALSE	14
ETV1	2115	ENSG00000006468	TRUE	TRUE	0	0	FALSE	FALSE	14
TEF	7008	ENSG00000167074	TRUE	TRUE	0	0	FALSE	FALSE	14
TFE3	7030	ENSG00000068323	TRUE	TRUE	0	0	FALSE	FALSE	14
ZNF143	7702	ENSG00000166478	TRUE	TRUE	0	0	FALSE	FALSE	14
ZBTB7A	51341	ENSG00000178951	TRUE	TRUE	0	0	FALSE	FALSE	14
FOXA3	3171	ENSG00000170608	TRUE	TRUE	0	0	FALSE	FALSE	14
HOXA5	3202	ENSG00000106004	TRUE	TRUE	0	0	FALSE	FALSE	14
PURA	5813	ENSG00000185129	TRUE	TRUE	0	0	FALSE	FALSE	14
JDP2	122953	ENSG00000140044	TRUE	TRUE	0	0	FALSE	FALSE	14
SPDEF	25803	ENSG00000124664	TRUE	TRUE	0	0	FALSE	FALSE	14
DR1	1810	ENSG00000117505	TRUE	TRUE	0	0	FALSE	FALSE	14
FOXC2	2303	ENSG00000176692	TRUE	TRUE	0	0	FALSE	FALSE	13
TEAD4	7004	ENSG00000197905	TRUE	TRUE	0	0	FALSE	FALSE	13
TFDP1	7027	ENSG00000198176	TRUE	TRUE	0	0	FALSE	FALSE	13
MAFK	7975	ENSG00000198517	TRUE	TRUE	0	0	FALSE	FALSE	13
SPIB	6689	ENSG00000269404	TRUE	TRUE	0	0	FALSE	FALSE	13
UHRF1	29128	ENSG00000276043	FALSE	TRUE	0	0	FALSE	FALSE	13
HIRA	7290	ENSG00000100084	FALSE	TRUE	0	0	FALSE	FALSE	13
EWSR1	2130	ENSG00000182944	FALSE	TRUE	0	0	FALSE	FALSE	13
NPM1	4869	ENSG00000181163	FALSE	TRUE	0	0	FALSE	FALSE	13
ENO1	2023	ENSG00000074800	FALSE	TRUE	0	0	FALSE	FALSE	13
TNFAIP3	7128	ENSG00000118503	FALSE	TRUE	0	0	FALSE	FALSE	13
ZFP36	7538	ENSG00000128016	FALSE	TRUE	0	0	FALSE	FALSE	13
POLR2A	5430	ENSG00000181222	FALSE	TRUE	0	0	FALSE	FALSE	13
PRMT1	3276	ENSG00000126457	FALSE	TRUE	0	0	FALSE	FALSE	13
PIAS1	8554	ENSG00000033800	FALSE	TRUE	0	0	FALSE	FALSE	13
RNF2	6045	ENSG00000121481	FALSE	TRUE	0	0	FALSE	FALSE	13
IL4	3565	ENSG00000113520	FALSE	TRUE	0	0	FALSE	FALSE	13
NFKBIZ	64332	ENSG00000144802	FALSE	TRUE	0	0	FALSE	FALSE	13
SMAD6	4091	ENSG00000137834	FALSE	TRUE	0	0	FALSE	FALSE	13
DOT1L	84444	ENSG00000104885	TRUE	TRUE	0	0	FALSE	FALSE	12
TFAP2B	7021	ENSG00000008196	TRUE	TRUE	0	0	FALSE	FALSE	12
HOXB7	3217	ENSG00000260027	TRUE	TRUE	0	0	FALSE	FALSE	12
GFI1B	8328	ENSG00000165702	TRUE	TRUE	0	0	FALSE	FALSE	12
HSF4	3299	ENSG00000102878	TRUE	TRUE	0	0	FALSE	FALSE	12
FABP4	2167	ENSG00000170323	FALSE	TRUE	0	0	FALSE	FALSE	12
INO80	54617	ENSG00000128908	FALSE	TRUE	0	0	FALSE	FALSE	12
HDAC7	51564	ENSG00000061273	FALSE	TRUE	0	0	FALSE	FALSE	12
ILF3	3609	ENSG00000129351	FALSE	TRUE	0	0	FALSE	FALSE	12
IL10	3586	ENSG00000136634	FALSE	TRUE	0	0	FALSE	FALSE	12
CHD4	1108	ENSG00000111642	FALSE	TRUE	0	0	FALSE	FALSE	12
MDM4	4194	ENSG00000198625	FALSE	TRUE	0	0	FALSE	FALSE	12
KCNIP3	30818	ENSG00000115041	TRUE	TRUE	0	0	FALSE	FALSE	11
TRPS1	7227	ENSG00000104447	TRUE	TRUE	0	0	FALSE	FALSE	11
ESRRA	2101	ENSG00000173153	TRUE	TRUE	0	0	FALSE	FALSE	11
ESRRG	2104	ENSG00000196482	TRUE	TRUE	0	0	FALSE	FALSE	11
KLF10	7071	ENSG00000155090	TRUE	TRUE	0	0	FALSE	FALSE	11
ELK3	2004	ENSG00000111145	TRUE	TRUE	0	0	FALSE	FALSE	11
ELF4	2000	ENSG00000102034	TRUE	TRUE	0	0	FALSE	FALSE	11
HOXD13	3239	ENSG00000128714	TRUE	TRUE	0	0	FALSE	FALSE	11
HNF4G	3174	ENSG00000164749	TRUE	TRUE	0	0	FALSE	FALSE	11
NUPR1	26471	ENSG00000176046	FALSE	TRUE	0	0	FALSE	FALSE	11
NONO	4841	ENSG00000147140	FALSE	TRUE	0	0	FALSE	FALSE	11
CARM1	10498	ENSG00000142453	FALSE	TRUE	0	0	FALSE	FALSE	11
ALDH1A1	216	ENSG00000165092	FALSE	TRUE	0	0	FALSE	FALSE	11
PTH	5741	ENSG00000152266	FALSE	TRUE	0	0	FALSE	FALSE	11
WWTR1	25937	ENSG00000018408	FALSE	TRUE	0	0	FALSE	FALSE	11
PTTG1	9232	ENSG00000164611	FALSE	TRUE	0	0	FALSE	FALSE	11
TTF1	7270	ENSG00000125482	TRUE	TRUE	0	0	FALSE	FALSE	10
ETV6	2120	ENSG00000139083	TRUE	TRUE	0	0	FALSE	FALSE	10
NR1H2	7376	ENSG00000131408	TRUE	TRUE	0	0	FALSE	FALSE	10
TFAP4	7023	ENSG00000090447	TRUE	TRUE	0	0	FALSE	FALSE	10
ZBTB17	7709	ENSG00000116809	TRUE	TRUE	0	0	FALSE	FALSE	10
PLAG1	5324	ENSG00000181690	TRUE	TRUE	0	0	FALSE	FALSE	10
GTF2B	2959	ENSG00000137947	TRUE	TRUE	0	0	FALSE	FALSE	10
HEY2	23493	ENSG00000135547	TRUE	TRUE	0	0	FALSE	FALSE	10
BATF	10538	ENSG00000156127	TRUE	TRUE	0	0	FALSE	FALSE	10
KLF11	8462	ENSG00000172059	TRUE	TRUE	0	0	FALSE	FALSE	10
HOXC8	3224	ENSG00000037965	TRUE	TRUE	0	0	FALSE	FALSE	10
AIRE	326	ENSG00000160224	TRUE	TRUE	0	0	FALSE	FALSE	10
RAG1	5896	ENSG00000166349	TRUE	FALSE	0	0	FALSE	FALSE	10
KLF9	687	ENSG00000119138	TRUE	TRUE	0	0	FALSE	FALSE	10
SUMO1	7341	ENSG00000116030	FALSE	TRUE	0	0	FALSE	FALSE	10
NSD2	7468	ENSG00000109685	FALSE	TRUE	0	0	FALSE	FALSE	10
FUS	2521	ENSG00000089280	FALSE	TRUE	0	0	FALSE	FALSE	10
IRS1	3667	ENSG00000169047	FALSE	TRUE	0	0	FALSE	FALSE	10
IFI16	3428	ENSG00000163565	FALSE	TRUE	0	0	FALSE	FALSE	10
HIPK2	28996	ENSG00000064393	FALSE	TRUE	0	0	FALSE	FALSE	10
ETV2	2116	ENSG00000105672	TRUE	TRUE	0	0	FALSE	FALSE	9
ELK4	2005	ENSG00000158711	TRUE	TRUE	0	0	FALSE	FALSE	9
PBX2	5089	ENSG00000204304	TRUE	TRUE	0	0	FALSE	FALSE	9
ZBTB33	10009	ENSG00000177485	TRUE	TRUE	0	0	FALSE	FALSE	9
CEBPZ	10153	ENSG00000115816	TRUE	TRUE	0	0	FALSE	FALSE	9
KLF3	51274	ENSG00000109787	TRUE	TRUE	0	0	FALSE	FALSE	9
PIN1	5300	ENSG00000127445	TRUE	FALSE	0	0	FALSE	FALSE	9
HOXB4	3214	ENSG00000182742	TRUE	TRUE	0	0	FALSE	FALSE	9
KLF7	8609	ENSG00000118263	TRUE	TRUE	0	0	FALSE	FALSE	9
KLF13	51621	ENSG00000169926	TRUE	TRUE	0	0	FALSE	FALSE	9
HMGA2	8091	ENSG00000149948	TRUE	TRUE	0	0	FALSE	FALSE	9
PRDM16	63976	ENSG00000142611	TRUE	TRUE	0	0	FALSE	FALSE	9
INSM1	3642	ENSG00000173404	TRUE	TRUE	0	0	FALSE	FALSE	9
SKIL	6498	ENSG00000136603	TRUE	TRUE	0	0	FALSE	FALSE	9
BACH2	60468	ENSG00000112182	TRUE	TRUE	0	0	FALSE	FALSE	9
RXRB	6257	ENSG00000204231	TRUE	TRUE	0	0	FALSE	FALSE	9
MAFG	4097	ENSG00000197063	TRUE	TRUE	0	0	FALSE	FALSE	9
NAB2	4665	ENSG00000166886	FALSE	TRUE	0	0	FALSE	FALSE	9
LOC101928269	101928269	ENSG00000159216	FALSE	TRUE	0	0	FALSE	FALSE	9
FHL2	2274	ENSG00000115641	FALSE	TRUE	0	0	FALSE	FALSE	9
TP53BP1	7158	ENSG00000067369	FALSE	TRUE	0	0	FALSE	FALSE	9
PIAS3	10401	ENSG00000131788	FALSE	TRUE	0	0	FALSE	FALSE	9
ING1	3621	ENSG00000153487	FALSE	TRUE	0	0	FALSE	FALSE	9
CBFA2T3	863	ENSG00000129993	FALSE	TRUE	0	0	FALSE	FALSE	9
MCM2	4171	ENSG00000073111	FALSE	TRUE	0	0	FALSE	FALSE	9
MED23	9439	ENSG00000112282	FALSE	TRUE	0	0	FALSE	FALSE	9
CRY1	1407	ENSG00000008405	FALSE	TRUE	0	0	FALSE	FALSE	9
SUPT5H	6829	ENSG00000196235	FALSE	TRUE	0	0	FALSE	FALSE	9
SSB	6741	ENSG00000138385	FALSE	TRUE	0	0	FALSE	FALSE	9
MXI1	4601	ENSG00000119950	TRUE	TRUE	0	0	FALSE	FALSE	8
NR2F6	2063	ENSG00000160113	TRUE	TRUE	0	0	FALSE	FALSE	8
TET1	80312	ENSG00000138336	TRUE	FALSE	0	0	FALSE	FALSE	8
ELF5	2001	ENSG00000135374	TRUE	FALSE	0	0	FALSE	FALSE	8
PA2G4	5036	ENSG00000170515	TRUE	TRUE	0	0	FALSE	FALSE	8
TFEB	7942	ENSG00000112561	TRUE	TRUE	0	0	FALSE	FALSE	8
PEG3	5178	ENSG00000198300	TRUE	TRUE	0	0	FALSE	FALSE	8
CTCFL	140690	ENSG00000124092	TRUE	TRUE	0	0	FALSE	FALSE	8
E2F7	144455	ENSG00000165891	TRUE	TRUE	0	0	FALSE	FALSE	8
HOXB13	10481	ENSG00000159184	TRUE	TRUE	0	0	FALSE	FALSE	8
HLF	3131	ENSG00000108924	TRUE	TRUE	0	0	FALSE	FALSE	8
BHLHE40	8553	ENSG00000134107	TRUE	TRUE	0	0	FALSE	FALSE	8
CEBPG	1054	ENSG00000153879	TRUE	TRUE	0	0	FALSE	FALSE	8
TBX6	6911	ENSG00000149922	TRUE	TRUE	0	0	FALSE	FALSE	8
DACH1	1602	ENSG00000276644	TRUE	TRUE	0	0	FALSE	FALSE	8
KDM4A	9682	ENSG00000066135	FALSE	TRUE	0	0	FALSE	FALSE	8
AATF	26574	ENSG00000275700	FALSE	TRUE	0	0	FALSE	FALSE	8
MYOCD	93649	ENSG00000141052	FALSE	TRUE	0	0	FALSE	FALSE	8
XPC	7508	ENSG00000154767	FALSE	TRUE	0	0	FALSE	FALSE	8
CRTC1	23373	ENSG00000105662	FALSE	TRUE	0	0	FALSE	FALSE	8
ING4	51147	ENSG00000111653	FALSE	TRUE	0	0	FALSE	FALSE	8
ELL	8178	ENSG00000105656	FALSE	TRUE	0	0	FALSE	FALSE	8
NRIP1	8204	ENSG00000180530	FALSE	TRUE	0	0	FALSE	FALSE	8
KMT2D	8085	ENSG00000167548	FALSE	TRUE	0	0	FALSE	FALSE	8
APCS	325	ENSG00000132703	FALSE	TRUE	0	0	FALSE	FALSE	8
RUNX1T1	862	ENSG00000079102	FALSE	TRUE	0	0	FALSE	FALSE	8
CBFB	865	ENSG00000067955	FALSE	TRUE	0	0	FALSE	FALSE	8
SFPQ	6421	not_applicable	FALSE	TRUE	0	0	FALSE	FALSE	8
SMARCB1	6598	ENSG00000099956	FALSE	TRUE	0	0	FALSE	FALSE	8
CBX3	11335	ENSG00000122565	FALSE	TRUE	0	0	FALSE	FALSE	8
CDK7	1022	ENSG00000134058	FALSE	TRUE	0	0	FALSE	FALSE	8
DMP1	1758	ENSG00000152592	FALSE	TRUE	0	0	FALSE	FALSE	8
CTBP1	1487	ENSG00000159692	FALSE	TRUE	0	0	FALSE	FALSE	8
PIAS2	9063	ENSG00000078043	FALSE	TRUE	0	0	FALSE	FALSE	8
DBT	1629	ENSG00000137992	FALSE	TRUE	0	0	FALSE	FALSE	8
DDX5	1655	ENSG00000108654	FALSE	TRUE	0	0	FALSE	FALSE	8
MYF6	4618	ENSG00000111046	TRUE	TRUE	0	0	FALSE	FALSE	7
KDM2A	22992	ENSG00000173120	TRUE	TRUE	0	0	FALSE	FALSE	7
ZHX2	22882	ENSG00000178764	TRUE	TRUE	0	0	FALSE	FALSE	7
DMTF1	9988	ENSG00000135164	TRUE	TRUE	0	0	FALSE	FALSE	7
PAX4	5078	ENSG00000106331	TRUE	TRUE	0	0	FALSE	FALSE	7
SIX2	10736	ENSG00000170577	TRUE	TRUE	0	0	FALSE	FALSE	7
PLAGL2	5326	ENSG00000126003	TRUE	TRUE	0	0	FALSE	FALSE	7
POU4F2	5458	ENSG00000151615	TRUE	TRUE	0	0	FALSE	FALSE	7
TEAD2	8463	ENSG00000074219	TRUE	TRUE	0	0	FALSE	FALSE	7
TET3	200424	ENSG00000187605	TRUE	FALSE	0	0	FALSE	FALSE	7
SHOX2	6474	ENSG00000168779	TRUE	TRUE	0	0	FALSE	FALSE	7
ZFPM1	161882	ENSG00000179588	TRUE	TRUE	0	0	FALSE	FALSE	7
LYL1	4066	ENSG00000104903	TRUE	TRUE	0	0	FALSE	FALSE	7
VSX2	338917	ENSG00000119614	TRUE	TRUE	0	0	FALSE	FALSE	7
MLLT3	4300	ENSG00000171843	FALSE	TRUE	0	0	FALSE	FALSE	7
KIAA0100	9703	ENSG00000007202	FALSE	TRUE	0	0	FALSE	FALSE	7
SETD1A	9739	ENSG00000099381	FALSE	TRUE	0	0	FALSE	FALSE	7
TGFB1I1	7041	ENSG00000140682	FALSE	TRUE	0	0	FALSE	FALSE	7
GABPB1	2553	ENSG00000104064	FALSE	TRUE	0	0	FALSE	FALSE	7
KHDRBS1	10657	ENSG00000121774	FALSE	TRUE	0	0	FALSE	FALSE	7
SMARCA5	8467	ENSG00000153147	FALSE	TRUE	0	0	FALSE	FALSE	7
HMGB2	3148	ENSG00000164104	FALSE	TRUE	0	0	FALSE	FALSE	7
ATP6V1E2	90423	ENSG00000250565	FALSE	TRUE	0	0	FALSE	FALSE	7
NCOA4	8031	ENSG00000266412	FALSE	TRUE	0	0	FALSE	FALSE	7
IRAK1	3654	ENSG00000184216	FALSE	TRUE	0	0	FALSE	FALSE	7
FUBP1	8880	ENSG00000162613	FALSE	TRUE	0	0	FALSE	FALSE	7
SMARCC1	6599	ENSG00000173473	FALSE	TRUE	0	0	FALSE	FALSE	7
SKP1	6500	ENSG00000113558	FALSE	TRUE	0	0	FALSE	FALSE	7
DUX4	100288687	ENSG00000260596	FALSE	TRUE	0	0	FALSE	FALSE	7
LMNA	4000	ENSG00000160789	FALSE	TRUE	0	0	FALSE	FALSE	7
NEUROG1	4762	ENSG00000181965	TRUE	TRUE	0	0	FALSE	FALSE	6
EGR4	1961	ENSG00000135625	TRUE	TRUE	0	0	FALSE	FALSE	6
EHF	26298	ENSG00000135373	TRUE	TRUE	0	0	FALSE	FALSE	6
SOX18	54345	ENSG00000203883	TRUE	TRUE	0	0	FALSE	FALSE	6
NR2E3	10002	ENSG00000278570	TRUE	TRUE	0	0	FALSE	FALSE	6
ZFX	7543	ENSG00000005889	TRUE	FALSE	0	0	FALSE	FALSE	6
ZNF202	7753	ENSG00000166261	TRUE	TRUE	0	0	FALSE	FALSE	6
SPIC	121599	ENSG00000166211	TRUE	TRUE	0	0	FALSE	FALSE	6
FOXQ1	94234	ENSG00000164379	TRUE	TRUE	0	0	FALSE	FALSE	6
ZFPM2	23414	ENSG00000169946	TRUE	TRUE	0	0	FALSE	FALSE	6
PLAGL1	5325	ENSG00000118495	TRUE	TRUE	0	0	FALSE	FALSE	6
PRRX1	5396	ENSG00000116132	TRUE	TRUE	0	0	FALSE	FALSE	6
RFX2	5990	ENSG00000087903	TRUE	TRUE	0	0	FALSE	FALSE	6
HOXC13	3229	ENSG00000123364	TRUE	TRUE	0	0	FALSE	FALSE	6
HOXA11	3207	ENSG00000005073	TRUE	TRUE	0	0	FALSE	FALSE	6
HOXA13	3209	ENSG00000106031	TRUE	TRUE	0	0	FALSE	FALSE	6
HES6	55502	ENSG00000144485	TRUE	TRUE	0	0	FALSE	FALSE	6
SIM2	6493	ENSG00000159263	TRUE	TRUE	0	0	FALSE	FALSE	6
RREB1	6239	ENSG00000124782	TRUE	TRUE	0	0	FALSE	FALSE	6
TCF21	6943	ENSG00000118526	TRUE	TRUE	0	0	FALSE	FALSE	6
DNMT3L	29947	ENSG00000142182	FALSE	TRUE	0	0	FALSE	FALSE	6
NAB1	4664	ENSG00000138386	FALSE	TRUE	0	0	FALSE	FALSE	6
RB1CC1	9821	ENSG00000023287	FALSE	TRUE	0	0	FALSE	FALSE	6
CDC73	79577	ENSG00000134371	FALSE	TRUE	0	0	FALSE	FALSE	6
DEK	7913	ENSG00000124795	FALSE	TRUE	0	0	FALSE	FALSE	6
CBX8	57332	ENSG00000141570	FALSE	TRUE	0	0	FALSE	FALSE	6
PELP1	27043	ENSG00000141456	FALSE	TRUE	0	0	FALSE	FALSE	6
SIRT3	23410	ENSG00000142082	FALSE	TRUE	0	0	FALSE	FALSE	6
MYBBP1A	10514	ENSG00000132382	FALSE	TRUE	0	0	FALSE	FALSE	6
HEXIM1	10614	ENSG00000186834	FALSE	TRUE	0	0	FALSE	FALSE	6
HDGF	3068	ENSG00000143321	FALSE	TRUE	0	0	FALSE	FALSE	6
PIAS4	51588	ENSG00000105229	FALSE	TRUE	0	0	FALSE	FALSE	6
RPS3	6188	ENSG00000149273	FALSE	TRUE	0	0	FALSE	FALSE	6
SMURF2	64750	ENSG00000108854	FALSE	TRUE	0	0	FALSE	FALSE	6
TAF4	6874	ENSG00000130699	FALSE	TRUE	0	0	FALSE	FALSE	6
MCM3	4172	ENSG00000112118	FALSE	TRUE	0	0	FALSE	FALSE	6
DDB2	1643	ENSG00000134574	FALSE	TRUE	0	0	FALSE	FALSE	6
IKZF3	22806	ENSG00000161405	TRUE	TRUE	0	0	FALSE	FALSE	5
KMT2B	9757	ENSG00000272333	TRUE	TRUE	0	0	FALSE	FALSE	5
MEOX1	4222	ENSG00000005102	TRUE	TRUE	0	0	FALSE	FALSE	5
ELF2	1998	ENSG00000109381	TRUE	TRUE	0	0	FALSE	FALSE	5
FOXF1	2294	ENSG00000103241	TRUE	TRUE	0	0	FALSE	FALSE	5
FOXI1	2299	ENSG00000168269	TRUE	TRUE	0	0	FALSE	FALSE	5
FOXL1	2300	ENSG00000176678	TRUE	TRUE	0	0	FALSE	FALSE	5
FOXE1	2304	ENSG00000178919	TRUE	TRUE	0	0	FALSE	FALSE	5
MEF2B	100271849	ENSG00000213999	TRUE	TRUE	0	0	FALSE	FALSE	5
NR2C1	7181	ENSG00000120798	TRUE	TRUE	0	0	FALSE	FALSE	5
PAX9	5083	ENSG00000198807	TRUE	TRUE	0	0	FALSE	FALSE	5
ZNF24	7572	ENSG00000172466	TRUE	TRUE	0	0	FALSE	FALSE	5
VEZF1	7716	ENSG00000136451	TRUE	TRUE	0	0	FALSE	FALSE	5
ZNF423	23090	ENSG00000102935	TRUE	TRUE	0	0	FALSE	FALSE	5
PCGF2	7703	ENSG00000277258	TRUE	TRUE	0	0	FALSE	FALSE	5
FOXN1	8456	ENSG00000109101	TRUE	TRUE	0	0	FALSE	FALSE	5
HOXA7	3204	ENSG00000122592	TRUE	TRUE	0	0	FALSE	FALSE	5
KLF8	11279	ENSG00000102349	TRUE	TRUE	0	0	FALSE	FALSE	5
KLF12	11278	ENSG00000118922	TRUE	TRUE	0	0	FALSE	FALSE	5
SAFB	6294	ENSG00000160633	TRUE	FALSE	0	0	FALSE	FALSE	5
CDX4	1046	ENSG00000131264	TRUE	TRUE	0	0	FALSE	FALSE	5
DLX4	1748	ENSG00000108813	TRUE	TRUE	0	0	FALSE	FALSE	5
MXD1	4084	ENSG00000059728	TRUE	TRUE	0	0	FALSE	FALSE	5
E4F1	1877	ENSG00000167967	TRUE	TRUE	0	0	FALSE	FALSE	5
TBX4	9496	ENSG00000121075	TRUE	TRUE	0	0	FALSE	FALSE	5
ARID3A	1820	ENSG00000116017	TRUE	TRUE	0	0	FALSE	FALSE	5
HAND1	9421	ENSG00000113196	TRUE	FALSE	0	0	FALSE	FALSE	5
SOX7	83595	ENSG00000171056	TRUE	TRUE	0	0	FALSE	FALSE	5
MAML1	9794	ENSG00000161021	FALSE	TRUE	0	0	FALSE	FALSE	5
BRD7	29117	ENSG00000166164	FALSE	TRUE	0	0	FALSE	FALSE	5
MAP3K1	4214	ENSG00000095015	FALSE	TRUE	0	0	FALSE	FALSE	5
TSG101	7251	ENSG00000074319	FALSE	TRUE	0	0	FALSE	FALSE	5
TLE3	7090	ENSG00000140332	FALSE	TRUE	0	0	FALSE	FALSE	5
OGG1	4968	ENSG00000114026	FALSE	TRUE	0	0	FALSE	FALSE	5
GNRH1	2796	ENSG00000147437	FALSE	TRUE	0	0	FALSE	FALSE	5
SIN3B	23309	ENSG00000127511	FALSE	TRUE	0	0	FALSE	FALSE	5
ANKRD1	27063	ENSG00000148677	FALSE	TRUE	0	0	FALSE	FALSE	5
NEAT1	283131	ENSG00000245532	FALSE	TRUE	0	0	FALSE	FALSE	5
RCOR2	283248	ENSG00000167771	FALSE	TRUE	0	0	FALSE	FALSE	5
CBX5	23468	ENSG00000094916	FALSE	TRUE	0	0	FALSE	FALSE	5
CBX7	23492	ENSG00000100307	FALSE	TRUE	0	0	FALSE	FALSE	5
UTF1	8433	ENSG00000171794	FALSE	TRUE	0	0	FALSE	FALSE	5
HNRNPA1	3178	ENSG00000135486	FALSE	TRUE	0	0	FALSE	FALSE	5
KDM5A	5927	ENSG00000073614	FALSE	TRUE	0	0	FALSE	FALSE	5
RAF1	5894	ENSG00000132155	FALSE	TRUE	0	0	FALSE	FALSE	5
ILK	3611	ENSG00000166333	FALSE	TRUE	0	0	FALSE	FALSE	5
HSPB1	3315	ENSG00000106211	FALSE	TRUE	0	0	FALSE	FALSE	5
PPARGC1B	133522	ENSG00000155846	FALSE	TRUE	0	0	FALSE	FALSE	5
HLTF	6596	ENSG00000071794	FALSE	TRUE	0	0	FALSE	FALSE	5
TSC22D3	1831	ENSG00000157514	FALSE	TRUE	0	0	FALSE	FALSE	5
SMARCE1	6605	ENSG00000073584	FALSE	TRUE	0	0	FALSE	FALSE	5
CSF2	1437	ENSG00000164400	FALSE	TRUE	0	0	FALSE	FALSE	5
MTF2	22823	ENSG00000143033	TRUE	TRUE	0	0	FALSE	FALSE	4
E2F8	79733	ENSG00000129173	TRUE	TRUE	0	0	FALSE	FALSE	4
ARNTL2	56938	ENSG00000029153	TRUE	TRUE	0	0	FALSE	FALSE	4
SP8	221833	ENSG00000164651	TRUE	TRUE	0	0	FALSE	FALSE	4
BHLHE41	79365	ENSG00000123095	TRUE	TRUE	0	0	FALSE	FALSE	4
HEYL	26508	ENSG00000163909	TRUE	TRUE	0	0	FALSE	FALSE	4
L3MBTL1	26013	ENSG00000185513	TRUE	TRUE	0	0	FALSE	FALSE	4
TGIF1	7050	ENSG00000177426	TRUE	TRUE	0	0	FALSE	FALSE	4
PCGF6	84108	ENSG00000156374	TRUE	FALSE	0	0	FALSE	FALSE	4
SIX6	4990	ENSG00000184302	TRUE	TRUE	0	0	FALSE	FALSE	4
ZNF217	7764	ENSG00000171940	TRUE	TRUE	0	0	FALSE	FALSE	4
ZNF224	7767	ENSG00000267680	TRUE	TRUE	0	0	FALSE	FALSE	4
PRDM2	7799	ENSG00000116731	TRUE	TRUE	0	0	FALSE	FALSE	4
CREB3L3	84699	ENSG00000060566	TRUE	TRUE	0	0	FALSE	FALSE	4
PREB	10113	ENSG00000138073	TRUE	TRUE	0	0	FALSE	FALSE	4
GTF3A	2971	ENSG00000122034	TRUE	TRUE	0	0	FALSE	FALSE	4
CREB3	10488	ENSG00000107175	TRUE	TRUE	0	0	FALSE	FALSE	4
POU4F3	5459	ENSG00000091010	TRUE	TRUE	0	0	FALSE	FALSE	4
HOXC11	3227	ENSG00000123388	TRUE	TRUE	0	0	FALSE	FALSE	4
BARX2	8538	ENSG00000043039	TRUE	TRUE	0	0	FALSE	FALSE	4
NKX3-2	579	ENSG00000109705	TRUE	TRUE	0	0	FALSE	FALSE	4
IRF6	3664	ENSG00000117595	TRUE	TRUE	0	0	FALSE	FALSE	4
FOXK2	3607	ENSG00000141568	TRUE	TRUE	0	0	FALSE	FALSE	4
