TF_Symbol	PubMed_ID	Source	Status
AHR	17900530	CytReg	curated
AHR	18289803	CytReg	curated
AHR	21104991	CytReg	curated
AHR	16679317	CytReg	unexamined
AHR	20676092	CytReg	unexamined
AHR	20511231	CytReg	unexamined
AHR	23349129	CytReg	unexamined
AHR	26860885	CytReg	unexamined
AHR	27888289	CytReg	unexamined
AHR	18483242	CytReg	unexamined
AHR	19578368	CytReg	unexamined
AHR	21266776	CytReg	unexamined
AHR	25690886	CytReg	unexamined
AHR	20676095	CytReg	unexamined
AHR	19703987	CytReg	unexamined
STAT1	22022583	CytReg	discarded
STAT1	18292493	CytReg	discarded
STAT1	15006601	CytReg	discarded
STAT1	19124156	CytReg	unexamined
STAT1	12388243	CytReg	unexamined
STAT1	17182562	CytReg	unexamined
STAT1	19915063	CytReg	unexamined
STAT1	11821046	CytReg	unexamined
STAT1	17386941	CytReg	unexamined
STAT1	12759422	CytReg	unexamined
STAT1	20709027	CytReg	unexamined
STAT1	17167270	CytReg	unexamined
STAT1	25199798	CytReg	unexamined
STAT1	25040843	CytReg	unexamined
STAT1	23271704	CytReg	unexamined
STAT1	19556344	CytReg	unexamined
STAT1	17202361	CytReg	unexamined
STAT1	20833730	CytReg	unexamined
STAT1	28262979	CytReg	unexamined
STAT1	21398617	CytReg	unexamined
STAT1	15178704	CytReg	unexamined
STAT1	17374731	CytReg	unexamined
STAT1	24012417	CytReg	unexamined
STAT1	17617740	CytReg	unexamined
STAT1	19136629	CytReg	unexamined
STAT1	19164128	CytReg	unexamined
STAT1	19096445	CytReg	unexamined
STAT1	19479051	CytReg	unexamined
STAT1	16628196	CytReg	unexamined
STAT1	20523058	CytReg	unexamined
STAT1	12403783	CytReg	unexamined
STAT1	17255531	CytReg	unexamined
STAT1	9680354	CytReg	unexamined
STAT1	20585034	CytReg	unexamined
STAT1	12754213	CytReg	unexamined
STAT1	26170288	CytReg	unexamined
STAT1	27109100	CytReg	unexamined
STAT1	24408967	CytReg	unexamined
STAT1	19703987	CytReg	unexamined
FOXO1	25918228	CytReg	curated
FOXO1	19026986	CytReg	curated
FOXO1	23630076	CytReg	unexamined
FOXO1	22240809	CytReg	unexamined
LEF1	18579517	CytReg	curated
LEF1	11118053	CytReg	discarded
MAF	19414776	CytReg	curated
MAF	25037220	CytReg	discarded
MAF	20676092	CytReg	unexamined
MAF	19348920	CytReg	unexamined
MAF	11956291	CytReg	unexamined
MAF	18167455	CytReg	unexamined
MAF	9889198	CytReg	unexamined
MAF	20676095	CytReg	unexamined
MAF	28166218	CytReg	unexamined
RUNX1	21129147	CytReg	curated
RUNX1	17377532	CytReg	curated
RUNX1	12771199	CytReg	unexamined
RUNX1	8180380	CytReg	unexamined
RUNX1	9036972	CytReg	unexamined
RUNX1	15735013	CytReg	unexamined
RUNX1	22253733	CytReg	unexamined
RUNX1	20506188	CytReg	unexamined
RUNX1	23492767	CytReg	unexamined
RUNX1	12475968	CytReg	unexamined
RUNX1	20439113	CytReg	unexamined
RUNX1	17195845	CytReg	unexamined
RUNX1	21151104	CytReg	unexamined
CREB1	20685939	CytReg	curated
CREB1	8814256	CytReg	unexamined
CREB1	17202341	CytReg	unexamined
CREB1	10540320	CytReg	unexamined
CREB1	11413310	CytReg	unexamined
CREB1	11776974	CytReg	unexamined
CREB1	11907114	CytReg	unexamined
CREB1	7759501	CytReg	unexamined
CREB1	16443828	CytReg	unexamined
CREB1	10383163	CytReg	unexamined
CREB1	18641343	CytReg	unexamined
CREB1	17471497	CytReg	unexamined
CREB1	20889550	CytReg	unexamined
CREB1	15879136	CytReg	unexamined
CREB1	12388374	CytReg	unexamined
CREB1	12370343	CytReg	unexamined
CREB1	19564345	CytReg	unexamined
CREB1	12626549	CytReg	unexamined
CREB1	24038085	CytReg	unexamined
CREB1	20160059	CytReg	unexamined
CREB1	16914731	CytReg	unexamined
CREB1	15731115	CytReg	unexamined
CREB1	7513046	CytReg	unexamined
CREB1	28148567	CytReg	unexamined
CREB1	19880655	CytReg	unexamined
CREB1	26408955	CytReg	unexamined
CREB1	17053039	CytReg	unexamined
CREB1	18334541	CytReg	unexamined
CREB1	16713974	CytReg	unexamined
CREB1	23874122	CytReg	unexamined
E2F1	18381203	CytReg	curated
E2F1	17707233	CytReg	unexamined
E2F1	15290353	CytReg	unexamined
EGR1	11997234	CytReg	curated
EGR1	12560487	CytReg	unexamined
EGR1	8900159	CytReg	unexamined
EGR1	19915002	CytReg	unexamined
EGR1	8058069	CytReg	unexamined
EGR1	8035792	CytReg	unexamined
EGR1	17471497	CytReg	unexamined
EGR1	7918637	CytReg	unexamined
EGR1	10913190	CytReg	unexamined
EGR1	19837667	CytReg	unexamined
EGR1	24337575	CytReg	unexamined
EGR1	17142725	CytReg	unexamined
EGR1	19032775	CytReg	unexamined
EGR1	20690147	CytReg	unexamined
EGR1	20653771	CytReg	unexamined
EGR1	10656874	CytReg	unexamined
EGR1	8407965	CytReg	unexamined
EGR1	18651635	CytReg	unexamined
EGR1	11739517	CytReg	unexamined
EGR1	21841136	CytReg	unexamined
EGR1	8786306	CytReg	unexamined
EGR1	12509451	CytReg	unexamined
EGR1	16317093	CytReg	unexamined
GATA1	15494506	CytReg	curated
GATA1	22110660	CytReg	unexamined
GATA1	15739164	CytReg	unexamined
GATA1	16650898	CytReg	unexamined
GATA1	21454593	CytReg	unexamined
GATA1	15229217	CytReg	unexamined
GATA2	15494506	CytReg	curated
GATA2	7791790	CytReg	unexamined
GATA2	17283044	CytReg	unexamined
GATA2	15739164	CytReg	unexamined
GATA2	21454593	CytReg	unexamined
GATA2	15229217	CytReg	unexamined
JUN	15494506	CytReg	curated
JUN	9233628	CytReg	unexamined
JUN	7739550	CytReg	unexamined
JUN	8468462	CytReg	unexamined
JUN	10491186	CytReg	unexamined
JUN	20048166	CytReg	unexamined
JUN	11120852	CytReg	unexamined
JUN	8454603	CytReg	unexamined
JUN	11413310	CytReg	unexamined
JUN	10748079	CytReg	unexamined
JUN	10754326	CytReg	unexamined
JUN	9566900	CytReg	unexamined
JUN	7896795	CytReg	unexamined
JUN	14688340	CytReg	unexamined
JUN	15270850	CytReg	unexamined
JUN	8688489	CytReg	unexamined
JUN	9558063	CytReg	unexamined
JUN	8756632	CytReg	unexamined
JUN	7759501	CytReg	unexamined
JUN	10843986	CytReg	unexamined
JUN	17283046	CytReg	unexamined
JUN	22904313	CytReg	unexamined
JUN	10942517	CytReg	unexamined
JUN	16834785	CytReg	unexamined
JUN	9133600	CytReg	unexamined
JUN	15158360	CytReg	unexamined
JUN	8660843	CytReg	unexamined
JUN	23642711	CytReg	unexamined
JUN	18772138	CytReg	unexamined
JUN	12794825	CytReg	unexamined
JUN	8228815	CytReg	unexamined
JUN	23437118	CytReg	unexamined
JUN	15057743	CytReg	unexamined
JUN	12759366	CytReg	unexamined
JUN	10837498	CytReg	unexamined
JUN	10954918	CytReg	unexamined
JUN	24284797	CytReg	unexamined
JUN	10969814	CytReg	unexamined
JUN	12452838	CytReg	unexamined
JUN	10760799	CytReg	unexamined
JUN	10848607	CytReg	unexamined
JUN	14612204	CytReg	unexamined
JUN	11933077	CytReg	unexamined
JUN	7565732	CytReg	unexamined
JUN	8473495	CytReg	unexamined
JUN	9488674	CytReg	unexamined
JUN	9590239	CytReg	unexamined
JUN	9862439	CytReg	unexamined
JUN	9190901	CytReg	unexamined
JUN	10772943	CytReg	unexamined
JUN	16364464	CytReg	unexamined
JUN	12370343	CytReg	unexamined
JUN	20511231	CytReg	unexamined
JUN	18502099	CytReg	unexamined
JUN	10688670	CytReg	unexamined
JUN	10913190	CytReg	unexamined
JUN	23583295	CytReg	unexamined
JUN	27856305	CytReg	unexamined
JUN	20304822	CytReg	unexamined
JUN	18641343	CytReg	unexamined
JUN	16365456	CytReg	unexamined
JUN	24048734	CytReg	unexamined
JUN	19734226	CytReg	unexamined
JUN	25567680	CytReg	unexamined
JUN	24676671	CytReg	unexamined
JUN	20862675	CytReg	unexamined
JUN	17586662	CytReg	unexamined
JUN	16818736	CytReg	unexamined
JUN	25040843	CytReg	unexamined
JUN	26096887	CytReg	unexamined
JUN	26513016	CytReg	unexamined
JUN	21465475	CytReg	unexamined
JUN	22123848	CytReg	unexamined
JUN	16483936	CytReg	unexamined
JUN	16199883	CytReg	unexamined
JUN	18443042	CytReg	unexamined
JUN	21989417	CytReg	unexamined
JUN	15546613	CytReg	unexamined
JUN	15522880	CytReg	unexamined
JUN	18566416	CytReg	unexamined
JUN	10542237	CytReg	unexamined
JUN	10318823	CytReg	unexamined
JUN	14670967	CytReg	unexamined
JUN	18239058	CytReg	unexamined
JUN	22095787	CytReg	unexamined
JUN	17845581	CytReg	unexamined
JUN	17197543	CytReg	unexamined
JUN	17471497	CytReg	unexamined
JUN	11509589	CytReg	unexamined
JUN	12929935	CytReg	unexamined
JUN	7989759	CytReg	unexamined
JUN	1737937	CytReg	unexamined
JUN	14752027	CytReg	unexamined
JUN	19285436	CytReg	unexamined
JUN	11739517	CytReg	unexamined
JUN	9826775	CytReg	unexamined
JUN	11801649	CytReg	unexamined
JUN	21357535	CytReg	unexamined
JUN	15666090	CytReg	unexamined
JUN	19592489	CytReg	unexamined
JUN	19828633	CytReg	unexamined
JUN	7513046	CytReg	unexamined
JUN	10975835	CytReg	unexamined
JUN	16373364	CytReg	unexamined
JUN	9310836	CytReg	unexamined
JUN	11490006	CytReg	unexamined
JUN	22983707	CytReg	unexamined
JUN	20351184	CytReg	unexamined
JUN	12509451	CytReg	unexamined
JUN	21832163	CytReg	unexamined
JUN	17145782	CytReg	unexamined
JUN	28100679	CytReg	unexamined
JUN	19181930	CytReg	unexamined
JUN	20371366	CytReg	unexamined
JUN	21098092	CytReg	unexamined
JUN	19299558	CytReg	unexamined
JUN	24994901	CytReg	unexamined
JUN	21454593	CytReg	unexamined
JUN	12594266	CytReg	unexamined
JUN	9889198	CytReg	unexamined
JUN	21600798	CytReg	unexamined
JUN	15187132	CytReg	unexamined
JUN	12914794	CytReg	unexamined
JUN	14597166	CytReg	unexamined
JUN	25595785	CytReg	unexamined
JUN	16713974	CytReg	unexamined
MEF2A	21454555	CytReg	curated
NFATC3	17513763	CytReg	curated
NFATC3	7739550	CytReg	unexamined
NFATC3	21603612	CytReg	unexamined
NFATC3	21514407	CytReg	unexamined
NFATC3	8543769	CytReg	unexamined
NFATC3	7730629	CytReg	unexamined
NFATC3	17079331	CytReg	unexamined
NFE2L2	21454555	CytReg	curated
NFE2L2	21925595	CytReg	unexamined
NFE2L2	27211851	CytReg	unexamined
NFE2L2	27183581	CytReg	unexamined
NFE2L2	20103708	CytReg	unexamined
PAX6	19132093	CytReg	curated
PAX6	27771509	CytReg	unexamined
PBX1	18093541	CytReg	curated
YY1	26786659	CytReg	curated
YY1	11687571	CytReg	unexamined
YY1	8756632	CytReg	unexamined
YY1	22467534	CytReg	unexamined
YY1	7838721	CytReg	unexamined
YY1	18328809	CytReg	unexamined
YY1	10518827	CytReg	unexamined
YY1	12805085	CytReg	unexamined
YY1	22065573	CytReg	unexamined
YY1	26618242	CytReg	unexamined
YY1	21989417	CytReg	unexamined
YY1	16954376	CytReg	unexamined
YY1	18225953	CytReg	unexamined
YY1	19801677	CytReg	unexamined
AR	21350238	CytReg	unexamined
AR	18651839	CytReg	unexamined
AR	26939703	CytReg	unexamined
AR	19907077	CytReg	unexamined
ARNT	21104991	CytReg	unexamined
ARNT	20511231	CytReg	unexamined
ATF1	10540320	CytReg	unexamined
ATF1	11776974	CytReg	unexamined
ATF1	18641343	CytReg	unexamined
ATF1	11259437	CytReg	unexamined
ATF2	20048166	CytReg	unexamined
ATF2	11413310	CytReg	unexamined
ATF2	10748079	CytReg	unexamined
ATF2	1400310	CytReg	unexamined
ATF2	12836278	CytReg	unexamined
ATF2	22904313	CytReg	unexamined
ATF2	18641343	CytReg	unexamined
ATF2	10954918	CytReg	unexamined
ATF2	10848607	CytReg	unexamined
ATF2	11933077	CytReg	unexamined
ATF2	20889550	CytReg	unexamined
ATF2	21692767	CytReg	unexamined
ATF2	12388374	CytReg	unexamined
ATF2	20068037	CytReg	unexamined
ATF2	10688670	CytReg	unexamined
ATF2	10913190	CytReg	unexamined
ATF2	15546613	CytReg	unexamined
ATF2	10318823	CytReg	unexamined
ATF2	18443042	CytReg	unexamined
ATF2	15731115	CytReg	unexamined
ATF2	9826775	CytReg	unexamined
ATF2	11490006	CytReg	unexamined
ATF2	12509451	CytReg	unexamined
ATF2	18802055	CytReg	unexamined
ATF2	19592489	CytReg	unexamined
ATF3	10760799	CytReg	unexamined
ATF3	20304822	CytReg	unexamined
ATF3	28577574	CytReg	unexamined
ATF3	18942706	CytReg	unexamined
ATF3	16982098	CytReg	unexamined
ATF3	16688168	CytReg	unexamined
ATF3	24607962	CytReg	unexamined
ATF3	26416280	CytReg	unexamined
ATF3	20351107	CytReg	unexamined
ATF3	24317040	CytReg	unexamined
ATF3	24951825	CytReg	unexamined
ATF3	24994901	CytReg	unexamined
ATF3	17785797	CytReg	unexamined
ATF4	21692767	CytReg	unexamined
ATF4	25811130	CytReg	unexamined
ATF4	16931790	CytReg	unexamined
ATF4	23990363	CytReg	unexamined
ATF4	26174742	CytReg	unexamined
ATF7	26322480	CytReg	unexamined
BACH1	26123998	CytReg	unexamined
BACH1	19439223	CytReg	unexamined
BACH2	18769450	CytReg	unexamined
BATF	22983707	CytReg	unexamined
BATF	28166218	CytReg	unexamined
BCL11B	21875956	CytReg	unexamined
BCL6	11374866	CytReg	unexamined
BCL6	21801248	CytReg	unexamined
BCL6	12097386	CytReg	unexamined
BCL6	12817026	CytReg	unexamined
BCL6	24879792	CytReg	unexamined
BCL6	24550509	CytReg	unexamined
BCL6	21106671	CytReg	unexamined
BCL6B	11374866	CytReg	unexamined
BHLHE40	27226296	CytReg	unexamined
CDX1	16517733	CytReg	unexamined
CDX2	16517733	CytReg	unexamined
CEBPA	12493739	CytReg	unexamined
CEBPA	8999951	CytReg	unexamined
CEBPA	11259372	CytReg	unexamined
CEBPA	24429361	CytReg	unexamined
CEBPA	10942517	CytReg	unexamined
CEBPA	21454593	CytReg	unexamined
CEBPB	12516545	CytReg	unexamined
CEBPB	11120852	CytReg	unexamined
CEBPB	7594540	CytReg	unexamined
CEBPB	1730090	CytReg	unexamined
CEBPB	12493739	CytReg	unexamined
CEBPB	11413310	CytReg	unexamined
CEBPB	10748079	CytReg	unexamined
CEBPB	10754326	CytReg	unexamined
CEBPB	9566900	CytReg	unexamined
CEBPB	17283046	CytReg	unexamined
CEBPB	10801783	CytReg	unexamined
CEBPB	10383163	CytReg	unexamined
CEBPB	15085176	CytReg	unexamined
CEBPB	12707271	CytReg	unexamined
CEBPB	10942517	CytReg	unexamined
CEBPB	9376596	CytReg	unexamined
CEBPB	20702408	CytReg	unexamined
CEBPB	8999951	CytReg	unexamined
CEBPB	12748173	CytReg	unexamined
CEBPB	17471497	CytReg	unexamined
CEBPB	19109189	CytReg	unexamined
CEBPB	7744784	CytReg	unexamined
CEBPB	23051921	CytReg	unexamined
CEBPB	9648065	CytReg	unexamined
CEBPB	22911498	CytReg	unexamined
CEBPB	7513199	CytReg	unexamined
CEBPB	12388374	CytReg	unexamined
CEBPB	20511231	CytReg	unexamined
CEBPB	12706815	CytReg	unexamined
CEBPB	19915002	CytReg	unexamined
CEBPB	27856305	CytReg	unexamined
CEBPB	19734226	CytReg	unexamined
CEBPB	20861254	CytReg	unexamined
CEBPB	16818736	CytReg	unexamined
CEBPB	25811130	CytReg	unexamined
CEBPB	15688424	CytReg	unexamined
CEBPB	17386941	CytReg	unexamined
CEBPB	20225273	CytReg	unexamined
CEBPB	18649942	CytReg	unexamined
CEBPB	14645117	CytReg	unexamined
CEBPB	24012417	CytReg	unexamined
CEBPB	24038085	CytReg	unexamined
CEBPB	22981205	CytReg	unexamined
CEBPB	15048722	CytReg	unexamined
CEBPB	9182853	CytReg	unexamined
CEBPB	9885903	CytReg	unexamined
CEBPB	12177065	CytReg	unexamined
CEBPB	26066982	CytReg	unexamined
CEBPB	21455770	CytReg	unexamined
CEBPB	12847250	CytReg	unexamined
CEBPB	26114754	CytReg	unexamined
CEBPB	22074460	CytReg	unexamined
CEBPB	19801677	CytReg	unexamined
CEBPB	23874122	CytReg	unexamined
CEBPB	21255844	CytReg	unexamined
CEBPB	19026986	CytReg	unexamined
CEBPB	24715531	CytReg	unexamined
CEBPD	11413310	CytReg	unexamined
CEBPD	15158360	CytReg	unexamined
CEBPD	8999951	CytReg	unexamined
CEBPD	12847250	CytReg	unexamined
CEBPG	7665092	CytReg	unexamined
CEBPG	12177065	CytReg	unexamined
CREM	15841182	CytReg	unexamined
CREM	16443828	CytReg	unexamined
CREM	9545284	CytReg	unexamined
CREM	12370343	CytReg	unexamined
CREM	21976679	CytReg	unexamined
CREM	12626549	CytReg	unexamined
CTCF	19158269	CytReg	unexamined
CTCF	19818655	CytReg	unexamined
CTCF	19124743	CytReg	unexamined
DACH1	17891780	CytReg	unexamined
DDIT3	18772138	CytReg	unexamined
DDIT3	17709599	CytReg	unexamined
DDIT3	15688424	CytReg	unexamined
DDIT3	18850010	CytReg	unexamined
DDIT3	20876114	CytReg	unexamined
DDIT3	12706815	CytReg	unexamined
DDIT3	18649942	CytReg	unexamined
E2F6	22981205	CytReg	unexamined
EBF1	17374609	CytReg	unexamined
EGR2	19915002	CytReg	unexamined
EGR2	24007274	CytReg	unexamined
EGR2	8035792	CytReg	unexamined
EGR2	23548837	CytReg	unexamined
EGR3	19915002	CytReg	unexamined
EGR4	12560487	CytReg	unexamined
EHF	27732936	CytReg	unexamined
ELF1	8228815	CytReg	unexamined
ELF1	8611694	CytReg	unexamined
ELF4	14625302	CytReg	unexamined
ELF4	24185615	CytReg	unexamined
ELK1	10913190	CytReg	unexamined
EOMES	27324129	CytReg	unexamined
EOMES	26749212	CytReg	unexamined
EOMES	21600798	CytReg	unexamined
EPAS1	21925595	CytReg	unexamined
ESR1	17932106	CytReg	unexamined
ESR1	16483936	CytReg	unexamined
ESR1	18563714	CytReg	unexamined
ESR1	26790618	CytReg	unexamined
ESR1	16029657	CytReg	unexamined
ESR1	11356664	CytReg	unexamined
ESR2	16483936	CytReg	unexamined
ETS1	10212281	CytReg	unexamined
ETS1	10913190	CytReg	unexamined
ETS1	7896795	CytReg	unexamined
ETS1	12215452	CytReg	unexamined
ETS1	8611694	CytReg	unexamined
ETS1	9190901	CytReg	unexamined
ETS1	12475968	CytReg	unexamined
ETS1	17845581	CytReg	unexamined
ETS1	16199883	CytReg	unexamined
ETS1	7876544	CytReg	unexamined
ETS1	16373364	CytReg	unexamined
ETS1	12387738	CytReg	unexamined
ETS1	22266280	CytReg	unexamined
ETS1	12509451	CytReg	unexamined
ETS1	25861992	CytReg	unexamined
ETS2	12215452	CytReg	unexamined
ETS2	10913190	CytReg	unexamined
ETS2	12646185	CytReg	unexamined
ETS2	10212281	CytReg	unexamined
ETS2	12438253	CytReg	unexamined
ETS2	12509451	CytReg	unexamined
ETV4	12471621	CytReg	unexamined
ETV5	19301256	CytReg	unexamined
ETV5	24486067	CytReg	unexamined
ETV5	28100679	CytReg	unexamined
ETV5	20799334	CytReg	unexamined
ETV6	19299558	CytReg	unexamined
EZH2	28109288	CytReg	unexamined
EZH2	24567534	CytReg	unexamined
EZH2	24108699	CytReg	unexamined
EZH2	21624129	CytReg	unexamined
EZH2	21674483	CytReg	unexamined
EZH2	16009709	CytReg	unexamined
FLI1	28507181	CytReg	unexamined
FLI1	27889620	CytReg	unexamined
FLI1	25155007	CytReg	unexamined
FLI1	23108091	CytReg	unexamined
FLI1	26900987	CytReg	unexamined
FLI1	25108845	CytReg	unexamined
FOS	9233628	CytReg	unexamined
FOS	7739550	CytReg	unexamined
FOS	8468462	CytReg	unexamined
FOS	8454603	CytReg	unexamined
FOS	14688340	CytReg	unexamined
FOS	15270850	CytReg	unexamined
FOS	8688489	CytReg	unexamined
FOS	8756632	CytReg	unexamined
FOS	7759501	CytReg	unexamined
FOS	16637060	CytReg	unexamined
FOS	21344377	CytReg	unexamined
FOS	11028561	CytReg	unexamined
FOS	9133600	CytReg	unexamined
FOS	8660843	CytReg	unexamined
FOS	8999951	CytReg	unexamined
FOS	12794825	CytReg	unexamined
FOS	12748173	CytReg	unexamined
FOS	16896927	CytReg	unexamined
FOS	15057743	CytReg	unexamined
FOS	10837498	CytReg	unexamined
FOS	10969814	CytReg	unexamined
FOS	12452838	CytReg	unexamined
FOS	15005855	CytReg	unexamined
FOS	11973337	CytReg	unexamined
FOS	11933077	CytReg	unexamined
FOS	7565732	CytReg	unexamined
FOS	8473495	CytReg	unexamined
FOS	9590239	CytReg	unexamined
FOS	9862439	CytReg	unexamined
FOS	9190901	CytReg	unexamined
FOS	10772943	CytReg	unexamined
FOS	7665092	CytReg	unexamined
FOS	16364464	CytReg	unexamined
FOS	18502099	CytReg	unexamined
FOS	24048734	CytReg	unexamined
FOS	25567680	CytReg	unexamined
FOS	17237407	CytReg	unexamined
FOS	17586662	CytReg	unexamined
FOS	16818736	CytReg	unexamined
FOS	23437118	CytReg	unexamined
FOS	19173296	CytReg	unexamined
FOS	1737937	CytReg	unexamined
FOS	10542237	CytReg	unexamined
FOS	22095787	CytReg	unexamined
FOS	17845581	CytReg	unexamined
FOS	11509589	CytReg	unexamined
FOS	7989759	CytReg	unexamined
FOS	14752027	CytReg	unexamined
FOS	19285436	CytReg	unexamined
FOS	19592489	CytReg	unexamined
FOS	10975835	CytReg	unexamined
FOS	15494506	CytReg	unexamined
FOS	16373364	CytReg	unexamined
FOS	21482740	CytReg	unexamined
FOS	20351184	CytReg	unexamined
FOS	22284418	CytReg	unexamined
FOS	24994901	CytReg	unexamined
FOS	1305903	CytReg	unexamined
FOS	12842891	CytReg	unexamined
FOS	16713974	CytReg	unexamined
FOS	19828633	CytReg	unexamined
FOS	25595785	CytReg	unexamined
FOS	19181930	CytReg	unexamined
FOS	18443042	CytReg	unexamined
FOSB	10843986	CytReg	unexamined
FOSB	20826776	CytReg	unexamined
FOSB	20927330	CytReg	unexamined
FOSB	9826775	CytReg	unexamined
FOSB	7989759	CytReg	unexamined
FOSL1	11028561	CytReg	unexamined
FOSL1	9488674	CytReg	unexamined
FOSL1	12929935	CytReg	unexamined
FOSL2	10491186	CytReg	unexamined
FOSL2	10843986	CytReg	unexamined
FOSL2	9488674	CytReg	unexamined
FOSL2	12929935	CytReg	unexamined
FOSL2	20427335	CytReg	unexamined
FOSL2	21832163	CytReg	unexamined
FOXA1	28270510	CytReg	unexamined
FOXC1	22248045	CytReg	unexamined
FOXD3	27995618	CytReg	unexamined
FOXO3	12750477	CytReg	unexamined
FOXO4	28011648	CytReg	unexamined
FOXP1	20185820	CytReg	unexamined
FOXP3	11483607	CytReg	unexamined
FOXP3	23954131	CytReg	unexamined
FOXP3	24315995	CytReg	unexamined
FOXP3	23244505	CytReg	unexamined
FOXP3	18434325	CytReg	unexamined
FOXP3	16873067	CytReg	unexamined
FOXP3	23275607	CytReg	unexamined
FOXP3	17922010	CytReg	unexamined
FOXP3	27861999	CytReg	unexamined
FOXP3	26365427	CytReg	unexamined
FOXP3	17028180	CytReg	unexamined
GABPA	9990060	CytReg	unexamined
GABPA	21454555	CytReg	unexamined
GABPB1	9990060	CytReg	unexamined
GATA3	7791790	CytReg	unexamined
GATA3	11579103	CytReg	unexamined
GATA3	11544451	CytReg	unexamined
GATA3	16266280	CytReg	unexamined
GATA3	11893731	CytReg	unexamined
GATA3	22226971	CytReg	unexamined
GATA3	20522714	CytReg	unexamined
GATA3	26227022	CytReg	unexamined
GATA3	17845581	CytReg	unexamined
GATA3	17277157	CytReg	unexamined
GATA3	23796028	CytReg	unexamined
GATA3	22039304	CytReg	unexamined
GATA3	21989417	CytReg	unexamined
GATA3	23232398	CytReg	unexamined
GATA3	19348920	CytReg	unexamined
GATA3	10212281	CytReg	unexamined
GATA3	22120723	CytReg	unexamined
GATA3	18167455	CytReg	unexamined
GATA3	18028994	CytReg	unexamined
GATA3	26840450	CytReg	unexamined
GATA3	25037220	CytReg	unexamined
GATA3	10894164	CytReg	unexamined
GATA3	25861992	CytReg	unexamined
GATA3	20636338	CytReg	unexamined
GATA3	28100679	CytReg	unexamined
GATA3	21536806	CytReg	unexamined
GATA3	17717199	CytReg	unexamined
GATA3	16009272	CytReg	unexamined
GATA3	16373364	CytReg	unexamined
GATA4	7791790	CytReg	unexamined
GATA4	9209438	CytReg	unexamined
GATA4	28462382	CytReg	unexamined
GATA4	16373364	CytReg	unexamined
GBX2	10690529	CytReg	unexamined
GFI1	18328744	CytReg	unexamined
GFI1	24141388	CytReg	unexamined
HIF1A	17082639	CytReg	unexamined
HIF1A	16896927	CytReg	unexamined
HIF1A	28383556	CytReg	unexamined
HIF1A	18339685	CytReg	unexamined
HIF1A	27271610	CytReg	unexamined
HIF1A	25323032	CytReg	unexamined
HIF1A	16611863	CytReg	unexamined
HIF1A	21925595	CytReg	unexamined
HIF1A	19828633	CytReg	unexamined
HIF1A	17474992	CytReg	unexamined
HMBOX1	21839858	CytReg	unexamined
HMGA1	7479086	CytReg	unexamined
HMGA1	16256199	CytReg	unexamined
HMGA1	8934574	CytReg	unexamined
HMGA2	26964871	CytReg	unexamined
HMGB1	18173740	CytReg	unexamined
HMGB1	18218727	CytReg	unexamined
HMGB1	9047378	CytReg	unexamined
HMGB2	18218727	CytReg	unexamined
HNF1A	21935461	CytReg	unexamined
HSF1	22467534	CytReg	unexamined
HSF1	11893605	CytReg	unexamined
HSF1	21266308	CytReg	unexamined
HSF1	10328874	CytReg	unexamined
HSF1	21455770	CytReg	unexamined
HSF1	11734555	CytReg	unexamined
HSF1	20221720	CytReg	unexamined
HSF1	19846753	CytReg	unexamined
HSF2	15731115	CytReg	unexamined
HSF2	17891780	CytReg	unexamined
HSF2	19556344	CytReg	unexamined
ID1	17012234	CytReg	unexamined
ID2	24723679	CytReg	unexamined
IKZF1	19828627	CytReg	unexamined
IKZF1	25194055	CytReg	unexamined
IKZF2	23275607	CytReg	unexamined
IKZF3	20676092	CytReg	unexamined
IRF1	12077266	CytReg	unexamined
IRF1	8021262	CytReg	unexamined
IRF1	7499267	CytReg	unexamined
IRF1	12817009	CytReg	unexamined
IRF1	17785777	CytReg	unexamined
IRF1	11413310	CytReg	unexamined
IRF1	17182562	CytReg	unexamined
IRF1	10861061	CytReg	unexamined
IRF1	19342664	CytReg	unexamined
IRF1	17684041	CytReg	unexamined
IRF1	17167270	CytReg	unexamined
IRF1	15057743	CytReg	unexamined
IRF1	15489234	CytReg	unexamined
IRF1	10848607	CytReg	unexamined
IRF1	18723827	CytReg	unexamined
IRF1	15241475	CytReg	unexamined
IRF1	15226432	CytReg	unexamined
IRF1	12479817	CytReg	unexamined
IRF1	15699120	CytReg	unexamined
IRF1	12388374	CytReg	unexamined
IRF1	16253303	CytReg	unexamined
IRF1	17985330	CytReg	unexamined
IRF1	22547704	CytReg	unexamined
IRF1	22904313	CytReg	unexamined
IRF1	26206900	CytReg	unexamined
IRF1	23271704	CytReg	unexamined
IRF1	15494505	CytReg	unexamined
IRF1	11473119	CytReg	unexamined
IRF1	17202361	CytReg	unexamined
IRF1	21760952	CytReg	unexamined
IRF1	27551049	CytReg	unexamined
IRF1	24012417	CytReg	unexamined
IRF1	17617740	CytReg	unexamined
IRF1	19164128	CytReg	unexamined
IRF1	8035474	CytReg	unexamined
IRF1	21858676	CytReg	unexamined
IRF1	9786932	CytReg	unexamined
IRF1	23405030	CytReg	unexamined
IRF1	16219795	CytReg	unexamined
IRF1	11303025	CytReg	unexamined
IRF1	9446577	CytReg	unexamined
IRF1	16707500	CytReg	unexamined
IRF1	10926836	CytReg	unexamined
IRF1	15871905	CytReg	unexamined
