DTRI_ID	Experiment_ID	TF_Symbol_Human	Target_Symbol_Human	Experiment_Type	Effect	Induced
tri_22735	exp_0148	CTNNB1	STAT3	perturbation	knockdown	not_applicable
tri_22735	exp_0147	CTNNB1	STAT3	perturbation	overexpression	not_applicable
tri_22736	exp_1947	CTNNB1	ZEB1	perturbation	knockdown	not_applicable
tri_22739	exp_2101	CTNNB1	SQSTM1	perturbation	knockdown	not_applicable
tri_22739	exp_2102	CTNNB1	SQSTM1	perturbation	hom_knockout	FALSE
tri_23179	exp_0560	POU5F1	SRA1	perturbation	knockdown	not_applicable
tri_23180	exp_0556	POU5F1	BACE1-AS	perturbation	knockdown	not_applicable
tri_23181	exp_2596	POU5F1	AFP	perturbation	knockdown	not_applicable
tri_23181	exp_2593	POU5F1	AFP	perturbation	knockdown	not_applicable
tri_23182	exp_3920	POU5F1	DNMT1	perturbation	knockdown	not_applicable
tri_23183	exp_3742	POU5F1	E2F3	perturbation	knockdown	not_applicable
tri_23185	exp_0548	POU5F1	NEAT1	perturbation	knockdown	not_applicable
tri_23186	exp_2040	POU5F1	BIRC5	perturbation	knockdown	not_applicable
tri_23187	exp_0551	POU5F1	MALAT1	perturbation	knockdown	not_applicable
tri_23188	exp_0160	POU5F1	MIR302A	perturbation	knockdown	not_applicable
tri_23189	exp_0558	POU5F1	IGF2-AS	perturbation	knockdown	not_applicable
tri_23191	exp_0562	POU5F1	TUG1	perturbation	knockdown	not_applicable
tri_23192	exp_4070	POU5F1	SALL4	perturbation	overexpression	not_applicable
tri_23193	exp_2168	POU5F1	CCND1	perturbation	overexpression	not_applicable
tri_23194	exp_0554	POU5F1	UCA1	perturbation	knockdown	not_applicable
tri_23195	exp_1035	POU5F1	TET1	perturbation	knockdown	not_applicable
tri_23196	exp_0786	POU5F1	ZSCAN10	perturbation	knockdown	not_applicable
tri_00361	exp_2920	PBX1	IL10	perturbation	knockdown	not_applicable
tri_00389	exp_0128	E2F1	TNFSF11	perturbation	knockdown	not_applicable
tri_00389	exp_0127	E2F1	TNFSF11	perturbation	overexpression	not_applicable
tri_01868	exp_1347	E2F1	APAF1	perturbation	overexpression	not_applicable
tri_01874	exp_0192	E2F1	FGFR1	perturbation	overexpression	not_applicable
tri_01876	exp_1442	E2F1	MAP3K5	perturbation	overexpression	not_applicable
tri_03084	exp_1787	STAT3	CTNNB1	perturbation	knockdown	not_applicable
tri_03084	exp_1788	STAT3	CTNNB1	perturbation	knockdown	not_applicable
tri_03911	exp_3136	STAT3	SOCS3	perturbation	overexpression	TRUE
tri_04003	exp_0068	E2F1	SKP2	perturbation	overexpression	not_applicable
tri_04003	exp_0069	E2F1	SKP2	perturbation	overexpression	not_applicable
tri_06068	exp_1801	E2F1	THBS1	perturbation	overexpression	not_applicable
tri_06118	exp_1818	STAT3	MICA	perturbation	knockdown	not_applicable
tri_06677	exp_0307	PBX1	CDKN2B	perturbation	knockdown	not_applicable
tri_06679	exp_0311	PBX1	CDH1	perturbation	knockdown	not_applicable
tri_06679	exp_3915	PBX1	CDH1	perturbation	knockdown	not_applicable
tri_06808	exp_2115	STAT3	TP53	perturbation	overexpression	not_applicable
tri_07947	exp_0260	STAT3	ROR1	perturbation	knockdown	not_applicable
tri_08831	exp_2515	E2F1	ATM	perturbation	overexpression	not_applicable
tri_08839	exp_2371	E2F1	CCND1	perturbation	overexpression	not_applicable
tri_08860	exp_1481	E2F1	DNMT1	perturbation	knockdown	not_applicable
tri_08860	exp_2699	E2F1	DNMT1	perturbation	overexpression	TRUE
tri_08878	exp_0285	E2F1	HELLS	perturbation	overexpression	not_applicable
tri_08881	exp_0272	E2F1	IRF3	perturbation	knockdown	not_applicable
tri_08890	exp_0615	E2F1	MCL1	perturbation	overexpression	not_applicable
tri_08890	exp_0616	E2F1	MCL1	perturbation	overexpression	not_applicable
tri_08890	exp_1339	E2F1	MCL1	perturbation	overexpression	not_applicable
tri_08901	exp_2517	E2F1	NPAT	perturbation	overexpression	not_applicable
tri_08902	exp_0773	E2F1	NRP1	perturbation	hom_knockout	FALSE
tri_08919	exp_1701	E2F1	PTTG1	perturbation	overexpression	not_applicable
tri_08919	exp_1702	E2F1	PTTG1	perturbation	knockdown	not_applicable
tri_09898	exp_0204	PBX1	NANOG	perturbation	knockdown	not_applicable
tri_11254	exp_2796	PBX1	MC2R	perturbation	het_knockout	FALSE
tri_11256	exp_3024	PBX1	PAX3	perturbation	hom_knockout	FALSE
tri_11262	exp_1696	PBX1	SOX3	perturbation	overexpression	not_applicable
tri_11264	exp_0078	PBX1	VCP	perturbation	knockdown	not_applicable
tri_11738	exp_0749	PBX1	PAX6	perturbation	knockout	FALSE
tri_12831	exp_2019	E2F1	CD2AP	perturbation	overexpression	not_applicable
tri_12849	exp_1981	E2F1	HMGA1	perturbation	overexpression	not_applicable
tri_12858	exp_2112	E2F1	NELL2	perturbation	overexpression	not_applicable
tri_12858	exp_2113	E2F1	NELL2	perturbation	overexpression	not_applicable
tri_17351	exp_1903	STAT3	COPS5	perturbation	knockdown	not_applicable
tri_17351	exp_1904	STAT3	COPS5	perturbation	overexpression	not_applicable
tri_17415	exp_2139	STAT3	PTGS2	perturbation	knockdown	not_applicable
tri_17415	exp_2140	STAT3	PTGS2	perturbation	knockdown	not_applicable
tri_17418	exp_3285	STAT3	S1PR1	perturbation	hom_knockout	not_applicable
tri_18751	exp_2625	E2F1	BID	perturbation	hom_knockout	FALSE
tri_20776	exp_0942	PBX1	ALX1	perturbation	hom_knockout	FALSE
tri_20778	exp_3668	PBX1	FGF10	perturbation	hom_knockout	FALSE
tri_21916	exp_0303	STAT3	CAV1	perturbation	overexpression	not_applicable
tri_21919	exp_3701	STAT3	EGR1	perturbation	knockdown	TRUE
tri_21927	exp_0857	STAT3	NR0B1	perturbation	knockdown	not_applicable
tri_22782	exp_2028	E2F1	STMN1	perturbation	overexpression	not_applicable
tri_22782	exp_2029	E2F1	STMN1	perturbation	overexpression	not_applicable
tri_22783	exp_2624	E2F1	CASP8	perturbation	hom_knockout	FALSE
tri_23131	exp_3350	PBX1	SP7	perturbation	knockdown	TRUE
tri_23132	exp_0674	PBX1	NKX2-5	perturbation	knockout	FALSE
tri_23133	exp_3353	PBX1	ALPL	perturbation	knockdown	TRUE
tri_23134	exp_0962	PBX1	GLI3	perturbation	hom_knockout	FALSE
tri_23135	exp_0673	PBX1	TLX1	perturbation	knockout	FALSE
tri_23136	exp_0070	PBX1	HOXB7	perturbation	knockdown	not_applicable
tri_23136	exp_0071	PBX1	HOXB7	perturbation	knockdown	not_applicable
tri_23137	exp_3351	PBX1	IBSP	perturbation	knockdown	TRUE
tri_23138	exp_2792	PBX1	IGF1R	perturbation	het_knockout	FALSE
tri_23139	exp_2793	PBX1	IGFBP2	perturbation	het_knockout	FALSE
tri_23140	exp_3643	PBX1	INPPL1	perturbation	overexpression	not_applicable
tri_23141	exp_3772	PBX1	PDGFRB	perturbation	hom_knockout	FALSE
tri_23142	exp_0532	PBX1	RNF6	perturbation	knockdown	not_applicable
tri_23143	exp_3352	PBX1	BGLAP	perturbation	knockdown	TRUE
tri_23144	exp_3913	PBX1	SNAI1	perturbation	knockdown	not_applicable
tri_23145	exp_3914	PBX1	VIM	perturbation	knockdown	not_applicable
tri_23147	exp_2797	PBX1	FGF19	perturbation	het_knockout	not_applicable
tri_23297	exp_2172	STAT3	ADM	perturbation	knockdown	not_applicable
tri_23298	exp_2345	STAT3	STK35	perturbation	knockdown	not_applicable
tri_23298	exp_2346	STAT3	STK35	perturbation	knockdown	not_applicable
tri_23299	exp_0459	STAT3	TPX2	perturbation	knockdown	not_applicable
tri_23300	exp_0363	STAT3	FOXM1	perturbation	knockdown	not_applicable
tri_23301	exp_2335	STAT3	KDM6B	perturbation	knockdown	not_applicable
tri_23302	exp_2164	STAT3	TMEFF2	perturbation	knockdown	not_applicable
tri_23302	exp_2165	STAT3	TMEFF2	perturbation	knockdown	not_applicable
tri_23306	exp_2349	STAT3	RHOH	perturbation	knockdown	not_applicable
tri_23307	exp_0333	STAT3	PLK1	perturbation	overexpression	not_applicable
tri_23308	exp_0331	STAT3	POLR2H	perturbation	knockdown	not_applicable
tri_23308	exp_0332	STAT3	POLR2H	perturbation	knockdown	not_applicable
tri_23309	exp_2116	STAT3	RB1	perturbation	overexpression	not_applicable
tri_23310	exp_3498	STAT3	S100A9	perturbation	knockdown	TRUE
tri_23311	exp_1978	STAT3	SKP2	perturbation	knockdown	not_applicable
tri_01318	exp_3649	SOX9	COL2A1	perturbation	hom_knockout	FALSE
tri_01318	exp_3650	SOX9	COL2A1	perturbation	hom_knockout	FALSE
tri_11212	exp_3455	SOX9	not_applicable	perturbation	hom_knockout	FALSE
tri_11212	exp_3456	SOX9	not_applicable	perturbation	hom_knockout	FALSE
tri_11212	exp_3457	SOX9	not_applicable	perturbation	overexpression	TRUE
tri_11216	exp_0807	SOX9	COMP	perturbation	knockdown	not_applicable
tri_16751	exp_1619	SOX9	CDKN1A	perturbation	overexpression	not_applicable
tri_16751	exp_1620	SOX9	CDKN1A	perturbation	overexpression	not_applicable
tri_16754	exp_0196	SOX9	HES1	perturbation	overexpression	not_applicable
tri_21583	exp_3425	SOX9	COMMD3-BMI1	perturbation	hom_knockout	FALSE
tri_21589	exp_2385	SOX9	FURIN	perturbation	overexpression	not_applicable
tri_21595	exp_1839	SOX9	PIK3CA	perturbation	overexpression	not_applicable
tri_21595	exp_1840	SOX9	PIK3CA	perturbation	hom_knockout	FALSE
tri_23269	exp_3820	SOX9	MECOM	perturbation	hom_knockout	FALSE
tri_23270	exp_3838	SOX9	FOS	perturbation	hom_knockout	FALSE
tri_23271	exp_3828	SOX9	JUNB	perturbation	hom_knockout	FALSE
tri_23272	exp_3822	SOX9	NFIA	perturbation	hom_knockout	FALSE
tri_23273	exp_3833	SOX9	LEF1	perturbation	hom_knockout	FALSE
tri_23274	exp_3831	SOX9	PITX2	perturbation	hom_knockout	FALSE
tri_23275	exp_3836	SOX9	PRELP	perturbation	hom_knockout	FALSE
tri_23276	exp_3834	SOX9	TBX20	perturbation	hom_knockout	FALSE
tri_23277	exp_3427	SOX9	BMI1	perturbation	knockdown	not_applicable
tri_23277	exp_3426	SOX9	BMI1	perturbation	overexpression	not_applicable
tri_23278	exp_3829	SOX9	SOX4	perturbation	hom_knockout	FALSE
tri_23279	exp_3835	SOX9	BTN1A1	perturbation	hom_knockout	FALSE
tri_23280	exp_3830	SOX9	TWIST1	perturbation	hom_knockout	FALSE
tri_23281	exp_3837	SOX9	BHLHE40	perturbation	hom_knockout	FALSE
tri_23282	exp_3832	SOX9	HAND2	perturbation	hom_knockout	FALSE
tri_02181	exp_1779	GLI3	TNFRSF10A	perturbation	knockdown	not_applicable
tri_06822	exp_2735	GLI3	GLI1	perturbation	hom_knockout	FALSE
tri_06822	exp_3135	GLI3	GLI1	perturbation	hom_knockout	FALSE
tri_19329	exp_0908	GLI3	PITRM1	perturbation	knockout	FALSE
tri_19331	exp_3954	GLI3	SHH	perturbation	het_knockout	FALSE
tri_19331	exp_1154	GLI3	SHH	perturbation	hom_knockout	FALSE
tri_22902	exp_1179	GLI3	CDK6	perturbation	hom_knockout	FALSE
tri_22902	exp_1180	GLI3	CDK6	perturbation	hom_knockout	FALSE
tri_22902	exp_3440	GLI3	CDK6	perturbation	hom_knockout	FALSE
tri_22903	exp_3437	GLI3	CDKN2C	perturbation	hom_knockout	FALSE
tri_22904	exp_3321	GLI3	CTNNB1	perturbation	hom_knockout	FALSE
tri_22905	exp_3908	GLI3	TRPM5	perturbation	hom_knockout	TRUE
tri_22906	exp_2737	GLI3	HIP1	perturbation	hom_knockout	FALSE
tri_22907	exp_3910	GLI3	GNAT3	perturbation	hom_knockout	TRUE
tri_22908	exp_3132	GLI3	CXCL9	perturbation	hom_knockout	FALSE
tri_22909	exp_3134	GLI3	NOS2	perturbation	hom_knockout	FALSE
tri_22910	exp_1155	GLI3	PTCH1	perturbation	hom_knockout	FALSE
tri_22910	exp_2736	GLI3	PTCH1	perturbation	hom_knockout	FALSE
tri_22910	exp_2141	GLI3	PTCH1	perturbation	knockdown	TRUE
tri_22911	exp_3133	GLI3	RBP1	perturbation	hom_knockout	FALSE
tri_22912	exp_3438	GLI3	CCND1	perturbation	hom_knockout	FALSE
tri_22913	exp_3322	GLI3	WNT7B	perturbation	hom_knockout	FALSE
tri_22914	exp_3323	GLI3	WNT8B	perturbation	hom_knockout	FALSE
tri_22915	exp_3907	GLI3	TAS1R3	perturbation	hom_knockout	TRUE
tri_22916	exp_2453	GLI3	HAND2	perturbation	hom_knockout	FALSE
tri_22917	exp_3909	GLI3	GNA14	perturbation	hom_knockout	TRUE
tri_04707	exp_1641	HIF1A	ACE	perturbation	overexpression	not_applicable
tri_04709	exp_3299	HIF1A	EPO	perturbation	knockdown	TRUE
tri_05621	exp_1719	HIF1A	CXCR4	perturbation	overexpression	not_applicable
tri_07919	exp_2205	HIF1A	VTCN1	perturbation	knockdown	not_applicable
tri_09542	exp_1359	HIF1A	BNIP3	perturbation	overexpression	not_applicable
tri_11671	exp_2665	HIF1A	EGLN1	perturbation	hom_knockout	not_applicable
tri_11673	exp_3193	HIF1A	GYS1	perturbation	knockdown	not_applicable
tri_13953	exp_1643	HIF1A	ACE2	perturbation	overexpression	not_applicable
tri_13985	exp_1722	HIF1A	RECK	perturbation	overexpression	not_applicable
tri_19420	exp_2848	HIF1A	BACE1	perturbation	overexpression	not_applicable
tri_22625	exp_2639	HIF1A	CCN2	perturbation	hom_knockout	FALSE
tri_22922	exp_2329	HIF1A	SPRY2	perturbation	knockdown	not_applicable
tri_22923	exp_1688	HIF1A	SEMA4D	perturbation	overexpression	not_applicable
tri_22924	exp_2075	HIF1A	CYP19A1	perturbation	knockdown	not_applicable
tri_22926	exp_1943	HIF1A	GATA1	perturbation	overexpression	not_applicable
tri_22927	exp_3686	HIF1A	CD274	perturbation	knockdown	not_applicable
tri_22928	exp_3898	HIF1A	HES1	perturbation	knockdown	not_applicable
tri_22930	exp_1477	HIF1A	CXCR1	perturbation	knockdown	not_applicable
tri_22931	exp_1479	HIF1A	CXCR2	perturbation	knockdown	not_applicable
tri_22934	exp_0375	HIF1A	PROX1	perturbation	overexpression	not_applicable
tri_22935	exp_1993	HIF1A	S100A8	perturbation	overexpression	not_applicable
tri_22936	exp_1996	HIF1A	S100A9	perturbation	overexpression	not_applicable
tri_22937	exp_2261	HIF1A	PRDX2	perturbation	knockdown	not_applicable
tri_22938	exp_2065	HIF1A	ATRIP	perturbation	overexpression	not_applicable
tri_22938	exp_2066	HIF1A	ATRIP	perturbation	overexpression	not_applicable
tri_00167	exp_1541	LEF1	IL4	perturbation	knockdown	not_applicable
tri_03622	exp_2872	LEF1	CDH1	perturbation	knockdown	TRUE
tri_04004	exp_2493	LEF1	RAG2	perturbation	knockdown	not_applicable
tri_09626	exp_0652	LEF1	DLL1	perturbation	hom_knockout	FALSE
tri_12726	exp_2951	CUX1	CDKN1B	perturbation	overexpression	FALSE
tri_14579	exp_1960	LEF1	CYLD	perturbation	knockdown	TRUE
tri_19795	exp_0849	LEF1	COL11A1	perturbation	knockdown	not_applicable
tri_19796	exp_2016	LEF1	COL2A1	perturbation	knockdown	TRUE
tri_19805	exp_0820	LEF1	MMP13	perturbation	overexpression	TRUE
tri_19805	exp_3141	LEF1	MMP13	perturbation	overexpression	TRUE
tri_19811	exp_3247	LEF1	POU5F1	perturbation	overexpression	not_applicable
tri_19812	exp_0816	LEF1	PTGS2	perturbation	overexpression	TRUE
tri_19812	exp_3139	LEF1	PTGS2	perturbation	overexpression	TRUE
tri_22740	exp_3120	CUX1	CDH2	perturbation	overexpression	not_applicable
tri_22741	exp_3122	CUX1	OCLN	perturbation	overexpression	not_applicable
tri_22744	exp_2463	CUX1	DCTN6	perturbation	overexpression	FALSE
tri_22746	exp_3115	CUX1	RHOBTB3	perturbation	overexpression	not_applicable
tri_22747	exp_3125	CUX1	FLNA	perturbation	overexpression	not_applicable
tri_22748	exp_3117	CUX1	ITGB2	perturbation	overexpression	not_applicable
tri_22750	exp_3112	CUX1	ARHGDIB	perturbation	overexpression	not_applicable
tri_22751	exp_3126	CUX1	MARCKS	perturbation	overexpression	not_applicable
tri_22752	exp_2949	CUX1	MYC	perturbation	overexpression	FALSE
tri_22755	exp_3124	CUX1	LIMA1	perturbation	overexpression	not_applicable
tri_22756	exp_3118	CUX1	PNN	perturbation	overexpression	not_applicable
tri_22757	exp_0014	CUX1	POLA1	perturbation	overexpression	not_applicable
tri_22758	exp_3114	CUX1	RASIP1	perturbation	overexpression	not_applicable
tri_22759	exp_3127	CUX1	PTK2	perturbation	overexpression	not_applicable
tri_22760	exp_3119	CUX1	PCDH10	perturbation	overexpression	not_applicable
tri_22762	exp_3131	CUX1	SNAI2	perturbation	overexpression	not_applicable
tri_22763	exp_3130	CUX1	SNAI1	perturbation	overexpression	not_applicable
tri_22764	exp_3128	CUX1	THBS1	perturbation	overexpression	not_applicable
tri_22765	exp_3123	CUX1	VIM	perturbation	overexpression	not_applicable
tri_22767	exp_3129	CUX1	CCN5	perturbation	overexpression	not_applicable
tri_22769	exp_3113	CUX1	RAB36	perturbation	overexpression	not_applicable
tri_22770	exp_3116	CUX1	ARHGAP32	perturbation	overexpression	not_applicable
tri_22771	exp_3121	CUX1	CDH1	perturbation	overexpression	not_applicable
tri_23150	exp_0897	LEF1	COL1A1	perturbation	overexpression	not_applicable
tri_23151	exp_0649	LEF1	MESP2	perturbation	hom_knockout	FALSE
tri_23152	exp_2512	LEF1	FGF3	perturbation	hom_knockout	FALSE
tri_23153	exp_2510	LEF1	FGF4	perturbation	hom_knockout	FALSE
tri_23154	exp_0650	LEF1	NOTCH1	perturbation	hom_knockout	FALSE
tri_23155	exp_0021	LEF1	CELA2A	perturbation	knockdown	not_applicable
tri_23155	exp_0022	LEF1	CELA2A	perturbation	knockdown	not_applicable
tri_23156	exp_0898	LEF1	BGLAP	perturbation	overexpression	not_applicable
tri_23157	exp_2511	LEF1	SHH	perturbation	hom_knockout	FALSE
tri_23158	exp_2513	LEF1	BMP4	perturbation	hom_knockout	FALSE
tri_23159	exp_2250	LEF1	TYR	perturbation	knockdown	not_applicable
tri_23161	exp_2174	LEF1	NR1I2	perturbation	overexpression	not_applicable
tri_01593	exp_3057	ASCL1	DLL4	perturbation	hom_knockout	FALSE
tri_01769	exp_1333	ASCL1	PCSK6	perturbation	overexpression	not_applicable
tri_12124	exp_2096	ASCL1	DKK1	perturbation	overexpression	not_applicable
tri_16537	exp_2130	SATB2	UPF3B	perturbation	knockdown	not_applicable
tri_16537	exp_2131	SATB2	UPF3B	perturbation	hom_knockout	FALSE
tri_18387	exp_0876	ASCL1	DLL3	perturbation	hom_knockout	FALSE
tri_18387	exp_3055	ASCL1	DLL3	perturbation	hom_knockout	FALSE
tri_18388	exp_3058	ASCL1	HES5	perturbation	hom_knockout	FALSE
tri_18390	exp_3958	ASCL1	PHOX2A	perturbation	hom_knockout	FALSE
tri_18391	exp_3320	ASCL1	RND3	perturbation	hom_knockout	FALSE
tri_22843	exp_2313	SATB2	CDH2	perturbation	knockdown	TRUE
tri_22844	exp_2318	SATB2	CD24	perturbation	overexpression	TRUE
tri_22845	exp_3683	SATB2	DCC	perturbation	hom_knockout	FALSE
tri_22846	exp_2287	SATB2	MEIS2	perturbation	overexpression	not_applicable
tri_22847	exp_2325	SATB2	MYC	perturbation	knockdown	TRUE
tri_22848	exp_2321	SATB2	LEF1	perturbation	overexpression	TRUE
tri_22849	exp_2317	SATB2	POU5F1	perturbation	knockdown	TRUE
tri_22850	exp_2323	SATB2	BCL2	perturbation	knockdown	TRUE
tri_22851	exp_3386	SATB2	PERP	perturbation	knockdown	not_applicable
tri_22852	exp_0844	SATB2	BCL11B	perturbation	overexpression	TRUE
tri_22852	exp_0847	SATB2	BCL11B	perturbation	overexpression	TRUE
tri_22853	exp_2319	SATB2	SNAI2	perturbation	overexpression	TRUE
tri_22854	exp_2320	SATB2	SNAI1	perturbation	overexpression	TRUE
tri_22855	exp_2315	SATB2	ZEB1	perturbation	knockdown	TRUE
tri_22856	exp_2327	SATB2	NANOG	perturbation	knockdown	TRUE
tri_22857	exp_2289	SATB2	AXIN2	perturbation	overexpression	not_applicable
tri_22858	exp_2283	SATB2	PROM1	perturbation	overexpression	not_applicable
tri_22859	exp_2285	SATB2	CD44	perturbation	overexpression	not_applicable
tri_22859	exp_2316	SATB2	CD44	perturbation	overexpression	TRUE
tri_22860	exp_2314	SATB2	CDH1	perturbation	knockdown	TRUE
tri_22861	exp_2578	SATB2	not_applicable	perturbation	overexpression	not_applicable
tri_23044	exp_1085	ASCL1	DLX5	perturbation	hom_knockout	FALSE
tri_23045	exp_1084	ASCL1	GAD1	perturbation	hom_knockout	FALSE
tri_23047	exp_0454	ASCL1	DLL1	perturbation	knockdown	not_applicable
tri_23047	exp_3056	ASCL1	DLL1	perturbation	hom_knockout	FALSE
tri_23047	exp_0763	ASCL1	DLL1	perturbation	knockout	FALSE
tri_23048	exp_3059	ASCL1	HES1	perturbation	hom_knockout	FALSE
tri_23049	exp_3091	ASCL1	INSM1	perturbation	hom_knockout	FALSE
tri_23050	exp_3061	ASCL1	JAG2	perturbation	hom_knockout	FALSE
tri_23051	exp_2056	ASCL1	MGMT	perturbation	overexpression	not_applicable
tri_23052	exp_2058	ASCL1	MMP7	perturbation	overexpression	not_applicable
tri_23053	exp_3060	ASCL1	HES6	perturbation	hom_knockout	FALSE
tri_23054	exp_3743	ASCL1	CENPJ	perturbation	knockout	FALSE
tri_23055	exp_0455	ASCL1	BCL2	perturbation	knockdown	not_applicable
tri_23057	exp_3062	ASCL1	BTG2	perturbation	hom_knockout	FALSE
tri_23058	exp_2097	ASCL1	AXIN2	perturbation	overexpression	not_applicable
tri_01604	exp_3359	MEF2C	RUNX2	perturbation	knockdown	not_applicable
tri_01604	exp_0433	MEF2C	RUNX2	perturbation	overexpression	not_applicable
tri_01604	exp_0434	MEF2C	RUNX2	perturbation	overexpression	TRUE
tri_01738	exp_2409	FOXA2	PDX1	perturbation	hom_knockout	not_applicable
tri_10731	exp_2632	FOXA2	HADH	perturbation	hom_knockout	FALSE
tri_13462	exp_1750	FOXA2	GFER	perturbation	overexpression	not_applicable
tri_19115	exp_2041	FOXA2	BIRC2	perturbation	knockdown	not_applicable
tri_19122	exp_3552	FOXA2	FERD3L	perturbation	knockdown	not_applicable
tri_19136	exp_2942	FOXA2	MUC2	perturbation	knockdown	not_applicable
tri_19891	exp_3768	MEF2C	AMPD1	perturbation	overexpression	not_applicable
tri_19892	exp_3356	MEF2C	BGLAP	perturbation	knockdown	not_applicable
tri_19892	exp_3360	MEF2C	BGLAP	perturbation	knockdown	not_applicable
tri_19893	exp_0680	MEF2C	CALR	perturbation	overexpression	FALSE
tri_19896	exp_2864	MEF2C	DLX5	perturbation	hom_knockout	FALSE
tri_19897	exp_2867	MEF2C	DLX6	perturbation	hom_knockout	FALSE
tri_19898	exp_3411	MEF2C	FRZB	perturbation	hom_knockout	FALSE
tri_19906	exp_2892	MEF2C	MYOM1	perturbation	hom_knockout	FALSE
tri_19907	exp_2895	MEF2C	MYOM2	perturbation	hom_knockout	FALSE
tri_19912	exp_3410	MEF2C	SFRP2	perturbation	hom_knockout	FALSE
tri_19914	exp_3355	MEF2C	SP7	perturbation	knockdown	not_applicable
tri_22939	exp_0523	FOXA2	CDKN1A	perturbation	overexpression	not_applicable
tri_22940	exp_0517	FOXA2	CITED2	perturbation	overexpression	not_applicable
tri_22941	exp_2221	FOXA2	ADORA2B	perturbation	knockdown	not_applicable
tri_22942	exp_2199	FOXA2	CYP2A13	perturbation	overexpression	not_applicable
tri_22943	exp_0525	FOXA2	CADM1	perturbation	overexpression	not_applicable
tri_22944	exp_2634	FOXA2	KCNJ11	perturbation	hom_knockout	FALSE
tri_22945	exp_2196	FOXA2	ABCB1	perturbation	overexpression	not_applicable
tri_22946	exp_2223	FOXA2	ANO2	perturbation	knockdown	not_applicable
tri_22947	exp_0520	FOXA2	BAX	perturbation	overexpression	not_applicable
tri_22948	exp_2225	FOXA2	SLC12A2	perturbation	knockdown	not_applicable
tri_22949	exp_2636	FOXA2	ABCC8	perturbation	hom_knockout	FALSE
tri_22950	exp_2333	FOXA2	MUC5B	perturbation	knockdown	not_applicable
tri_22951	exp_2202	FOXA2	UGT2B17	perturbation	overexpression	not_applicable
tri_22952	exp_0368	FOXA2	FTO	perturbation	overexpression	not_applicable
tri_22953	exp_0527	FOXA2	NR0B2	perturbation	overexpression	not_applicable
tri_22954	exp_2219	FOXA2	SLC4A4	perturbation	knockdown	not_applicable
tri_23026	exp_0326	MEF2C	PTP4A3	perturbation	overexpression	not_applicable
tri_23027	exp_3358	MEF2C	COL2A1	perturbation	knockdown	not_applicable
tri_23028	exp_2701	MEF2C	SMYD1	perturbation	knockout	FALSE
tri_23029	exp_3354	MEF2C	IBSP	perturbation	knockdown	not_applicable
tri_23031	exp_2907	MEF2C	TNNI3K	perturbation	knockdown	TRUE
tri_23032	exp_3409	MEF2C	LEF1	perturbation	hom_knockout	FALSE
tri_23034	exp_3357	MEF2C	PTH1R	perturbation	knockdown	not_applicable
tri_23038	exp_1083	MEF2C	MMP20	perturbation	knockdown	not_applicable
tri_00257	exp_1501	AHR	TNFSF13B	perturbation	overexpression	not_applicable
tri_00258	exp_1503	AHR	CXCL13	perturbation	overexpression	not_applicable
tri_00259	exp_1505	AHR	CCL1	perturbation	overexpression	not_applicable
tri_00372	exp_1509	AHR	CXCL8	perturbation	overexpression	TRUE
tri_00463	exp_1809	AHR	IL6	perturbation	knockdown	not_applicable
tri_01750	exp_1811	AHR	CYP1A1	perturbation	knockdown	not_applicable
tri_01750	exp_3085	AHR	CYP1A1	perturbation	hom_knockout	FALSE
tri_01751	exp_3086	AHR	CYP1A2	perturbation	hom_knockout	FALSE
tri_01755	exp_3088	AHR	UGT1A6	perturbation	hom_knockout	FALSE
tri_03803	exp_1507	AHR	IRF3	perturbation	overexpression	not_applicable
tri_11982	exp_2134	AHR	MT2A	perturbation	overexpression	not_applicable
tri_11982	exp_3634	AHR	MT2A	perturbation	hom_knockout	FALSE
tri_11986	exp_3087	AHR	UGT1A1	perturbation	hom_knockout	FALSE
tri_18330	exp_0252	AHR	ABCC4	perturbation	knockdown	not_applicable
tri_22794	exp_0665	AHR	NFE2L2	perturbation	overexpression	not_applicable
tri_22795	exp_0208	AHR	NCF1	perturbation	knockdown	TRUE
tri_22796	exp_3089	AHR	SULT1A2	perturbation	hom_knockout	FALSE
tri_22797	exp_2272	AHR	SLC7A5	perturbation	knockdown	not_applicable
tri_22797	exp_2273	AHR	SLC7A5	perturbation	knockdown	not_applicable
tri_22798	exp_1999	AHR	CBR1	perturbation	overexpression	not_applicable
tri_22799	exp_3633	AHR	not_applicable	perturbation	overexpression	TRUE
tri_14596	exp_0804	LHX2	TSHB	perturbation	overexpression	not_applicable
tri_19815	exp_2617	LHX2	OR8A1	perturbation	hom_knockout	FALSE
tri_19815	exp_2855	LHX2	OR8A1	perturbation	hom_knockout	FALSE
tri_23433	exp_2858	LHX2	OR10J5	perturbation	hom_knockout	FALSE
tri_23434	exp_2857	LHX2	OR52I2	perturbation	hom_knockout	FALSE
tri_23435	exp_3889	LHX2	BTBD3	perturbation	hom_knockout	FALSE
tri_23436	exp_1110	LHX2	MSX1	perturbation	knockdown	TRUE
tri_23436	exp_1109	LHX2	MSX1	perturbation	overexpression	not_applicable
tri_23437	exp_1112	LHX2	MSX2	perturbation	knockdown	TRUE
tri_23437	exp_1111	LHX2	MSX2	perturbation	overexpression	not_applicable
tri_23438	exp_0487	LHX2	MYF5	perturbation	overexpression	not_applicable
